%time,field.control_vel,field.desired_vel,field.control_pitch,field.desired_pitch,field.control_yaw,field.desired_yaw
1492807947077946584,0,0.0,0,0.0,0,0.0
1492807947177892791,0,0.0,0,0.0,0,0.0
1492807947277919873,0,0.0,0,0.0,0,0.0
1492807947377869270,0,0.0,0,0.0,0,0.0
1492807947477991575,0,0.0,0,0.0,0,0.0
1492807947577866426,0,0.0,0,0.0,0,0.0
1492807947677936165,0,0.0,0,0.0,0,0.0
1492807947777945683,0,0.0,0,0.0,0,0.0
1492807947877977759,0,0.0,0,0.0,0,0.0
1492807947977918243,0,0.0,0,0.0,0,0.0
1492807948077978458,0,0.0,0,0.0,0,0.0
1492807948178004548,0,0.0,0,0.0,0,0.0
1492807948277922418,0,0.0,0,0.0,0,0.0
1492807948377925272,0,0.0,0,0.0,0,0.0
1492807948477852657,0,0.0,0,0.0,0,0.0
1492807948577908874,0,0.0,0,0.0,0,0.0
1492807948677870013,0,0.0,0,0.0,0,0.0
1492807948777934527,0,0.0,0,0.0,0,0.0
1492807948877947786,0,0.0,0,0.0,0,0.0
1492807948977918301,0,0.0,0,0.0,0,0.0
1492807949077951934,0,0.0,0,0.0,0,0.0
1492807949177855586,0,0.0,0,0.0,0,0.0
1492807949277892034,0,0.0,0,0.0,0,0.0
1492807949378021062,0,0.0,0,0.0,0,0.0
1492807949477851524,0,0.0,0,0.0,0,0.0
1492807949577916422,0,0.0,0,0.0,0,0.0
1492807949677925182,0,0.0,0,0.0,0,0.0
1492807949777968519,0,0.0,0,0.0,0,0.0
1492807949877871889,0,0.0,0,0.0,0,0.0
1492807949977916554,0,0.0,0,0.0,0,0.0
1492807950077979282,0,0.0,0,0.0,0,0.0
1492807950177860506,0,0.0,0,0.0,0,0.0
1492807950277918347,0,0.0,0,0.0,0,0.0
1492807950378066383,0,0.0,0,0.0,0,0.0
1492807950477943951,0,0.0,0,0.0,0,0.0
1492807950577864523,0,0.0,0,0.0,0,0.0
1492807950677898957,0,0.0,0,0.0,0,0.0
1492807950777939846,0,0.0,0,0.0,0,0.0
1492807950877908466,0,0.0,0,0.0,0,0.0
1492807950977892252,0,0.0,0,0.0,0,0.0
1492807951077929017,0,0.0,0,0.0,0,0.0
1492807951177940929,0,0.0,0,0.0,0,0.0
1492807951277922697,0,0.0,0,0.0,0,0.0
1492807951377934058,0,0.0,0,0.0,0,0.0
1492807951477965957,0,0.0,0,0.0,0,0.0
1492807951577970311,0,0.0,0,0.0,0,0.0
