%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fluid_pressure,field.variance
1492807947070660854,74430,1492807947071633033,/fluid_pressure,105319.992188,0.0
1492807947145801657,74431,1492807947145633033,/fluid_pressure,105330.007812,0.0
1492807947219642762,74432,1492807947220633033,/fluid_pressure,105340.0,0.0
1492807947293698807,74433,1492807947294633033,/fluid_pressure,105280.007812,0.0
1492807947367775935,74434,1492807947368633033,/fluid_pressure,105319.992188,0.0
1492807947443185159,74435,1492807947442633033,/fluid_pressure,105319.992188,0.0
1492807947517256632,74436,1492807947517633033,/fluid_pressure,105340.0,0.0
1492807947590793248,74437,1492807947591633033,/fluid_pressure,105330.007812,0.0
1492807947664722481,74438,1492807947665633033,/fluid_pressure,105310.0,0.0
1492807947739956100,74439,1492807947739633033,/fluid_pressure,105319.992188,0.0
1492807947814045436,74440,1492807947814633033,/fluid_pressure,105319.992188,0.0
1492807947888088584,74441,1492807947888633033,/fluid_pressure,105310.0,0.0
1492807947961835116,74442,1492807947962633033,/fluid_pressure,105310.0,0.0
1492807948036806470,74443,1492807948036633033,/fluid_pressure,105300.0,0.0
1492807948110984291,74444,1492807948111633033,/fluid_pressure,105330.007812,0.0
1492807948184776616,74445,1492807948185633033,/fluid_pressure,105330.007812,0.0
1492807948259659844,74446,1492807948259633033,/fluid_pressure,105330.007812,0.0
1492807948334000417,74447,1492807948333633033,/fluid_pressure,105290.0,0.0
1492807948407566521,74448,1492807948408633033,/fluid_pressure,105300.0,0.0
1492807948482194807,74449,1492807948482633033,/fluid_pressure,105290.0,0.0
1492807948556279595,74450,1492807948556633033,/fluid_pressure,105300.0,0.0
1492807948630644546,74451,1492807948630633033,/fluid_pressure,105290.0,0.0
1492807948704935953,74452,1492807948705633033,/fluid_pressure,105280.007812,0.0
1492807948779196008,74453,1492807948779633033,/fluid_pressure,105230.007812,0.0
1492807948853892393,74454,1492807948853633033,/fluid_pressure,105300.0,0.0
1492807948928195957,74455,1492807948929243003,/fluid_pressure,105260.0,0.0
1492807949002070692,74456,1492807949004243003,/fluid_pressure,105319.992188,0.0
1492807949075484273,74457,1492807949078243003,/fluid_pressure,105340.0,0.0
1492807949151127620,74458,1492807949152243003,/fluid_pressure,105360.0,0.0
1492807949224789684,74459,1492807949227243003,/fluid_pressure,105330.007812,0.0
1492807949298655636,74460,1492807949301243003,/fluid_pressure,105369.992188,0.0
1492807949372696048,74461,1492807949375243003,/fluid_pressure,105340.0,0.0
1492807949447512319,74462,1492807949449243003,/fluid_pressure,105300.0,0.0
1492807949521497571,74463,1492807949523243003,/fluid_pressure,105330.007812,0.0
1492807949595426712,74464,1492807949598243003,/fluid_pressure,105319.992188,0.0
1492807949669653545,74465,1492807949672243003,/fluid_pressure,105300.0,0.0
1492807949744366733,74466,1492807949746243003,/fluid_pressure,105350.0,0.0
1492807949818282364,74467,1492807949820243003,/fluid_pressure,105300.0,0.0
1492807949893066058,74468,1492807949895243003,/fluid_pressure,105300.0,0.0
1492807949968259987,74469,1492807949969243003,/fluid_pressure,105290.0,0.0
1492807950041595671,74470,1492807950043243003,/fluid_pressure,105310.0,0.0
1492807950115612884,74471,1492807950118243003,/fluid_pressure,105330.007812,0.0
1492807950190165879,74472,1492807950192243003,/fluid_pressure,105280.007812,0.0
1492807950264909337,74473,1492807950266243003,/fluid_pressure,105330.007812,0.0
1492807950338440232,74474,1492807950340243003,/fluid_pressure,105300.0,0.0
1492807950413023395,74475,1492807950415243003,/fluid_pressure,105330.007812,0.0
1492807950486942700,74476,1492807950489243003,/fluid_pressure,105310.0,0.0
1492807950561964587,74477,1492807950563243003,/fluid_pressure,105319.992188,0.0
1492807950635354243,74478,1492807950637243003,/fluid_pressure,105269.992188,0.0
1492807950709321536,74479,1492807950712243003,/fluid_pressure,105340.0,0.0
1492807950783705939,74480,1492807950786243003,/fluid_pressure,105340.0,0.0
1492807950858989240,74481,1492807950860243003,/fluid_pressure,105300.0,0.0
1492807950932775076,74482,1492807950934243003,/fluid_pressure,105319.992188,0.0
1492807951006588302,74483,1492807951009243003,/fluid_pressure,105300.0,0.0
1492807951080381676,74484,1492807951083243003,/fluid_pressure,105360.0,0.0
1492807951155671704,74485,1492807951157243003,/fluid_pressure,105350.0,0.0
1492807951229391979,74486,1492807951231243003,/fluid_pressure,105340.0,0.0
1492807951303443707,74487,1492807951306243003,/fluid_pressure,105290.0,0.0
1492807951377337712,74488,1492807951380243003,/fluid_pressure,105350.0,0.0
1492807951452686080,74489,1492807951452248012,/fluid_pressure,105280.007812,0.0
1492807951526825916,74490,1492807951526248012,/fluid_pressure,105240.0,0.0
1492807951600905652,74491,1492807951601248012,/fluid_pressure,105280.007812,0.0
1492807951674696365,74492,1492807951675248012,/fluid_pressure,105330.007812,0.0
1492807951750229149,74493,1492807951749248012,/fluid_pressure,105330.007812,0.0
1492807951823280971,74494,1492807951823248012,/fluid_pressure,105330.007812,0.0
1492807951898405728,74495,1492807951898248012,/fluid_pressure,105300.0,0.0
1492807951971678116,74496,1492807951972248012,/fluid_pressure,105330.007812,0.0
1492807952047076480,74497,1492807952046248012,/fluid_pressure,105319.992188,0.0
1492807952120792443,74498,1492807952120248012,/fluid_pressure,105330.007812,0.0
1492807952194373783,74499,1492807952195248012,/fluid_pressure,105310.0,0.0
1492807952270111552,74500,1492807952269248012,/fluid_pressure,105369.992188,0.0
1492807952343692451,74501,1492807952343248012,/fluid_pressure,105250.0,0.0
1492807952417702665,74502,1492807952417248012,/fluid_pressure,105319.992188,0.0
1492807952492200171,74503,1492807952492248012,/fluid_pressure,105300.0,0.0
1492807952567247520,74504,1492807952566248012,/fluid_pressure,105300.0,0.0
1492807952640293971,74505,1492807952640248012,/fluid_pressure,105340.0,0.0
1492807952714492373,74506,1492807952715248012,/fluid_pressure,105250.0,0.0
1492807952788823766,74507,1492807952789248012,/fluid_pressure,105330.007812,0.0
1492807952864057484,74508,1492807952863248012,/fluid_pressure,105250.0,0.0
1492807952937990242,74509,1492807952937248012,/fluid_pressure,105250.0,0.0
1492807953012053570,74510,1492807953012248012,/fluid_pressure,105240.0,0.0
1492807953085298331,74511,1492807953086248012,/fluid_pressure,105200.0,0.0
1492807953160236491,74512,1492807953160248012,/fluid_pressure,105230.007812,0.0
1492807953234732069,74513,1492807953234248012,/fluid_pressure,105269.992188,0.0
1492807953308635631,74514,1492807953309248012,/fluid_pressure,105300.0,0.0
1492807953384302533,74515,1492807953383248012,/fluid_pressure,105240.0,0.0
1492807953458001594,74516,1492807953457248012,/fluid_pressure,105280.007812,0.0
1492807953531287055,74517,1492807953532248012,/fluid_pressure,105340.0,0.0
1492807953606099740,74518,1492807953606248012,/fluid_pressure,105350.0,0.0
1492807953681059575,74519,1492807953680248012,/fluid_pressure,105300.0,0.0
1492807953755226666,74520,1492807953754248012,/fluid_pressure,105350.0,0.0
1492807953829193194,74521,1492807953829248012,/fluid_pressure,105280.007812,0.0
1492807953902785213,74522,1492807953903248012,/fluid_pressure,105340.0,0.0
1492807953978248728,74523,1492807953979214107,/fluid_pressure,105310.0,0.0
1492807954051306232,74524,1492807954053214107,/fluid_pressure,105350.0,0.0
1492807954126008897,74525,1492807954128214107,/fluid_pressure,105310.0,0.0
1492807954200659791,74526,1492807954202214107,/fluid_pressure,105290.0,0.0
1492807954274657151,74527,1492807954276214107,/fluid_pressure,105280.007812,0.0
1492807954348407571,74528,1492807954351214107,/fluid_pressure,105319.992188,0.0
1492807954423104385,74529,1492807954425214107,/fluid_pressure,105300.0,0.0
1492807954497954321,74530,1492807954499214107,/fluid_pressure,105280.007812,0.0
1492807954571439149,74531,1492807954573214107,/fluid_pressure,105330.007812,0.0
1492807954645724393,74532,1492807954648214107,/fluid_pressure,105240.0,0.0
1492807954719599744,74533,1492807954722214107,/fluid_pressure,105310.0,0.0
1492807954794422639,74534,1492807954796214107,/fluid_pressure,105280.007812,0.0
1492807954868308906,74535,1492807954870214107,/fluid_pressure,105300.0,0.0
1492807954942512280,74536,1492807954945214107,/fluid_pressure,105340.0,0.0
1492807955017605534,74537,1492807955019214107,/fluid_pressure,105310.0,0.0
1492807955091760259,74538,1492807955093214107,/fluid_pressure,105280.007812,0.0
1492807955166177804,74539,1492807955167214107,/fluid_pressure,105290.0,0.0
1492807955239759636,74540,1492807955242214107,/fluid_pressure,105310.0,0.0
1492807955314602928,74541,1492807955316214107,/fluid_pressure,105319.992188,0.0
1492807955389167559,74542,1492807955390214107,/fluid_pressure,105269.992188,0.0
