%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1492807947397672579,5526,1492807947397469043,robot_frame,0,1,33.461004,-117.7061145,-37.1,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807948400512838,5527,1492807948400305032,robot_frame,0,1,33.4610045,-117.706114667,-37.1,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807949400226090,5528,1492807949399998903,robot_frame,0,1,33.4610046667,-117.706115167,-37.1,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807950402033969,5529,1492807950401874065,robot_frame,0,1,33.4610053333,-117.706115833,-37.1,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807951397856257,5530,1492807951397615909,robot_frame,0,1,33.4610056667,-117.706115667,-37.2,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807952400601109,5531,1492807952400405883,robot_frame,0,1,33.4610055,-117.706116,-37.1,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807953399612049,5532,1492807953399257898,robot_frame,0,1,33.4610053333,-117.706116333,-37.2,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807954400237927,5533,1492807954400006055,robot_frame,0,1,33.4610048333,-117.7061165,-37.1,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807955400974636,5534,1492807955400823116,robot_frame,0,1,33.4610045,-117.706116,-37.1,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807956399788091,5535,1492807956399543046,robot_frame,0,1,33.4610033333,-117.706115333,-37.0,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807957400628713,5536,1492807957400358915,robot_frame,0,1,33.4610016667,-117.706114667,-37.1,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807958397428658,5537,1492807958397151947,robot_frame,0,1,33.461,-117.706113167,-37.0,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807959400081007,5538,1492807959399934053,robot_frame,0,1,33.4609983333,-117.7061115,-37.0,0.9604,0.0,0.0,0.0,0.9604,0.0,0.0,0.0,3.8416,1
1492807960400052093,5539,1492807960399801969,robot_frame,0,1,33.460996,-117.706109667,-37.0,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807961400813501,5540,1492807961400635004,robot_frame,0,1,33.460993,-117.7061085,-36.9,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807962402728572,5541,1492807962402489900,robot_frame,0,1,33.4609905,-117.706106667,-37.1,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807963403512905,5542,1492807963403290987,robot_frame,0,1,33.460988,-117.706105,-37.3,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807964402318090,5543,1492807964402108907,robot_frame,0,1,33.4609855,-117.706102667,-37.4,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807965401224599,5544,1492807965400964975,robot_frame,0,1,33.4609825,-117.706100333,-37.3,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807966400051872,5545,1492807966399776935,robot_frame,0,1,33.460979,-117.706099167,-37.2,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807967399777452,5546,1492807967399595975,robot_frame,0,1,33.4609763333,-117.706097667,-37.3,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807968410515427,5547,1492807968410356998,robot_frame,0,1,33.4609728333,-117.706095333,-37.2,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807969411275631,5548,1492807969411093950,robot_frame,0,1,33.4609693333,-117.706093167,-37.2,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807970401310003,5549,1492807970401006937,robot_frame,0,1,33.4609655,-117.706091167,-37.1,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807971414946012,5550,1492807971414700984,robot_frame,0,1,33.4609616667,-117.706089333,-37.1,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807972412770411,5551,1492807972412584066,robot_frame,0,1,33.4609573333,-117.706087833,-37.0,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807973413475458,5552,1492807973413252115,robot_frame,0,1,33.460953,-117.706085333,-37.0,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807974412409520,5553,1492807974412111997,robot_frame,0,1,33.4609488333,-117.7060825,-37.0,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807975415144483,5554,1492807975414885044,robot_frame,0,1,33.4609445,-117.7060805,-37.1,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807976413054692,5555,1492807976412810087,robot_frame,0,1,33.46094,-117.706077833,-37.1,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807977416881970,5556,1492807977416651964,robot_frame,0,1,33.4609356667,-117.706076,-37.2,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807978415681669,5557,1492807978415427923,robot_frame,0,1,33.4609308333,-117.706073333,-37.1,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807979416465004,5558,1492807979416244029,robot_frame,0,1,33.4609256667,-117.7060705,-37.1,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807980411294114,5559,1492807980411053895,robot_frame,0,1,33.4609198333,-117.706067667,-37.0,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
1492807981415254310,5560,1492807981414917945,robot_frame,0,1,33.4609143333,-117.706065167,-37.0,0.8464,0.0,0.0,0.0,0.8464,0.0,0.0,0.0,3.3856,1
