%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1492807947397789092,477,1492807947397469043,robot_frame,1492807951000000000,robot_frame
1492807948400566697,478,1492807948400305032,robot_frame,1492807952000000000,robot_frame
1492807949400211992,479,1492807949399998903,robot_frame,1492807953000000000,robot_frame
1492807950402170059,480,1492807950401874065,robot_frame,1492807954000000000,robot_frame
1492807951397836088,481,1492807951397615909,robot_frame,1492807955000000000,robot_frame
1492807952400608774,482,1492807952400405883,robot_frame,1492807956000000000,robot_frame
1492807953399689530,483,1492807953399257898,robot_frame,1492807957000000000,robot_frame
1492807954400325092,484,1492807954400006055,robot_frame,1492807958000000000,robot_frame
1492807955401096935,485,1492807955400823116,robot_frame,1492807959000000000,robot_frame
1492807956399714728,486,1492807956399543046,robot_frame,1492807960000000000,robot_frame
1492807957400553579,487,1492807957400358915,robot_frame,1492807961000000000,robot_frame
1492807958397385326,488,1492807958397151947,robot_frame,1492807962000000000,robot_frame
1492807959400161224,489,1492807959399934053,robot_frame,1492807963000000000,robot_frame
1492807960400014887,490,1492807960399801969,robot_frame,1492807964000000000,robot_frame
1492807961400835212,491,1492807961400635004,robot_frame,1492807965000000000,robot_frame
1492807962402749520,492,1492807962402489900,robot_frame,1492807966000000000,robot_frame
1492807963403571589,493,1492807963403290987,robot_frame,1492807967000000000,robot_frame
1492807964402310431,494,1492807964402108907,robot_frame,1492807968000000000,robot_frame
1492807965401217340,495,1492807965400964975,robot_frame,1492807969000000000,robot_frame
1492807966400179871,496,1492807966399776935,robot_frame,1492807970000000000,robot_frame
1492807967399804512,497,1492807967399595975,robot_frame,1492807971000000000,robot_frame
1492807968410594355,498,1492807968410356998,robot_frame,1492807972000000000,robot_frame
1492807969411311270,499,1492807969411093950,robot_frame,1492807973000000000,robot_frame
1492807970401191220,500,1492807970401006937,robot_frame,1492807974000000000,robot_frame
1492807971414935063,501,1492807971414700984,robot_frame,1492807975000000000,robot_frame
1492807972412816772,502,1492807972412584066,robot_frame,1492807976000000000,robot_frame
1492807973413484012,503,1492807973413252115,robot_frame,1492807977000000000,robot_frame
1492807974412298775,504,1492807974412111997,robot_frame,1492807978000000000,robot_frame
1492807975415172668,505,1492807975414885044,robot_frame,1492807979000000000,robot_frame
1492807976413054100,506,1492807976412810087,robot_frame,1492807980000000000,robot_frame
1492807977416908855,507,1492807977416651964,robot_frame,1492807981000000000,robot_frame
1492807978415678389,508,1492807978415427923,robot_frame,1492807982000000000,robot_frame
1492807979416472233,509,1492807979416244029,robot_frame,1492807983000000000,robot_frame
1492807980411291497,510,1492807980411053895,robot_frame,1492807984000000000,robot_frame
1492807981415206357,511,1492807981414917945,robot_frame,1492807985000000000,robot_frame
