%time,field.header.seq,field.header.stamp,field.header.frame_id,field.RPY.x,field.RPY.y,field.RPY.z,field.Mag.x,field.Mag.y,field.Mag.z,field.Accel.x,field.Accel.y,field.Accel.z,field.Gyro.x,field.Gyro.y,field.Gyro.z,field.LinearAccelBody.x,field.LinearAccelBody.y,field.LinearAccelBody.z,field.LinearAccelNed.x,field.LinearAccelNed.y,field.LinearAccelNed.z
1492807947011688651,276343,0,,-10.9028120041,10.1638002396,-53.1185188293,0.15136449039,-0.121430493891,0.436105728149,1.59012150764,1.88599801064,-9.5224571228,-0.00773975346237,-0.0100594731048,-0.00693486537784,-0.13811057806,0.0626430660486,-0.0564111098647,-0.048041343689,0.148742869496,-0.0418148040771
1492807947015129143,276344,0,,-10.9152879715,10.1468715668,-53.1230163574,0.150211662054,-0.123470172286,0.437090665102,1.59047007561,1.84024894238,-9.50603485107,-0.0103296590969,-0.0119016431272,-0.00466669164598,-0.134914621711,0.0147359389812,-0.0398831143975,-0.0785977840424,0.11629678309,-0.0175275802612
1492807947035673084,276345,0,,-10.9281396866,10.1286344528,-53.1238098145,0.149136736989,-0.122446589172,0.439275413752,1.57544887066,1.86110436916,-9.54815864563,-0.0122838625684,-0.014986352995,-0.00210827123374,-0.146866455674,0.0333641208708,-0.081879734993,-0.0821228027344,0.138195335865,-0.0595407485962
1492807947055987464,276346,0,,-10.9422941208,10.1088695526,-53.1216583252,0.151339650154,-0.12245233357,0.436070173979,1.58745014668,1.84867322445,-9.50492858887,-0.0143231730908,-0.0164360385388,0.00116108031943,-0.131539389491,0.018481830135,-0.0385185144842,-0.0734002590179,0.115890473127,-0.0175971984863
1492807947076287703,276347,0,,-10.9569358826,10.0875434875,-53.1149749756,0.150186374784,-0.124491393566,0.435973465443,1.59302711487,1.85783147812,-9.49761581421,-0.0130217792466,-0.0194170195609,0.00233529321849,-0.122373566031,0.0250992812216,-0.0310456119478,-0.061030626297,0.112553223968,-0.0132713317871
1492807947096604516,276348,0,,-10.9718990326,10.065410614,-53.1064491272,0.151339694858,-0.12245233357,0.436070561409,1.57984340191,1.85146141052,-9.47479534149,-0.0148682026193,-0.0179040208459,0.00481364922598,-0.131832525134,0.0161311849952,-0.00805484130979,-0.0676376819611,0.113931715488,0.0122318267822
1492807947116918590,276349,0,,-10.9866685867,10.0431337357,-53.0951042175,0.150235459208,-0.122447133064,0.433879107237,1.59373939037,1.87035250664,-9.45605278015,-0.0148375760764,-0.0202152952552,0.00578354019672,-0.114187166095,0.0324553698301,0.0108664883301,-0.0399153232574,0.109659180045,0.0243263244629
1492807947137267686,276350,0,,-11.0003089905,10.0198411942,-53.0816879272,0.151287823915,-0.124494291842,0.433829128742,1.61255884171,1.82742798328,-9.47195053101,-0.0140106249601,-0.0222056135535,0.00676963338628,-0.0914467871189,-0.0128551991656,-0.00478834100068,-0.0651462078094,0.0641797780991,0.0136976242065
1492807947152502506,276351,0,,-11.0133867264,9.9943523407,-53.0660247803,0.150213718414,-0.123471356928,0.43709820509,1.62990140915,1.832010746,-9.46145820618,-0.0126188192517,-0.0238324534148,0.00766833685338,-0.0698138922453,-0.0105776693672,0.00602816417813,-0.047865152359,0.0483092218637,0.0199337005615
1492807947172805261,276352,0,,-11.0250444412,9.96978759766,-53.0506896973,0.15021315217,-0.123470723629,0.436015665531,1.64869320393,1.85891723633,-9.46390533447,-0.0122604947537,-0.0226241182536,0.00960109755397,-0.0468872487545,0.014262910001,0.0039214133285,-0.0158545970917,0.0456158816814,0.00922203063965
