%time,field.P_vel,field.I_vel,field.D_vel,field.P_pitch,field.I_pitch,field.D_pitch,field.P_yaw,field.I_yaw,field.D_yaw
1492807947055835818,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807947155675894,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807947255543278,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807947355797803,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807947455613182,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807947555685283,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807947655665500,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807947755692185,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807947855734233,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807947955672065,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807948055682715,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807948155687942,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807948255640508,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807948355560300,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807948455509054,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807948555568107,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807948655739834,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807948755554627,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807948855595558,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807948955776840,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807949055769544,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807949155789128,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807949255582432,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807949355590663,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807949455927749,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807949555700565,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807949655701675,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807949755806822,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807949855732104,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807949955687931,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807950055568509,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807950155688552,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807950255772066,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807950355634147,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807950455666917,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807950555499982,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807950655638615,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807950755694474,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807950855543972,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807950955593778,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807951055582996,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807951155620297,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807951255671150,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807951355642994,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807951455736614,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807951555823669,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807951655610175,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807951755555802,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
