%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1492807947284035492,476,1492807947283874034,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807948285859592,477,1492807948285689115,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807949285562976,478,1492807949285403966,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807950287393599,479,1492807950287213087,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807951283140518,480,1492807951282977104,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807952285909879,481,1492807952285732984,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807953284641923,482,1492807953284513950,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807954285485577,483,1492807954285305976,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807955286252801,484,1492807955286112070,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807956286028206,485,1492807956285883903,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807957285924604,486,1492807957285778045,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807958282706255,487,1492807958282532930,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807959285480281,488,1492807959285324096,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807960286288756,489,1492807960286120891,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807961286053358,490,1492807961285921096,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807962287978164,491,1492807962287811994,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807963288738044,492,1492807963288605928,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807964287629638,493,1492807964287477970,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807965286459326,494,1492807965286309957,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807966286237497,495,1492807966286103963,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807967285136589,496,1492807967284981012,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807968290930128,497,1492807968290759086,robot_frame,0.477976198595,0.0624176193633,0.0,0.0,0.0,0.0
1492807969290742849,498,1492807969290584087,robot_frame,0.414698124178,-0.196469842867,0.0,0.0,0.0,0.0
1492807970286527821,499,1492807970286367893,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807971293277195,500,1492807971293133974,robot_frame,0.330908697844,-0.352628559325,0.0,0.0,0.0,0.0
1492807972292118489,501,1492807972291944980,robot_frame,0.276383468569,-0.402441315702,0.0,0.0,0.0,0.0
1492807973292791803,502,1492807973292635917,robot_frame,0.262262616817,-0.438382516794,0.0,0.0,0.0,0.0
1492807974291654603,503,1492807974291476964,robot_frame,0.251164446475,-0.450143508455,0.0,0.0,0.0,0.0
1492807975293453965,504,1492807975293288946,robot_frame,0.233770447173,-0.486390685537,0.0,0.0,0.0,0.0
1492807976292314246,505,1492807976292150020,robot_frame,0.23072319079,-0.483287006421,0.0,0.0,0.0,0.0
1492807977296171104,506,1492807977296005010,robot_frame,0.209164804461,-0.493000614522,0.0,0.0,0.0,0.0
1492807978294927112,507,1492807978294754981,robot_frame,0.225889902003,-0.525014870699,0.0,0.0,0.0,0.0
1492807979294805474,508,1492807979294651031,robot_frame,0.253187154076,-0.575411578361,0.0,0.0,0.0,0.0
1492807980290623013,509,1492807980290462970,robot_frame,0.259957163774,-0.603323906344,0.0,0.0,0.0,0.0
1492807981294447368,510,1492807981294287919,robot_frame,0.27913013237,-0.617917144362,0.0,0.0,0.0,0.0
