%time,field.data
1492807497655763100,0.0
1492807497755857974,0.0
1492807497855848170,0.0
1492807497955672838,0.0
1492807498055577989,0.0
1492807498155700186,0.0
1492807498255761163,0.0
1492807498355659639,0.0
1492807498456091640,0.0
1492807498556249198,0.0
1492807498655698983,0.0
1492807498755703597,0.0
1492807498855751464,0.0
1492807498955719908,0.0
1492807499055785649,0.0
1492807499155807588,0.0
1492807499255627477,0.0
1492807499355714727,0.0
1492807499455697536,0.0
1492807499555701868,0.0
1492807499655780131,0.0
1492807499755734110,0.0
1492807499855690445,0.0
1492807499955632380,0.0
1492807500055682075,0.0
1492807500155677224,0.0
1492807500255684914,0.0
1492807500355687904,0.0
1492807500455698086,0.0
1492807500555681016,0.0
1492807500655748810,0.0
1492807500755740745,0.0
1492807500855847400,0.0
1492807500955703413,0.0
1492807501055794300,0.0
1492807501155765802,0.0
1492807501255688482,0.0
1492807501355635216,0.0
1492807501455796420,0.0
1492807501555773317,0.0
1492807501655833457,0.0
1492807501755809780,0.0
1492807501855812592,0.0
1492807501955678605,0.0
1492807502055838113,0.0
1492807502155691184,0.0
1492807502255758239,0.0
1492807502355757111,2.45705485344
1492807502455769566,1.80450940132
1492807502555630695,-0.835178852081
1492807502655680173,-5.04792976379
1492807502755771601,-10.2246809006
1492807502855768335,-13.2028875351
1492807502955676737,-14.7071113586
1492807503055680570,-14.1920995712
1492807503155674528,-12.8601503372
1492807503255653658,-11.1595821381
1492807503355696718,-9.11564731598
1492807503455702034,-7.72011566162
1492807503555628521,-6.33833360672
1492807503655704597,-5.01198768616
1492807503755783148,-4.66800165176
1492807503855678847,-4.13067436218
1492807503955918208,-4.50430440903
1492807504056051733,-4.73330688477
1492807504155660813,-4.70331907272
1492807504255707335,-4.22471189499
1492807504355673665,-3.58017396927
1492807504455716417,-3.18992781639
1492807504555654984,-3.40776586533
1492807504655772133,-3.74199008942
1492807504755754181,-3.57904744148
1492807504855742357,-2.64986681938
1492807504955754931,-0.699896872044
1492807505055806854,1.31302797794
1492807505155736770,3.18691515923
1492807505256017652,4.58789396286
1492807505355641311,5.05542802811
1492807505455706071,4.84930562973
1492807505555828555,4.1023311615
1492807505655656854,3.26930880547
1492807505755708413,2.86406683922
1492807505855706126,2.50329113007
1492807505955717909,2.15698671341
1492807506055684740,2.13166213036
1492807506155725857,2.2784485817
1492807506255812607,2.99579310417
1492807506355699042,3.93166804314
1492807506455658396,4.84662675858
1492807506555664657,5.72204017639
1492807506655606888,5.97488689423
1492807506755691187,5.40373802185
1492807506855704223,4.37732887268
1492807506955699498,3.0083630085
1492807507055690154,2.3943977356
1492807507155645046,2.52313804626
1492807507255659397,2.71969985962
1492807507355655128,3.00699305534
1492807507455683028,3.58536410332
1492807507555777319,4.08965206146
1492807507655708407,4.38201284409
1492807507755668832,4.37630367279
1492807507855639446,4.52770662308
1492807507955653209,4.56830978394
1492807508055738228,4.61037111282
1492807508155798868,4.71061563492
1492807508255643361,4.36209726334
1492807508355690591,3.94757127762
1492807508455643065,3.5445330143
1492807508555788560,3.16995668411
1492807508655822260,3.11560678482
1492807508755673492,3.29822516441
1492807508855741042,3.65456628799
1492807508955753913,4.03041362762
1492807509055580867,4.73372507095
1492807509155844881,5.318546772
1492807509255716551,5.62647151947
1492807509355717294,5.55219078064
1492807509455972895,5.15587949753
1492807509555738511,4.64204263687
1492807509655728792,4.62388896942
1492807509755653030,5.28447198868
1492807509855720708,6.17279481888
1492807509955748451,7.21756982803
1492807510055735233,8.19903278351
1492807510155663277,8.7271938324
1492807510255779312,8.32875823975
1492807510355640088,7.44716787338
1492807510455736664,6.35886526108
1492807510555735896,5.41109085083
1492807510655738891,4.89109182358
1492807510755650082,4.87922430038
1492807510855728663,5.18350601196
1492807510955682837,5.83293104172
1492807511055818764,6.39338302612
1492807511155750890,7.31935739517
1492807511255748094,8.55639362335
1492807511355791348,9.39914035797
1492807511455690837,9.89951038361
1492807511555617246,9.72880840302
1492807511655808057,9.45857524872
1492807511755770460,8.82019042969
1492807511855699216,7.87724113464
1492807511955753409,7.27126693726
1492807512055643124,6.83999443054
1492807512155708931,6.71958398819
1492807512255848776,7.06563138962
1492807512355669260,7.69199132919
1492807512455728519,8.66727828979
1492807512555823928,9.53978157043
1492807512655710846,10.4120922089
1492807512755683567,11.4166727066
1492807512855701073,12.3994922638
1492807512955623367,12.9226331711
1492807513055847076,12.8864526749
1492807513155702922,12.0140762329
1492807513255702800,11.4334659576
1492807513355719222,10.9429512024
1492807513455723011,10.7974805832
1492807513555763295,10.9211597443
1492807513655658604,11.5302724838
1492807513755788347,12.4644784927
1492807513855782692,13.1723051071
1492807513955701558,13.8433523178
1492807514055701614,14.1712722778
1492807514155736975,14.084687233
1492807514255770690,13.682267189
1492807514355688836,13.2005281448
1492807514455789790,12.911072731
1492807514555733636,12.9790391922
1492807514655734562,13.2172651291
1492807514755725471,13.566400528
1492807514855710241,13.9871368408
1492807514955654874,14.5574302673
1492807515055773528,14.7227544785
1492807515155916683,14.3139686584
1492807515255662052,14.005443573
1492807515355760250,13.9197406769
1492807515455676856,13.6648845673
1492807515555992880,13.5429677963
1492807515655656112,13.1872806549
1492807515755717823,12.741437912
1492807515855721201,12.5253667831
1492807515955655333,13.1154937744
1492807516055790691,14.0160579681
1492807516155754615,15.0340070724
1492807516255683320,16.0421848297
1492807516355689546,17.0640678406
1492807516455726265,17.9262676239
1492807516555653987,18.1399669647
1492807516655890613,17.9146957397
1492807516755750398,17.0041637421
1492807516855736939,16.6732711792
1492807516955788950,16.4339447021
1492807517055883743,16.1328849792
1492807517155742589,16.1006679535
1492807517255665140,16.199886322
1492807517355822208,16.5629348755
1492807517455807453,17.1005630493
1492807517555691873,17.2544269562
1492807517655782768,17.1277008057
1492807517755621780,16.882648468
1492807517855709304,16.7566051483
1492807517955698020,17.1129970551
1492807518055730518,17.871837616
1492807518155788203,19.0307292938
1492807518255698475,19.7702274323
1492807518355852189,20.0146121979
1492807518455664460,19.8593616486
1492807518555712479,19.5662288666
1492807518655731020,19.3055210114
1492807518755657244,18.8990421295
1492807518855750917,18.6097221375
