%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1492807498398575338,441,1492807498398283958,robot_frame,1492807502000000000,robot_frame
1492807499397364449,442,1492807499397093057,robot_frame,1492807503000000000,robot_frame
1492807500396182669,443,1492807500395953893,robot_frame,1492807504000000000,robot_frame
1492807501397893610,444,1492807501397685050,robot_frame,1492807505000000000,robot_frame
1492807502395673457,445,1492807502395421981,robot_frame,1492807506000000000,robot_frame
1492807503395356167,446,1492807503395178079,robot_frame,1492807507000000000,robot_frame
1492807504392283126,447,1492807504392015933,robot_frame,1492807508000000000,robot_frame
1492807505396034996,448,1492807505395752906,robot_frame,1492807509000000000,robot_frame
1492807506396663463,449,1492807506396440982,robot_frame,1492807510000000000,robot_frame
1492807507395551225,450,1492807507395267009,robot_frame,1492807511000000000,robot_frame
1492807508395334619,451,1492807508395124912,robot_frame,1492807512000000000,robot_frame
1492807509396288032,452,1492807509395993947,robot_frame,1492807513000000000,robot_frame
1492807510395972621,453,1492807510395776033,robot_frame,1492807514000000000,robot_frame
1492807511397826785,454,1492807511397557973,robot_frame,1492807515000000000,robot_frame
1492807512408608003,455,1492807512408324003,robot_frame,1492807516000000000,robot_frame
1492807513410309321,456,1492807513410065889,robot_frame,1492807517000000000,robot_frame
1492807514408071513,457,1492807514407876968,robot_frame,1492807518000000000,robot_frame
1492807515404889130,458,1492807515404699087,robot_frame,1492807519000000000,robot_frame
1492807516408833531,459,1492807516408505916,robot_frame,1492807520000000000,robot_frame
1492807517410476274,460,1492807517410248994,robot_frame,1492807521000000000,robot_frame
1492807518408301911,461,1492807518408071994,robot_frame,1492807522000000000,robot_frame
1492807519408136570,462,1492807519407876014,robot_frame,1492807523000000000,robot_frame
1492807520408839246,463,1492807520408652067,robot_frame,1492807524000000000,robot_frame
1492807521409680094,464,1492807521409470081,robot_frame,1492807525000000000,robot_frame
1492807522409487600,465,1492807522409260988,robot_frame,1492807526000000000,robot_frame
1492807523411233705,466,1492807523411000013,robot_frame,1492807527000000000,robot_frame
1492807524410068292,467,1492807524409786939,robot_frame,1492807528000000000,robot_frame
1492807525408835595,468,1492807525408639907,robot_frame,1492807529000000000,robot_frame
1492807526404587180,469,1492807526404360055,robot_frame,1492807530000000000,robot_frame
1492807527409485558,470,1492807527409241914,robot_frame,1492807531000000000,robot_frame
1492807528411312569,471,1492807528411039113,robot_frame,1492807532000000000,robot_frame
1492807529410085632,472,1492807529409867048,robot_frame,1492807533000000000,robot_frame
1492807530409929934,473,1492807530409706115,robot_frame,1492807534000000000,robot_frame
1492807531411825756,474,1492807531411588907,robot_frame,1492807535000000000,robot_frame
