%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1492807498283782858,439,1492807498283629894,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807499283672138,440,1492807499283493041,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807500281379627,441,1492807500281238079,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807501283243011,442,1492807501283077001,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807502280908873,443,1492807502280750989,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807503280622567,444,1492807503280484914,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807504277512502,445,1492807504277354001,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807505281321063,446,1492807505281166076,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807506281975833,447,1492807506281815052,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807507280825967,448,1492807507280638933,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807508281626257,449,1492807508281482934,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807509281420933,450,1492807509281272888,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807510281372176,451,1492807510281194925,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807511283091370,452,1492807511282943964,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807512286819138,453,1492807512286653041,robot_frame,0.410838313319,-0.27868162966,0.0,0.0,0.0,0.0
1492807513289636590,454,1492807513289460897,robot_frame,0.249224674125,-0.412005548757,0.0,0.0,0.0,0.0
1492807514287466608,455,1492807514287286043,robot_frame,0.142552299908,-0.511944566457,0.0,0.0,0.0,0.0
1492807515283256185,456,1492807515283086061,robot_frame,0.133073823736,-0.58383967458,0.0,0.0,0.0,0.0
1492807516288040230,457,1492807516287890911,robot_frame,0.134922405576,-0.660803118801,0.0,0.0,0.0,0.0
1492807517289877441,458,1492807517289711952,robot_frame,0.112020572727,-0.68332102441,0.0,0.0,0.0,0.0
1492807518287706503,459,1492807518287532091,robot_frame,0.116389743737,-0.74409900488,0.0,0.0,0.0,0.0
1492807519287444293,460,1492807519287291049,robot_frame,0.104076272717,-0.7916053798,0.0,0.0,0.0,0.0
1492807520288206623,461,1492807520288036108,robot_frame,0.108471576946,-0.820602988062,0.0,0.0,0.0,0.0
1492807521288926330,462,1492807521288767099,robot_frame,0.129318600269,-0.881063497315,0.0,0.0,0.0,0.0
1492807522288799337,463,1492807522288618087,robot_frame,0.123036457218,-0.897023651131,0.0,0.0,0.0,0.0
1492807523289587090,464,1492807523289436101,robot_frame,0.135893991662,-0.963276059262,0.0,0.0,0.0,0.0
1492807524288332508,465,1492807524288171052,robot_frame,0.154888996915,-0.971346143964,0.0,0.0,0.0,0.0
1492807525288201866,466,1492807525287981986,robot_frame,0.195662146626,-1.057758945,0.0,0.0,0.0,0.0
1492807526284015888,467,1492807526283869981,robot_frame,0.185293612933,-1.0966856333,0.0,0.0,0.0,0.0
1492807527288801364,468,1492807527288631916,robot_frame,0.184666663443,-1.13016564284,0.0,0.0,0.0,0.0
1492807528290548785,469,1492807528290402889,robot_frame,0.179265031344,-1.18673561564,0.0,0.0,0.0,0.0
1492807529289390523,470,1492807529289246082,robot_frame,0.138945141256,-1.23096532925,0.0,0.0,0.0,0.0
1492807530289189590,471,1492807530289026021,robot_frame,0.106607718164,-1.22592448033,0.0,0.0,0.0,0.0
1492807531290051511,472,1492807531289880037,robot_frame,0.0622733608703,-1.27327140517,0.0,0.0,0.0,0.0
1492807532287920287,473,1492807532287748098,robot_frame,0.0521970242846,-1.26651596738,0.0,0.0,0.0,0.0
