%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1492807498398481445,5077,1492807498398283958,robot_frame,0,1,33.4609988333,-117.706092333,-35.7,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807499397325628,5078,1492807499397093057,robot_frame,0,1,33.4609996667,-117.7060925,-35.8,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807500396190461,5079,1492807500395953893,robot_frame,0,1,33.4609998333,-117.706091833,-35.7,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807501397920940,5080,1492807501397685050,robot_frame,0,1,33.4610001667,-117.706091,-35.6,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807502395592971,5081,1492807502395421981,robot_frame,0,1,33.4610005,-117.706091,-35.6,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807503395452111,5082,1492807503395178079,robot_frame,0,1,33.4610001667,-117.706091167,-35.4,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807504392276513,5083,1492807504392015933,robot_frame,0,1,33.4609998333,-117.706092,-35.4,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807505396058697,5084,1492807505395752906,robot_frame,0,1,33.4609991667,-117.706093667,-35.4,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807506396644515,5085,1492807506396440982,robot_frame,0,1,33.4609978333,-117.706094667,-35.5,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807507395485919,5086,1492807507395267009,robot_frame,0,1,33.460996,-117.7060955,-35.5,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807508395388508,5087,1492807508395124912,robot_frame,0,1,33.4609938333,-117.7060965,-35.5,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807509396170814,5088,1492807509395993947,robot_frame,0,1,33.4609911667,-117.706096167,-35.5,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807510396010839,5089,1492807510395776033,robot_frame,0,1,33.4609878333,-117.706096,-35.5,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807511397731803,5090,1492807511397557973,robot_frame,0,1,33.4609841667,-117.706095833,-35.4,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807512408529180,5091,1492807512408324003,robot_frame,0,1,33.4609801667,-117.706096,-35.5,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807513410288396,5092,1492807513410065889,robot_frame,0,1,33.460976,-117.7060955,-35.6,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807514408113736,5093,1492807514407876968,robot_frame,0,1,33.4609716667,-117.7060955,-35.6,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807515404895773,5094,1492807515404699087,robot_frame,0,1,33.4609666667,-117.706094667,-35.6,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807516408824035,5095,1492807516408505916,robot_frame,0,1,33.460961,-117.706093833,-35.6,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807517410485419,5096,1492807517410248994,robot_frame,0,1,33.460955,-117.706093,-35.6,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807518408317144,5097,1492807518408071994,robot_frame,0,1,33.4609481667,-117.706092333,-35.6,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807519408063983,5098,1492807519407876014,robot_frame,0,1,33.460941,-117.706091333,-35.6,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807520408881435,5099,1492807520408652067,robot_frame,0,1,33.4609338333,-117.7060905,-35.6,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807521409700116,5100,1492807521409470081,robot_frame,0,1,33.4609263333,-117.706089167,-35.7,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807522409496809,5101,1492807522409260988,robot_frame,0,1,33.4609181667,-117.706087667,-35.8,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807523411214305,5102,1492807523411000013,robot_frame,0,1,33.4609093333,-117.706085333,-35.6,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807524410086191,5103,1492807524409786939,robot_frame,0,1,33.4609005,-117.706083,-35.7,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807525408888602,5104,1492807525408639907,robot_frame,0,1,33.4608913333,-117.706080333,-35.8,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807526404607416,5105,1492807526404360055,robot_frame,0,1,33.4608815,-117.706078167,-35.7,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807527409439442,5106,1492807527409241914,robot_frame,0,1,33.4608713333,-117.706076,-35.7,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807528411254406,5107,1492807528411039113,robot_frame,0,1,33.4608611667,-117.706074333,-35.9,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
