%time,field.P_vel,field.I_vel,field.D_vel,field.P_pitch,field.I_pitch,field.D_pitch,field.P_yaw,field.I_yaw,field.D_yaw
1492807497655743193,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807497755679989,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807497855601421,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807497955602937,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807498055547350,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807498155625026,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807498255625074,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807498355620332,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807498455900461,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807498555744144,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807498655671953,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807498755651228,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807498855928867,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807498955564633,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807499055588732,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807499155745069,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807499255751609,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807499355627279,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807499455616351,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807499555614017,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807499655582661,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807499755602613,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807499855586785,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807499955596092,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807500055605116,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807500155468291,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807500255676144,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807500355588723,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807500455608923,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807500555547015,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807500655645985,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807500755606182,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807500855605301,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807500955581523,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807501055627049,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807501155597729,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807501255647788,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807501355739629,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807501455605973,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807501555666061,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807501655702195,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807501755656722,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807501855595313,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807501955731593,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807502055579282,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807502155642603,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807502255547611,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807502355649263,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807502455611198,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807502555598687,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807502655805200,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807502755619490,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807502855644854,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807502955552006,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807503055639433,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807503155710980,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807503255538682,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807503355566185,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807503455613234,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807503555504721,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807503655649932,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807503755598915,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807503855670162,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807503955574238,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807504055610645,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807504155681071,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807504255551490,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807504355641627,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807504455615638,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807504555561219,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807504655651583,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807504755636649,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807504855619419,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807504955660831,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807505055659581,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807505155646635,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807505255563083,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807505355632681,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807505455697161,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807505555822311,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807505655768449,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807505755688436,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807505855597987,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807505955644298,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807506055649205,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807506155793129,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
