%time,field.header.seq,field.header.stamp,field.header.frame_id,field.RPY.x,field.RPY.y,field.RPY.z,field.Mag.x,field.Mag.y,field.Mag.z,field.Accel.x,field.Accel.y,field.Accel.z,field.Gyro.x,field.Gyro.y,field.Gyro.z,field.LinearAccelBody.x,field.LinearAccelBody.y,field.LinearAccelBody.z,field.LinearAccelNed.x,field.LinearAccelNed.y,field.LinearAccelNed.z
1492810664006993651,412191,0,,-10.9186735153,13.0433416367,-59.1983718872,0.106984250247,-0.198966175318,0.422732293606,2.27684736252,1.77525067329,-9.35022163391,0.0319371558726,0.04100183025,0.000595721881837,0.0665165632963,-0.0319736748934,0.0181186683476,0.0119194984436,-0.0746017098427,0.00821971893311
1492810664027438016,412192,0,,-10.8848724365,13.0979862213,-59.2104301453,0.108000472188,-0.202005177736,0.42157176137,2.29241132736,1.77939605713,-9.35374450684,0.0309193897992,0.051967382431,-0.00139877106994,0.0729816257954,-0.0219030641019,0.013586406596,0.0221405029297,-0.0741634368896,0.000484466552734
1492810664042601147,412193,0,,-10.8545894623,13.1636657715,-59.2232704163,0.10368078202,-0.199965626001,0.421550631523,2.27759313583,1.78018021584,-9.32185173035,0.0284021049738,0.0615869350731,-0.00287725264207,0.0472305454314,-0.0156874060631,0.0439251214266,0.0227737426758,-0.0521822571754,0.0341262817383
1492810664062866675,412194,0,,-10.8269491196,13.2393550873,-59.2376480103,0.102613419294,-0.198949843645,0.421563863754,2.25216817856,1.77567243576,-9.3597240448,0.0266946163028,0.0708336904645,-0.00213384767994,0.00920937955379,-0.0151215475053,0.00401509553194,-0.00673460960388,-0.0162492394447,0.00449466705322
1492810664083132544,412195,0,,-10.8021306992,13.325419426,-59.2555847168,0.104797877371,-0.198957294226,0.421608835459,2.26163911819,1.77628862858,-9.35860824585,0.0251042284071,0.0808706954122,-0.00181703455746,0.00436222460121,-0.00981591548771,0.00258728535846,-0.00518393516541,-0.00919723510742,0.00325775146484
1492810664103474230,412196,0,,-10.78054142,13.4223070145,-59.2743873596,0.101495526731,-0.199958056211,0.421504080296,2.20983767509,1.80084860325,-9.36106300354,0.0216986760497,0.0906517207623,-0.00104569364339,-0.0635512694716,0.0189881436527,-0.00295831821859,-0.0167901515961,0.0636742115021,0.00847053527832
1492810664123801259,412197,0,,-10.7615041733,13.5292606354,-59.2943115234,0.10152348876,-0.198948010802,0.424761533737,2.19916343689,1.78088843822,-9.3913602829,0.0192249901593,0.0980987995863,0.00074822967872,-0.0920045077801,0.00293271406554,-0.0368489027023,-0.0535049438477,0.0822600126266,-0.0142049789429
1492810664144087674,412198,0,,-10.746099472,13.6465778351,-59.3152503967,0.103680901229,-0.199966102839,0.421551972628,2.22509098053,1.7898722887,-9.37849807739,0.0176898241043,0.108136177063,0.00119796860963,-0.0855686590075,0.0153104737401,-0.0281380787492,-0.0376822948456,0.0826976299286,-0.00944995880127
1492810664164403854,412199,0,,-10.7309446335,13.773352623,-59.3333587646,0.101470224559,-0.200969800353,0.421465277672,2.22450494766,1.77213835716,-9.36306667328,0.0163962431252,0.115704514086,0.00650961557403,-0.107207536697,0.00100567704067,-0.0172826983035,-0.057110786438,0.0919412374496,0.00885009765625
1492810664184700265,412200,0,,-10.7194156647,13.9091300964,-59.3498878479,0.100427530706,-0.198941588402,0.421513617039,2.21786260605,1.77852571011,-9.3634262085,0.0135811846703,0.123971864581,0.00688120815903,-0.136384546757,0.0103066442534,-0.0227422546595,-0.0653896331787,0.121914386749,0.00923347473145
