%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1492810665366147201,0,1492810665362732887,odom,robot_frame,0.0125770260772,0.000633847261695,-0.40819992946,0.0734873994398,-0.121344763405,0.949489819775,0.279900219116
1492810665466071194,0,1492810665464368820,odom,robot_frame,0.0119659232399,0.00360885828736,-0.412371174639,0.0776936896548,-0.123206948789,0.948842290555,0.280146472426
1492810665566104513,0,1492810665545653105,odom,robot_frame,0.0110129810609,0.00620094223643,-0.40614634408,0.0829254934393,-0.124905176613,0.948260289291,0.279865115989
1492810665666066216,0,1492810665662539721,odom,robot_frame,0.00890981027483,0.0105564366896,-0.406617054286,0.0921282228597,-0.127482262202,0.947268277076,0.279183585875
1492810665766099061,0,1492810665764102936,odom,robot_frame,0.0073810803387,0.0139753233657,-0.410288249018,0.0999291424404,-0.129541306438,0.946227369672,0.279082391599
1492810665866252708,0,1492810665865661144,odom,robot_frame,0.00693144521762,0.0161143925047,-0.410054026422,0.10638226208,-0.131005535149,0.945086555918,0.279878126865
1492810665966076997,0,1492810665941885233,odom,robot_frame,0.00745557575248,0.0166122318162,-0.409293921155,0.110020269312,-0.131294866464,0.944256342454,0.281135480003
1492810666066104761,0,1492810666063782215,odom,robot_frame,0.00943027560923,0.0154952301302,-0.407361199024,0.112292261428,-0.129886441499,0.943565775552,0.283202379132
1492810666166175819,0,1492810666165387630,odom,robot_frame,0.011404604812,0.0133555951029,-0.4058721049,0.110576136202,-0.127455812955,0.943795167022,0.284215792229
1492810666266134767,0,1492810666246622324,odom,robot_frame,0.0125855541362,0.0120257716823,-0.412228562906,0.106453909033,-0.12519384874,0.944586913834,0.284164789695
1492810666366129738,0,1492810666363319874,odom,robot_frame,0.0137086336254,0.00994884883864,-0.406322771574,0.0964097128574,-0.122044572974,0.946383533681,0.283140418613
1492810666466217845,0,1492810666464972258,odom,robot_frame,0.0143127142687,0.00933318032314,-0.41051434778,0.086277813639,-0.120086699122,0.947853625181,0.282327520442
1492810666566143490,0,1492810666546138525,odom,robot_frame,0.015145018307,0.00858515589313,-0.408208653721,0.0786652027425,-0.119150838511,0.948672234301,0.282198255535
1492810666666169931,0,1492810666662874699,odom,robot_frame,0.0163921467231,0.0081422550624,-0.411297470491,0.0708340532268,-0.118986677898,0.949078231019,0.282975650528
1492810666766202751,0,1492810666764468193,odom,robot_frame,0.0178701207157,0.00747512985827,-0.410050969981,0.069410511217,-0.120090017859,0.948696701321,0.284139292332
1492810666866356435,0,1492810666845787048,odom,robot_frame,0.0190801756347,0.00686859219974,-0.407861201448,0.0718685179768,-0.121826397852,0.948009770507,0.285080199125
1492810666966268523,0,1492810666962600708,odom,robot_frame,0.0200135167403,0.00693653823569,-0.414353990166,0.0796314892005,-0.125238528006,0.946578639754,0.286291836754
1492810667066500622,0,1492810667064232826,odom,robot_frame,0.0217185377666,0.00541638776595,-0.404911475512,0.0884219518793,-0.128202300196,0.945109088548,0.287253441048
1492810667166365163,0,1492810667145546198,odom,robot_frame,0.0226846133396,0.00475986986752,-0.405105747381,0.0957568963943,-0.130160205272,0.943886943624,0.288038843584
1492810667266122015,0,1492810667247012615,odom,robot_frame,0.0238085501991,0.00371393300704,-0.403197975439,0.103733855023,-0.131658177164,0.942517622634,0.289077745134
1492810667366252517,0,1492810667363813877,odom,robot_frame,0.0248919784861,0.00286664640118,-0.407787898984,0.109297748568,-0.131672439452,0.941545912481,0.290185570864
1492810667466128458,0,1492810667465315819,odom,robot_frame,0.0256036595306,0.00201924745618,-0.408289428251,0.109444245265,-0.130313316729,0.941514841431,0.290843944455
1492810667566097341,0,1492810667546653032,odom,robot_frame,0.0259708513821,0.00128469531726,-0.406317205984,0.106585970582,-0.128674882608,0.941972527923,0.291152815715
1492810667666097282,0,1492810667663508654,odom,robot_frame,0.0262864859461,0.000753113859454,-0.410013057262,0.0979936364122,-0.126038623103,0.943246678295,0.291199616404
1492810667766328066,0,1492810667765163183,odom,robot_frame,0.0257598696649,0.000618804832441,-0.411160118183,0.0880529123176,-0.124049827514,0.944566958663,0.290949455281
1492810667866142933,0,1492810667846521139,odom,robot_frame,0.0248455419095,0.00072336393569,-0.410363349628,0.0795986645363,-0.122803999356,0.94556520485,0.290671074796
1492810667966238814,0,1492810667963344812,odom,robot_frame,0.0228950212062,0.00170803996869,-0.413581917219,0.0694257008342,-0.121727102652,0.94649224127,0.290714674139
1492810668066279700,0,1492810668065101147,odom,robot_frame,0.0225181593628,0.00141832909169,-0.41137153672,0.0669495395757,-0.121838928776,0.94638387027,0.29160007661
1492810668166089907,0,1492810668146346569,odom,robot_frame,0.0233702354012,0.000290899586338,-0.408428669863,0.0698103868421,-0.122600588482,0.945710214918,0.292793092461
1492810668266198258,0,1492810668263246059,odom,robot_frame,0.0246975021598,-0.00126782475104,-0.410709352536,0.0809218023912,-0.124608959848,0.943943675392,0.294778911576
1492810668366237418,0,1492810668364859104,odom,robot_frame,0.0260179159564,-0.0033703960759,-0.409514356768,0.0923061948359,-0.126377932505,0.942340617046,0.295807954654
1492810668466239106,0,1492810668446081877,odom,robot_frame,0.0261877449934,-0.00497770321287,-0.405672799705,0.100494852449,-0.12760757628,0.941291320118,0.295952262666
1492810668566295252,0,1492810668563053608,odom,robot_frame,0.0258287882343,-0.00591905175766,-0.410554318563,0.107941012527,-0.128850742732,0.940410210492,0.295592388119
1492810668666071460,0,1492810668664458513,odom,robot_frame,0.0252384193864,-0.00695051083222,-0.406548900221,0.109172955781,-0.129336821363,0.940199651483,0.295597475829
1492810668766145795,0,1492810668745597601,odom,robot_frame,0.0253898737772,-0.00765135363967,-0.403702992536,0.107262422019,-0.129243915644,0.94028016102,0.296081073161
1492810668866113384,0,1492810668847024679,odom,robot_frame,0.0275081495311,-0.00847245734243,-0.407617760429,0.102073670307,-0.128426183511,0.9406637305,0.297051220063
1492810668966100854,0,1492810668963680029,odom,robot_frame,0.0309659179663,-0.00959698985402,-0.410538901689,0.094532782853,-0.127042156853,0.941300972185,0.298121322807
1492810669066126774,0,1492810669065265656,odom,robot_frame,0.0346669465842,-0.0108759341611,-0.410676590982,0.0881720846358,-0.12610248764,0.941921471548,0.298509275464
1492810669166113633,0,1492810669146471024,odom,robot_frame,0.0377833881529,-0.0116940291373,-0.414640336308,0.0836261901544,-0.125674343949,0.942359955976,0.298614020044
1492810669266301947,0,1492810669263086081,odom,robot_frame,0.0437376887692,-0.0151516636272,-0.403073252496,0.0791216418715,-0.125551123918,0.942653651392,0.298966176328
1492810669366229939,0,1492810669364856005,odom,robot_frame,0.0458916733189,-0.0148493119574,-0.415390259619,0.0782038293225,-0.125680106795,0.942518919561,0.299577632851
1492810669466164272,0,1492810669446097851,odom,robot_frame,0.0488626949124,-0.0161925450346,-0.411100304866,0.0784953841952,-0.125696207784,0.942264106925,0.300295339308
1492810669566247131,0,1492810669563020468,odom,robot_frame,0.0521652961235,-0.0173241706903,-0.400927371776,0.0811858630525,-0.126031277527,0.941637503955,0.301403025649
1492810669666270823,0,1492810669664602995,odom,robot_frame,0.0520213764449,-0.0145214218771,-0.404755161548,0.0849822439723,-0.126656531377,0.941056158041,0.301909669741
1492810669766133017,0,1492810669745844603,odom,robot_frame,0.0517684721314,-0.0108547815389,-0.407857894393,0.0898676091789,-0.127501306231,0.940448672491,0.302032323005
1492810669866124167,0,1492810669844748974,odom,robot_frame,0.052883181614,-0.00666230363816,-0.396052245026,0.0992864928521,-0.129261800149,0.939260307697,0.302032537559
1492810669966078733,0,1492810669963988543,odom,robot_frame,0.0567603868013,0.00145635696155,-0.399961920813,0.11342115287,-0.132326479454,0.937127256474,0.302353849141
1492810670066105675,0,1492810670065443039,odom,robot_frame,0.0625001728033,0.00883223230459,-0.401910774058,0.124340552297,-0.134544640867,0.935248088571,0.302899619499
1492810670166238052,0,1492810670146713257,odom,robot_frame,0.0674877656634,0.0149261927294,-0.400275942246,0.129943741121,-0.135443496805,0.934133481527,0.303585773722
1492810670266282883,0,1492810670263451099,odom,robot_frame,0.0772481053572,0.0233176828358,-0.404635700665,0.129229342882,-0.134079584201,0.934026935925,0.304821464148
1492810670366100963,0,1492810670365145922,odom,robot_frame,0.085125002,0.0313701438204,-0.40727593691,0.120301935544,-0.130597652159,0.935422247962,0.305707238339
1492810670466247546,0,1492810670446240187,odom,robot_frame,0.0918915452166,0.0381760839606,-0.409798007099,0.10922900968,-0.126867906112,0.937123835916,0.306222915539
1492810670566106097,0,1492810670563036680,odom,robot_frame,0.101211176736,0.0485663859325,-0.40067972148,0.0926174883452,-0.122210339378,0.939456396919,0.306444631362
1492810670666134239,0,1492810670664505720,odom,robot_frame,0.111049251655,0.062578550197,-0.414426744797,0.0835552157438,-0.120776001516,0.940580464853,0.306170005906
1492810670766200192,0,1492810670745954514,odom,robot_frame,0.122543722988,0.0704550832822,-0.403997745581,0.0812869656927,-0.121538005856,0.940803865379,0.30579246104
