# Time	x	y	z	roll	pitch	yaw	vx	vy	vz	
-4.3408704	-0.0000000	0.0000000	-0.2001326	-0.1954035	-0.1986856	1.6148849	0.0000000	0.0000000	-0.0000000
-4.2410061	-0.0000176	0.0000279	-0.2052736	-0.1960094	-0.1965575	1.6147898	0.0006929	0.0013582	-0.0029630
-4.1410020	-0.0002163	0.0003470	-0.2088333	-0.1958631	-0.1872505	1.6149587	0.0023042	0.0058690	-0.0147628
-4.0410163	-0.0005825	0.0008817	-0.2042147	-0.1950616	-0.1749652	1.6159288	0.0012353	0.0080687	-0.0232520
-3.9409121	-0.0009501	0.0012091	-0.1997272	-0.1922435	-0.1636646	1.6170765	-0.0026589	0.0084866	-0.0259377
-3.8408056	-0.0012082	0.0012093	-0.2024082	-0.1894653	-0.1567878	1.6178290	-0.0060423	0.0068517	-0.0257112
-3.7410066	-0.0012259	0.0009502	-0.2072767	-0.1871625	-0.1537403	1.6180764	-0.0071148	0.0033976	-0.0227871
-3.6410053	-0.0009015	0.0004480	-0.2097246	-0.1858178	-0.1547950	1.6180871	-0.0088773	-0.0026842	-0.0131662
-3.5410383	-0.0001902	-0.0005956	-0.2054006	-0.1853128	-0.1602050	1.6176563	-0.0141682	-0.0097318	-0.0000706
-3.4410240	0.0012482	-0.0024808	-0.2041988	-0.1850533	-0.1684152	1.6164606	-0.0220555	-0.0187592	0.0101084
-3.3410212	0.0034310	-0.0051141	-0.2017442	-0.1846685	-0.1783933	1.6147621	-0.0264579	-0.0277725	0.0155771
-3.2409943	0.0063155	-0.0073754	-0.2065745	-0.1845082	-0.1876079	1.6134910	-0.0194111	-0.0334159	0.0119438
-3.1410179	0.0097198	-0.0086463	-0.2041601	-0.1851907	-0.1923155	1.6135228	-0.0031865	-0.0379815	0.0077198
-3.0410186	0.0134046	-0.0082036	-0.2017892	-0.1870904	-0.1901242	1.6150103	0.0138646	-0.0385390	0.0021749
-2.9410235	0.0169606	-0.0065431	-0.2038210	-0.1898228	-0.1846154	1.6171708	0.0199182	-0.0358054	-0.0042624
-2.8410217	0.0202847	-0.0047199	-0.1990841	-0.1927363	-0.1759888	1.6185400	0.0169054	-0.0328333	-0.0055361
-2.7410621	0.0234334	-0.0034972	-0.1959981	-0.1952417	-0.1650769	1.6181704	0.0063478	-0.0306687	-0.0065364
-2.6410755	0.0270568	-0.0031528	-0.2042147	-0.1969977	-0.1574861	1.6158518	-0.0101770	-0.0261536	-0.0169269
-2.5410348	0.0292217	-0.0042925	-0.1992982	-0.1964912	-0.1634483	1.6132689	-0.0184253	-0.0216736	-0.0211706
-2.4410012	0.0317988	-0.0054411	-0.2044264	-0.1949151	-0.1771201	1.6110900	-0.0173213	-0.0158160	-0.0375289
-2.3410125	0.0338912	-0.0062498	-0.1991127	-0.1922453	-0.1858284	1.6106718	-0.0061880	-0.0125296	-0.0455466
-2.2410061	0.0356183	-0.0058481	-0.2006583	-0.1906972	-0.1871428	1.6111723	0.0002189	-0.0130722	-0.0468549
-2.1410250	0.0377980	-0.0048772	-0.2035952	-0.1895750	-0.1821165	1.6111540	0.0032851	-0.0162291	-0.0387197
-2.0410092	0.0403449	-0.0038419	-0.2042147	-0.1910812	-0.1699066	1.6095097	0.0059121	-0.0221234	-0.0224531
-1.9409818	0.0429576	-0.0026553	-0.2094963	-0.1914471	-0.1530309	1.6071081	0.0083417	-0.0257844	-0.0186492
-1.8410196	0.0458606	-0.0014195	-0.2076937	-0.1926413	-0.1335204	1.6043680	0.0142103	-0.0286506	-0.0182713
-1.7410056	0.0491596	0.0003361	-0.2062547	-0.1933105	-0.1146905	1.6020406	0.0187459	-0.0305026	-0.0221869
-1.6410355	0.0522172	0.0019569	-0.2054837	-0.1912517	-0.1020993	1.6003573	0.0167494	-0.0321118	-0.0229396
-1.5410161	0.0559636	0.0038355	-0.2078673	-0.1898870	-0.0981709	1.5985985	0.0125532	-0.0348051	-0.0205796
-1.4410478	0.0597448	0.0047059	-0.2052351	-0.1896385	-0.1018786	1.5968514	0.0091502	-0.0374880	-0.0124821
-1.3410621	0.0633649	0.0054187	-0.2032371	-0.1908504	-0.1115366	1.5958708	0.0092321	-0.0389467	-0.0112148
-1.2409848	0.0672900	0.0062193	-0.2004289	-0.1919710	-0.1249846	1.5960863	0.0105427	-0.0387124	-0.0174816
-1.1410322	0.0715544	0.0076905	-0.2031975	-0.1920455	-0.1408494	1.5972836	0.0105750	-0.0368624	-0.0296167
-1.0410396	0.0756971	0.0091325	-0.2038340	-0.1915429	-0.1572405	1.5981423	0.0103242	-0.0370968	-0.0326060
-0.9410383	0.0799094	0.0107008	-0.2062599	-0.1912777	-0.1712264	1.5980816	0.0123389	-0.0402321	-0.0292404
-0.8410040	0.0839279	0.0126394	-0.1991303	-0.1915249	-0.1795909	1.5969476	0.0170370	-0.0438059	-0.0172943
-0.7409559	0.0885638	0.0148594	-0.2003019	-0.1919283	-0.1794152	1.5947715	0.0221095	-0.0423613	-0.0184914
-0.6410534	0.0930553	0.0173338	-0.2059626	-0.1923619	-0.1698504	1.5922302	0.0260904	-0.0384005	-0.0275785
-0.5410404	0.0970339	0.0204314	-0.2043237	-0.1929276	-0.1545056	1.5901540	0.0271072	-0.0355064	-0.0288376
-0.4410345	0.1008815	0.0231824	-0.2027296	-0.1937997	-0.1381867	1.5887079	0.0225405	-0.0353233	-0.0275312
