%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1492805867367920794,294,1492805867367567062,robot_frame,1492805871000000000,robot_frame
1492805868368533723,295,1492805868368305921,robot_frame,1492805872000000000,robot_frame
1492805869368332193,296,1492805869368083953,robot_frame,1492805873000000000,robot_frame
1492805870368228607,297,1492805870367938041,robot_frame,1492805874000000000,robot_frame
1492805871372843486,298,1492805871372622013,robot_frame,1492805875000000000,robot_frame
1492805872369739847,299,1492805872369477987,robot_frame,1492805876000000000,robot_frame
1492805873369596054,300,1492805873369338035,robot_frame,1492805877000000000,robot_frame
1492805874370324201,301,1492805874370078086,robot_frame,1492805878000000000,robot_frame
1492805875370211014,302,1492805875369954109,robot_frame,1492805879000000000,robot_frame
1492805876382956888,303,1492805876382719039,robot_frame,1492805880000000000,robot_frame
1492805877380778001,304,1492805877380506992,robot_frame,1492805881000000000,robot_frame
1492805878380587977,305,1492805878380323886,robot_frame,1492805882000000000,robot_frame
1492805879381456785,306,1492805879381174087,robot_frame,1492805883000000000,robot_frame
1492805880383253119,307,1492805880382976055,robot_frame,1492805884000000000,robot_frame
1492805881382947459,308,1492805881382723093,robot_frame,1492805885000000000,robot_frame
1492805882381929199,309,1492805882381645917,robot_frame,1492805886000000000,robot_frame
1492805883382590479,310,1492805883382344007,robot_frame,1492805887000000000,robot_frame
1492805884382334959,311,1492805884382101058,robot_frame,1492805888000000000,robot_frame
1492805885382120048,312,1492805885381942033,robot_frame,1492805889000000000,robot_frame
1492805886381994393,313,1492805886381787061,robot_frame,1492805890000000000,robot_frame
1492805887381804850,314,1492805887381570100,robot_frame,1492805891000000000,robot_frame
1492805888378560898,315,1492805888378384113,robot_frame,1492805892000000000,robot_frame
1492805889382422573,316,1492805889382164001,robot_frame,1492805893000000000,robot_frame
1492805890382237948,317,1492805890382010936,robot_frame,1492805894000000000,robot_frame
1492805891381098109,318,1492805891380842924,robot_frame,1492805895000000000,robot_frame
1492805892380824738,319,1492805892380558013,robot_frame,1492805896000000000,robot_frame
1492805893383532588,320,1492805893383244991,robot_frame,1492805897000000000,robot_frame
1492805894381228744,321,1492805894380994081,robot_frame,1492805898000000000,robot_frame
1492805895381180168,322,1492805895380918979,robot_frame,1492805899000000000,robot_frame
1492805896380934089,323,1492805896380709886,robot_frame,1492805900000000000,robot_frame
1492805897382760286,324,1492805897382520914,robot_frame,1492805901000000000,robot_frame
1492805898383524635,325,1492805898383304119,robot_frame,1492805902000000000,robot_frame
1492805899379375432,326,1492805899379093885,robot_frame,1492805903000000000,robot_frame
1492805900381159225,327,1492805900380923986,robot_frame,1492805904000000000,robot_frame
1492805901380941445,328,1492805901380666017,robot_frame,1492805905000000000,robot_frame
