%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1492805867368062007,3446,1492805867367567062,robot_frame,0,1,33.4609653333,-117.706162,-33.0,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1492805868368542486,3447,1492805868368305921,robot_frame,0,1,33.460964,-117.7061615,-33.0,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1492805869368293149,3448,1492805869368083953,robot_frame,0,1,33.4609626667,-117.706161167,-33.0,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1492805870368108307,3449,1492805870367938041,robot_frame,0,1,33.4609605,-117.7061605,-32.8,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1492805871372835730,3450,1492805871372622013,robot_frame,0,1,33.4609596667,-117.706159833,-32.9,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1492805872369677617,3451,1492805872369477987,robot_frame,0,1,33.4609578333,-117.706159,-32.8,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1492805873369577958,3452,1492805873369338035,robot_frame,0,1,33.4609563333,-117.706157833,-32.7,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1492805874370265142,3453,1492805874370078086,robot_frame,0,1,33.4609543333,-117.706156,-32.6,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1492805875370189563,3454,1492805875369954109,robot_frame,0,1,33.4609523333,-117.706153,-32.4,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1492805876382951645,3455,1492805876382719039,robot_frame,0,1,33.4609501667,-117.706151,-32.5,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1492805877380678024,3456,1492805877380506992,robot_frame,0,1,33.4609475,-117.706148,-32.4,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
1492805878380532366,3457,1492805878380323886,robot_frame,0,1,33.4609445,-117.706145167,-32.4,2.3409,0.0,0.0,0.0,2.3409,0.0,0.0,0.0,9.3636,1
