# Time	x	y	z	roll	pitch	yaw	vx	vy	vz	
12.3379999	3.8113784	2.6493898	-0.0844946	-0.2246596	-0.2105005	1.3987975	0.3115536	-0.3639652	-0.1379871
12.4380462	3.8557941	2.6741277	-0.0832219	-0.2275740	-0.2171986	1.3988642	0.3106688	-0.3672847	-0.1448947
12.5380526	3.8984016	2.7021115	-0.0890017	-0.2275017	-0.2235646	1.4000413	0.3122531	-0.3651191	-0.1699823
12.6380436	3.9435351	2.7264726	-0.0867187	-0.2249866	-0.2269977	1.4019678	0.3152400	-0.3607962	-0.1897601
12.7379873	3.9881055	2.7529983	-0.0910814	-0.2229513	-0.2255358	1.4038008	0.3168546	-0.3559200	-0.1966804
12.8380518	4.0330539	2.7794044	-0.0922707	-0.2237103	-0.2199509	1.4039755	0.3096837	-0.3562811	-0.1786267
12.9380378	4.0741235	2.8035482	-0.0962934	-0.2267481	-0.2170146	1.4020192	0.2950283	-0.3593567	-0.1536575
13.0380582	4.1270616	2.8261087	-0.0858474	-0.2288483	-0.2199208	1.3982628	0.2856562	-0.3666158	-0.1270752
13.1380147	4.1614823	2.8473262	-0.0917512	-0.2294185	-0.2263864	1.3958436	0.2870969	-0.3661133	-0.1376095
13.2380014	4.2069302	2.8694604	-0.0834066	-0.2270547	-0.2342017	1.3940771	0.2939307	-0.3643686	-0.1462238
13.3380357	4.2539378	2.8929583	-0.0878882	-0.2238627	-0.2359459	1.3929416	0.2955712	-0.3584258	-0.1631410
13.4379855	4.2925940	2.9129534	-0.0900722	-0.2216537	-0.2331921	1.3918381	0.2946042	-0.3551668	-0.1599553
13.5379983	4.3344588	2.9378053	-0.0855679	-0.2214512	-0.2319482	1.3907169	0.3027073	-0.3568238	-0.1426051
13.6380006	4.3815113	2.9615605	-0.0899298	-0.2237421	-0.2331200	1.3896685	0.3142792	-0.3608003	-0.1262083
13.7379999	4.4201407	2.9809917	-0.0942363	-0.2278877	-0.2354559	1.3891950	0.3236390	-0.3650193	-0.1147251
13.8381875	4.4650561	3.0078825	-0.0864760	-0.2318087	-0.2381308	1.3888312	0.3328849	-0.3618310	-0.1115069
13.9380227	4.5025166	3.0278420	-0.0929902	-0.2343130	-0.2379192	1.3879584	0.3306323	-0.3500726	-0.1310673
14.0380339	4.5466303	3.0551083	-0.0866427	-0.2350584	-0.2337347	1.3868296	0.3310795	-0.3395948	-0.1544565
14.1380349	4.5900866	3.0826418	-0.0865805	-0.2347548	-0.2293825	1.3858627	0.3318135	-0.3321938	-0.1827603
14.2380083	4.6334622	3.1097641	-0.0878882	-0.2343046	-0.2283349	1.3853095	0.3280028	-0.3287892	-0.1954631
14.3380260	4.6739993	3.1362494	-0.0939004	-0.2343968	-0.2292142	1.3847581	0.3161891	-0.3346780	-0.1981659
14.4379853	4.7212611	3.1610195	-0.0905002	-0.2348274	-0.2343228	1.3839581	0.3098547	-0.3506787	-0.1906130
