%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1492809889443207630,673,1492809889443008899,robot_frame,1492809893000000000,robot_frame
1492809890427029223,674,1492809890426804065,robot_frame,1492809894000000000,robot_frame
1492809891429900171,675,1492809891429681062,robot_frame,1492809895000000000,robot_frame
1492809892430698866,676,1492809892430424928,robot_frame,1492809896000000000,robot_frame
1492809893431517610,677,1492809893431262016,robot_frame,1492809897000000000,robot_frame
1492809894430550425,678,1492809894430157899,robot_frame,1492809898000000000,robot_frame
1492809895430209605,679,1492809895429984092,robot_frame,1492809899000000000,robot_frame
1492809896433031456,680,1492809896432773113,robot_frame,1492809900000000000,robot_frame
1492809897433853855,681,1492809897433557033,robot_frame,1492809901000000000,robot_frame
1492809898430636407,682,1492809898430399894,robot_frame,1492809902000000000,robot_frame
1492809899430389586,683,1492809899430143117,robot_frame,1492809903000000000,robot_frame
1492809900430271350,684,1492809900429970979,robot_frame,1492809904000000000,robot_frame
1492809901426975285,685,1492809901426772117,robot_frame,1492809905000000000,robot_frame
1492809902431690657,686,1492809902431494951,robot_frame,1492809906000000000,robot_frame
1492809903432527172,687,1492809903432272911,robot_frame,1492809907000000000,robot_frame
1492809904432486698,688,1492809904432149887,robot_frame,1492809908000000000,robot_frame
1492809905430096195,689,1492809905429882049,robot_frame,1492809909000000000,robot_frame
1492809906427918322,690,1492809906427700042,robot_frame,1492809910000000000,robot_frame
1492809907441866853,691,1492809907441462993,robot_frame,1492809911000000000,robot_frame
1492809908427530494,692,1492809908427232027,robot_frame,1492809912000000000,robot_frame
1492809909428291163,693,1492809909428024053,robot_frame,1492809913000000000,robot_frame
1492809910429121231,694,1492809910428858041,robot_frame,1492809914000000000,robot_frame
1492809911442009386,695,1492809911441704988,robot_frame,1492809915000000000,robot_frame
1492809912438693885,696,1492809912438469886,robot_frame,1492809916000000000,robot_frame
1492809913441399342,697,1492809913441195964,robot_frame,1492809917000000000,robot_frame
1492809914443366077,698,1492809914443043947,robot_frame,1492809918000000000,robot_frame
1492809915442198859,699,1492809915441890001,robot_frame,1492809919000000000,robot_frame
1492809916440936247,700,1492809916440684080,robot_frame,1492809920000000000,robot_frame
1492809917440757376,701,1492809917440563917,robot_frame,1492809921000000000,robot_frame
1492809918441585728,702,1492809918441364049,robot_frame,1492809922000000000,robot_frame
1492809919437502095,703,1492809919437215089,robot_frame,1492809923000000000,robot_frame
1492809920441466987,704,1492809920441112041,robot_frame,1492809924000000000,robot_frame
1492809921444196439,705,1492809921443913936,robot_frame,1492809925000000000,robot_frame
1492809922443066510,706,1492809922442804098,robot_frame,1492809926000000000,robot_frame
1492809923441903377,707,1492809923441603899,robot_frame,1492809927000000000,robot_frame
1492809924441674934,708,1492809924441432952,robot_frame,1492809928000000000,robot_frame
1492809925441472123,709,1492809925441250085,robot_frame,1492809929000000000,robot_frame
1492809926441332621,710,1492809926441135883,robot_frame,1492809930000000000,robot_frame
1492809927442213547,711,1492809927441987037,robot_frame,1492809931000000000,robot_frame
1492809928441095968,712,1492809928440821886,robot_frame,1492809932000000000,robot_frame
1492809929446040887,713,1492809929445710897,robot_frame,1492809933000000000,robot_frame
1492809930439753862,714,1492809930439472913,robot_frame,1492809934000000000,robot_frame
1492809931443679319,715,1492809931443238019,robot_frame,1492809935000000000,robot_frame
1492809932442321446,716,1492809932442043066,robot_frame,1492809936000000000,robot_frame
1492809933441113640,717,1492809933440814018,robot_frame,1492809937000000000,robot_frame
1492809934440823487,718,1492809934440598011,robot_frame,1492809938000000000,robot_frame
1492809935440687603,719,1492809935440448045,robot_frame,1492809939000000000,robot_frame
1492809936441553621,720,1492809936441225051,robot_frame,1492809940000000000,robot_frame
1492809937441370671,721,1492809937441108942,robot_frame,1492809941000000000,robot_frame
1492809938441139967,722,1492809938440888881,robot_frame,1492809942000000000,robot_frame
1492809939430030633,723,1492809939429778099,robot_frame,1492809943000000000,robot_frame
1492809940430708985,724,1492809940430512905,robot_frame,1492809944000000000,robot_frame
1492809941426669657,725,1492809941426444053,robot_frame,1492809945000000000,robot_frame
1492809942429579212,726,1492809942429207086,robot_frame,1492809946000000000,robot_frame
1492809943428311197,727,1492809943427953004,robot_frame,1492809947000000000,robot_frame
1492809944428084981,728,1492809944427726984,robot_frame,1492809948000000000,robot_frame
1492809945427817279,729,1492809945427540063,robot_frame,1492809949000000000,robot_frame
1492809946428583525,730,1492809946428308010,robot_frame,1492809950000000000,robot_frame
1492809947428391499,731,1492809947428159952,robot_frame,1492809951000000000,robot_frame
1492809948425470474,732,1492809948425098896,robot_frame,1492809952000000000,robot_frame
1492809949430068980,733,1492809949429811000,robot_frame,1492809953000000000,robot_frame
