%time,field.P_vel,field.I_vel,field.D_vel,field.P_pitch,field.I_pitch,field.D_pitch,field.P_yaw,field.I_yaw,field.D_yaw
1492809889355602610,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809889455758189,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809889555597588,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809889655674836,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809889755638441,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809889855733608,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809889955590080,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809890055664467,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809890155698698,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809890255817793,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809890355776951,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809890455643194,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809890555597674,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809890655656295,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809890755633779,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809890855577436,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809890955570394,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809891055821021,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809891155721259,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809891255743960,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809891355682863,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809891455622624,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809891555817192,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809891655685267,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809891755705616,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809891855781470,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809891955732918,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809892055655440,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809892155599533,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809892255717763,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809892355840613,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809892455786758,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809892555662329,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809892655548176,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809892755576753,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809892855582991,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809892955805544,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809893055716806,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809893155726170,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809893255664494,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809893355714026,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809893455793185,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809893555823874,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809893655650031,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809893755571406,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809893855671601,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809893955699221,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809894055678976,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809894155584040,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809894255600372,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809894355712403,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809894455662438,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809894555590293,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809894655581787,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809894755718476,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809894855559316,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809894955658097,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809895055638077,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809895155668072,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809895255710178,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809895355591525,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809895455655499,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809895555876714,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809895655745343,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809895755665283,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809895855630364,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809895955808267,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809896055719838,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809896155586267,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809896255656091,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809896355563401,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809896455660673,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809896555600048,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809896655638650,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809896755618115,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809896855749047,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809896955731296,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809897055745092,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809897155792176,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809897255717368,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809897355793256,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809897455873052,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809897555727398,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809897655663671,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809897755814362,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809897855770533,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809897955639376,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809898055653048,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809898155662033,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809898255738173,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809898355582856,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809898455602587,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809898555586249,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809898655644198,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809898755640210,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809898855747593,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809898955695621,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809899055682113,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809899155805404,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809899255640512,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809899355636021,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809899455690562,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492809899555654469,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
