# Time	x	y	z	roll	pitch	yaw	vx	vy	vz	
-4.4523407	0.0000000	0.0000000	-0.3940106	-0.1926151	-0.2567005	1.3251917	0.0000000	0.0000000	-0.0000000
-4.3525187	0.0001130	0.0005273	-0.3909502	-0.1935101	-0.2419311	1.3280682	0.0090653	0.0005550	-0.0030175
-4.2524777	0.0004686	0.0013362	-0.3847870	-0.1917650	-0.2352320	1.3309433	0.0104471	-0.0034361	-0.0003446
-4.1523203	0.0011123	0.0017722	-0.3897072	-0.1916401	-0.2380396	1.3337615	0.0024438	-0.0075290	0.0038735
-4.0524552	0.0017543	0.0012228	-0.3909502	-0.1903178	-0.2504880	1.3355175	-0.0075910	-0.0087880	0.0064505
-3.9524559	0.0021971	0.0001880	-0.3857769	-0.1916895	-0.2683585	1.3361804	-0.0090313	-0.0085098	0.0043284
-3.8522156	0.0028161	-0.0005639	-0.3941675	-0.1911203	-0.2877010	1.3370246	-0.0037789	-0.0060595	-0.0047217
-3.7521789	0.0035022	-0.0003874	-0.3940106	-0.1892129	-0.3035784	1.3386044	0.0068780	-0.0038652	-0.0088550
-3.6524460	0.0042800	0.0007651	-0.3930119	-0.1889829	-0.3120473	1.3409138	0.0178577	-0.0040994	-0.0069047
-3.5522368	0.0053601	0.0026683	-0.3969662	-0.1888968	-0.3125229	1.3440503	0.0217911	-0.0048213	-0.0045617
-3.4524326	0.0061157	0.0041820	-0.3878882	-0.1901488	-0.3069042	1.3472453	0.0175236	-0.0055559	0.0020531
-3.3522877	0.0068024	0.0049756	-0.3898948	-0.1914649	-0.2988021	1.3494591	0.0020059	-0.0036873	-0.0010278
-3.2525130	0.0069527	0.0042795	-0.3902520	-0.1924596	-0.2909623	1.3501180	-0.0166936	-0.0014175	-0.0040975
-3.1524682	0.0065337	0.0022860	-0.3868678	-0.1922390	-0.2839044	1.3488873	-0.0283783	0.0001184	-0.0042061
-3.0523684	0.0060212	-0.0002304	-0.3883158	-0.1908730	-0.2767172	1.3465902	-0.0282883	0.0012266	-0.0087404
-2.9524951	0.0057075	-0.0021495	-0.3898568	-0.1891022	-0.2688831	1.3445225	-0.0178325	0.0004004	-0.0136393
-2.8524951	0.0058317	-0.0027967	-0.3920045	-0.1877551	-0.2614053	1.3438947	-0.0038482	-0.0001699	-0.0172820
-2.7523523	0.0063023	-0.0022404	-0.3944675	-0.1871748	-0.2572468	1.3450018	0.0068491	0.0006657	-0.0175139
-2.6525046	0.0065088	-0.0013814	-0.3915297	-0.1872151	-0.2596785	1.3477822	0.0095994	0.0016614	-0.0120944
-2.5522947	0.0063315	-0.0008210	-0.3848469	-0.1871511	-0.2694799	1.3513938	0.0077914	0.0020214	-0.0068993
-2.4525038	0.0068020	0.0002731	-0.3914621	-0.1862267	-0.2837923	1.3548034	0.0016572	0.0034445	-0.0183508
-2.3524495	0.0068987	0.0008266	-0.3902842	-0.1841977	-0.2967682	1.3572602	0.0000066	0.0023220	-0.0274437
-2.2525074	0.0074030	0.0017068	-0.3903332	-0.1817589	-0.3032424	1.3585020	0.0036991	-0.0001615	-0.0346511
-2.1524785	0.0080906	0.0029011	-0.3867487	-0.1804454	-0.3016180	1.3590572	0.0108775	-0.0041468	-0.0311609
-2.0524923	0.0095894	0.0046360	-0.3869735	-0.1813896	-0.2939006	1.3593075	0.0168094	-0.0100775	-0.0234825
-1.9522721	0.0118748	0.0066050	-0.3910596	-0.1848031	-0.2843235	1.3599874	0.0193860	-0.0161018	-0.0156946
-1.8522627	0.0142042	0.0081408	-0.3929811	-0.1897974	-0.2775486	1.3612057	0.0166918	-0.0192732	-0.0063179
-1.7525284	0.0163494	0.0086005	-0.3889086	-0.1948847	-0.2768627	1.3626281	0.0081599	-0.0203999	0.0076883
-1.6524582	0.0179059	0.0083151	-0.3886893	-0.1989315	-0.2808770	1.3637565	-0.0024713	-0.0171539	0.0098144
-1.5524623	0.0190689	0.0075471	-0.3918709	-0.2006372	-0.2882026	1.3644054	-0.0108999	-0.0094069	0.0018728
-1.4524826	0.0190296	0.0058595	-0.3868678	-0.1994217	-0.2948647	1.3646012	-0.0145072	0.0006996	-0.0057811
-1.3524897	0.0189582	0.0054211	-0.3945462	-0.1970102	-0.2987411	1.3643838	-0.0129866	0.0097040	-0.0231308
-1.2524723	0.0176943	0.0049288	-0.3881951	-0.1931153	-0.2994335	1.3641147	-0.0074028	0.0143535	-0.0268985
-1.1524710	0.0167024	0.0054519	-0.3889086	-0.1892919	-0.2975796	1.3640047	-0.0033053	0.0167824	-0.0347551
-1.0524580	0.0157084	0.0063697	-0.3887995	-0.1858210	-0.2948511	1.3641492	-0.0008067	0.0167676	-0.0409752
-0.9524941	0.0150214	0.0075645	-0.3900413	-0.1832111	-0.2919071	1.3645550	-0.0002501	0.0130115	-0.0441961
-0.8524726	0.0145590	0.0083937	-0.3889086	-0.1815803	-0.2899544	1.3649420	-0.0002114	0.0067628	-0.0388411
-0.7524977	0.0151603	0.0093702	-0.3937328	-0.1809092	-0.2893020	1.3652529	-0.0006456	0.0002469	-0.0293768
-0.6524698	0.0156287	0.0098120	-0.3917292	-0.1812445	-0.2886647	1.3655935	0.0062371	-0.0061433	-0.0149821
-0.5523139	0.0167505	0.0107033	-0.3909495	-0.1826733	-0.2869369	1.3662259	0.0151922	-0.0119417	-0.0057315
-0.4524549	0.0187202	0.0123611	-0.3928553	-0.1849014	-0.2854113	1.3673666	0.0205469	-0.0145455	-0.0031291
-0.3525018	0.0209063	0.0142584	-0.3959332	-0.1873940	-0.2860322	1.3688141	0.0183987	-0.0137399	-0.0065150
-0.2523825	0.0221571	0.0151993	-0.3919755	-0.1894874	-0.2889004	1.3702339	0.0132499	-0.0108538	-0.0081021
-0.1524913	0.0234600	0.0162615	-0.3921836	-0.1909030	-0.2918353	1.3713363	0.0089579	-0.0069992	-0.0122789
-0.0524567	0.0240955	0.0169977	-0.3883252	-0.1915615	-0.2924820	1.3719999	0.0097770	-0.0030152	-0.0130569
0.0475346	0.0248784	0.0183836	-0.3910335	-0.1917201	-0.2901047	1.3721452	0.0109639	0.0005356	-0.0187196
0.1475343	0.0254582	0.0189100	-0.3957358	-0.1918407	-0.2848142	1.3725555	-0.0140693	0.0007636	-0.0194178
0.2475384	0.0236712	0.0150614	-0.3869158	-0.1910548	-0.2770534	1.3681341	-0.0561033	0.0103175	-0.0018128
