# Time	Velocity	Pitch	Yaw
-4.6778806	0.0000000	0.0000000	0.0000000
-4.5777746	0.0000000	0.0000000	0.0000000
-4.4777907	0.0000000	0.0000000	0.0000000
-4.3778749	0.0000000	0.0000000	0.0000000
-4.2779282	0.0000000	0.0000000	0.0000000
-4.1779261	0.0000000	0.0000000	0.0000000
-4.0779016	0.0000000	0.0000000	0.0000000
-3.9778678	0.0000000	0.0000000	0.0000000
-3.8779218	0.0000000	0.0000000	0.0000000
-3.7778028	0.0000000	0.0000000	0.0000000
-3.6776540	0.0000000	0.0000000	0.0000000
-3.5778519	0.0000000	0.0000000	0.0000000
-3.4778668	0.0000000	0.0000000	0.0000000
-3.3779156	0.0000000	0.0000000	0.0000000
-3.2779535	0.0000000	0.0000000	0.0000000
-3.1776737	0.0000000	0.0000000	0.0000000
-3.0776745	0.0000000	0.0000000	0.0000000
-2.9778621	0.0000000	0.0000000	0.0000000
-2.8777999	0.0000000	0.0000000	0.0000000
-2.7778529	0.0000000	0.0000000	0.0000000
-2.6779123	0.0000000	0.0000000	0.0000000
-2.5778685	0.0000000	0.0000000	0.0000000
-2.4778911	0.0000000	0.0000000	0.0000000
-2.3778447	0.0000000	0.0000000	0.0000000
-2.2779082	0.0000000	0.0000000	0.0000000
-2.1775014	0.0000000	0.0000000	0.0000000
-2.0778015	0.0000000	0.0000000	0.0000000
-1.9776515	0.0000000	0.0000000	0.0000000
-1.8778470	0.0000000	0.0000000	0.0000000
-1.7778145	0.0000000	0.0000000	0.0000000
-1.6777044	0.0000000	0.0000000	0.0000000
-1.5777917	0.0000000	0.0000000	0.0000000
-1.4779195	0.0000000	0.0000000	0.0000000
-1.3778760	0.0000000	0.0000000	0.0000000
-1.2778440	0.0000000	0.0000000	0.0000000
-1.1779259	0.0000000	0.0000000	0.0000000
-1.0778033	0.0000000	0.0000000	0.0000000
-0.9778468	0.0000000	0.0000000	0.0000000
-0.8778399	0.0000000	0.0000000	0.0000000
-0.7778819	0.0000000	0.0000000	0.0000000
-0.6779100	0.0000000	0.0000000	0.0000000
-0.5779564	0.0000000	0.0000000	0.0000000
-0.4779656	0.0000000	0.0000000	0.0000000
-0.3779612	0.0000000	0.0000000	0.0000000
-0.2776233	0.0000000	0.0000000	0.0000000
-0.1778099	0.0000000	0.0000000	0.0000000
-0.0777856	0.0044178	0.0000000	0.0000000
0.0221588	0.0116295	0.0000000	0.0000000
0.1225085	0.0188491	0.0000000	0.0000000
0.2222436	0.0260734	0.0000000	0.0000000
0.3221921	0.0333025	0.0000000	0.0000000
0.4222774	0.0405337	0.0000000	0.0000000
0.5221978	0.0477692	0.0000000	0.0000000
0.6221773	0.0549930	0.0000000	0.0000000
0.7221944	0.0622101	0.0000000	0.0000000
0.8222697	0.0694223	0.0000000	0.0000000
0.9221985	0.0766142	0.0000000	0.0000000
1.0221652	0.0837811	0.0000000	0.0000000
1.1222605	0.0909359	0.0000000	0.0000000
1.2222456	0.0980658	0.0000000	0.0000000
1.3222144	0.1051559	0.0000000	0.0000000
1.4221965	0.1122187	0.0000000	0.0000000
1.5222336	0.1192477	0.0000000	0.0000000
1.6221937	0.1262387	0.0000000	0.0000000
1.7222108	0.1331844	0.0000000	0.0000000
1.8225106	0.1400960	0.0000000	0.0000000
1.9222523	0.1469380	0.0000000	0.0000000
2.0221783	0.1537345	0.0000000	0.0000000
2.1222515	0.1604755	0.0000000	0.0000000
2.2221975	0.1671502	0.0000000	0.0000000
2.3222561	0.1737730	0.0000000	0.0000000
2.4222008	0.1803191	0.0000000	0.0000000
2.5222595	0.1868018	0.0000000	0.0000000
2.6222200	0.1931999	0.0000000	0.0000000
2.7221939	0.1995334	0.0000000	0.0000000
2.8223101	0.2057832	0.0000000	0.0000000
2.9222459	0.2119457	0.0000000	0.0000000
3.0224049	0.2180227	0.0000000	0.0000000
3.1221317	0.2239995	0.0000000	0.0000000
3.2222203	0.2298971	0.0000000	0.0000000
3.3222766	0.2356894	0.0000000	0.0000000
3.4221302	0.2413753	0.0000000	0.0000000
3.5221975	0.2469633	0.0000000	0.0000000
3.6222088	0.2524406	0.0000000	0.0000000
3.7221883	0.2578080	0.0000000	0.0000000
3.8222254	0.2630584	0.0000000	0.0000000
3.9221399	0.2681912	0.0000000	0.0000000
4.0224701	0.2732083	0.0000000	0.0000000
4.1222925	0.2780919	0.0000000	0.0000000
4.2222231	0.2828477	0.0000000	0.0000000
4.3221852	0.2874668	0.0000000	0.0000000
4.4222236	0.2919565	0.0000000	0.0000000
4.5222031	0.2963066	0.0000000	0.0000000
4.6222021	0.3005142	0.0000000	0.0000000
4.7224320	0.3045731	0.0000000	0.0000000
4.8222077	0.3084870	0.0000000	0.0000000
4.9224154	0.3122451	0.0000000	0.0000000
5.0223155	0.3158447	0.0000000	0.0000000
5.1222075	0.3192838	0.0000000	0.0000000
5.2222075	0.3225630	0.0000000	0.0000000
5.3220897	0.3256705	0.0000000	0.0000000
5.4222339	0.3286131	0.0000000	0.0000000
5.5221381	0.3313795	0.0000000	0.0000000
5.6221852	0.3339702	0.0000000	0.0000000
5.7221489	0.3363791	0.0000000	0.0000000
5.8222157	0.3386070	0.0000000	0.0000000
5.9222093	0.3406436	0.0000000	0.0000000
6.0222487	0.3424914	0.0000000	0.0000000
6.1221760	0.3441428	0.0000000	0.0000000
6.2222397	0.3455996	0.0000000	0.0000000
6.3222444	0.3468530	0.0000000	0.0000000
6.4222262	0.3479024	0.0000000	0.0000000
6.5222298	0.3487431	0.0000000	0.0000000
6.6221553	0.3493727	0.0000000	0.0000000
6.7222556	0.3497874	0.0000000	0.0000000
6.8222303	0.3499835	0.0000000	0.0000000
6.9221937	0.3500000	0.0000000	0.0000000
7.0222984	0.3500000	0.0000000	0.0000000
7.1222313	0.3500000	0.0000000	0.0000000
7.2221668	0.3500000	0.0000000	0.0000000
7.3223109	0.3500000	0.0000000	0.0000000
7.4222577	0.3500000	0.0000000	0.0000000
7.5224084	0.3500000	0.0000000	0.0000000
7.6221673	0.3500000	0.0000000	0.0000000
7.7221796	0.3500000	0.0000000	0.0000000
7.8223936	0.3500000	0.0000000	0.0000000
7.9222871	0.3500000	0.0000000	0.0000000
8.0222031	0.3500000	0.0000000	0.0000000
8.1222723	0.3500000	0.0000000	0.0000000
8.2222574	0.3500000	0.0000000	0.0000000
8.3222190	0.3500000	0.0000000	0.0000000
8.4222049	0.3500000	0.0000000	0.0000000
8.5223071	0.3500000	0.0000000	0.0000000
8.6221932	0.3500000	0.0000000	0.0000000
8.7221722	0.3500000	0.0000000	0.0000000
8.8222162	0.3500000	0.0000000	0.0000000
8.9223153	0.3500000	0.0000000	0.0000000
9.0224986	0.3500000	0.0000000	0.0000000
9.1222720	0.3500000	0.0000000	0.0000000
9.2222013	0.3500000	0.0000000	0.0000000
9.3222164	0.3500000	0.0000000	0.0000000
9.4222275	0.3500000	0.0000000	0.0000000
9.5224637	0.3500000	0.0000000	0.0000000
9.6221760	0.3500000	0.0000000	0.0000000
9.7221530	0.3500000	0.0000000	0.0000000
9.8223565	0.3500000	0.0000000	0.0000000
9.9225011	0.3500000	0.0001131	0.0000000
10.0222359	0.3500000	0.0007658	0.0000000
10.1223813	0.3500000	0.0019807	0.0000000
10.2222013	0.3500000	0.0037315	0.0000000
10.3222139	0.3500000	0.0059964	0.0000000
10.4223265	0.3500000	0.0087511	0.0000000
10.5224497	0.3500000	0.0119731	0.0000000
10.6222287	0.3500000	0.0156310	0.0000000
10.7224026	0.3500000	0.0197116	0.0000000
10.8221809	0.3500000	0.0241772	0.0000000
10.9222198	0.3500000	0.0290178	0.0000000
11.0222136	0.3500000	0.0342080	0.0000000
11.1222781	0.3500000	0.0397141	0.0000000
11.2221926	0.3500000	0.0455131	0.0000000
11.3222592	0.3500000	0.0515965	0.0000000
11.4222764	0.3500000	0.0579152	0.0000000
11.5221471	0.3500000	0.0644664	0.0000000
11.6222095	0.3500000	0.0712173	0.0000000
11.7222093	0.3500000	0.0781532	0.0000000
11.8221898	0.3500000	0.0852340	0.0000000
11.9222984	0.3500000	0.0924493	0.0000000
12.0223014	0.3500000	0.0997743	0.0000000
12.1222536	0.3500000	0.1071652	0.0000000
12.2222702	0.3500000	0.1146225	0.0000000
12.3221704	0.3500000	0.1221078	0.0000000
12.4221691	0.3500000	0.1296104	0.0000000
12.5223980	0.3500000	0.1370995	0.0000000
12.6222244	0.3500000	0.1445387	0.0000000
12.7222513	0.3500000	0.1519229	0.0000000
12.8222853	0.3500000	0.1592174	0.0000000
12.9222441	0.3500000	0.1664045	0.0000000
13.0224456	0.3500000	0.1734632	0.0000000
13.1224023	0.3500000	0.1803522	0.0000000
13.2222316	0.3500000	0.1870532	0.0000000
13.3222541	0.3500000	0.1935544	0.0000000
13.4223644	0.3500000	0.1998402	0.0000000
13.5222953	0.3500000	0.2058506	0.0000000
13.6222321	0.3500000	0.2115820	0.0000000
13.7222323	0.3500000	0.2170160	0.0000000
13.8222141	0.3500000	0.2221246	0.0000000
13.9221704	0.3500000	0.2268824	0.0000000
14.0222077	0.3500000	0.2312664	0.0000000
14.1222244	0.3500000	0.2352473	0.0000000
14.2222554	0.3500000	0.2388118	0.0000000
14.3222671	0.3500000	0.2419263	0.0000000
14.4222743	0.3500000	0.2445692	0.0000000
14.5221747	0.3500000	0.2467183	0.0000000
14.6222008	0.3500000	0.2483478	0.0000000
14.7222111	0.3500000	0.2494353	0.0000000
14.8222049	0.3500000	0.2499558	0.0000000
14.9221814	0.3500000	0.2500000	0.0000000
15.0222085	0.3500000	0.2500000	0.0000000
15.1223562	0.3500000	0.2500000	0.0000000
15.2222845	0.3500000	0.2500000	0.0000000
15.3222528	0.3500000	0.2500000	0.0000000
15.4221967	0.3500000	0.2500000	0.0000000
15.5222077	0.3500000	0.2500000	0.0000000
15.6222029	0.3500000	0.2500000	0.0000000
15.7223314	0.3500000	0.2500000	0.0000000
15.8221983	0.3500000	0.2500000	0.0000000
15.9225203	0.0000000	0.0000000	0.0000000
