# Time	x	y	z	roll	pitch	yaw	vx	vy	vz	
-4.3173678	-0.0000003	0.0000001	-0.3440100	-0.1982625	-0.0607088	1.0052326	-0.0000593	0.0001872	-0.0000895
-4.2174758	-0.0001915	0.0001111	-0.3441397	-0.1981186	-0.0513054	1.0057869	0.0002688	0.0048544	-0.0043613
-4.1174228	-0.0004914	0.0006449	-0.3425571	-0.1973945	-0.0476414	1.0072088	0.0045765	0.0088636	-0.0106476
-4.0174656	-0.0007695	0.0016550	-0.3441214	-0.1959778	-0.0516259	1.0096631	0.0087999	0.0125953	-0.0146807
-3.9174666	-0.0011092	0.0031452	-0.3455321	-0.1942685	-0.0623822	1.0128827	0.0108828	0.0142334	-0.0123738
-3.8174861	-0.0016600	0.0046289	-0.3445042	-0.1928594	-0.0775689	1.0161460	0.0073549	0.0138508	-0.0036568
-3.7175096	-0.0026246	0.0055456	-0.3409169	-0.1922065	-0.0944263	1.0186309	-0.0010934	0.0126579	0.0063246
-3.6174633	-0.0041612	0.0055134	-0.3427371	-0.1920344	-0.1103953	1.0197384	-0.0140759	0.0106547	0.0112675
-3.5175104	-0.0062129	0.0044361	-0.3405798	-0.1919091	-0.1220206	1.0194985	-0.0241685	0.0088967	0.0093961
-3.4174948	-0.0084790	0.0027974	-0.3389310	-0.1917121	-0.1262735	1.0186657	-0.0267453	0.0092597	0.0032712
-3.3174961	-0.0105182	0.0013662	-0.3391066	-0.1918318	-0.1218469	1.0181644	-0.0214265	0.0107956	-0.0010399
-3.2174958	-0.0122593	0.0004756	-0.3424515	-0.1928231	-0.1094201	1.0185834	-0.0130673	0.0115252	-0.0037207
-3.1175114	-0.0138222	0.0003022	-0.3369215	-0.1946854	-0.0925637	1.0197372	-0.0055837	0.0112062	0.0001002
-3.0174874	-0.0148145	0.0005007	-0.3442401	-0.1970195	-0.0751519	1.0207474	-0.0043138	0.0129026	-0.0023662
-2.9175012	-0.0164384	0.0006946	-0.3429902	-0.1996258	-0.0606079	1.0207513	-0.0078310	0.0150895	0.0015129
-2.8174902	-0.0180705	0.0006852	-0.3461277	-0.1999723	-0.0528421	1.0199322	-0.0123961	0.0159129	0.0003739
-2.7174733	-0.0202494	0.0004223	-0.3430631	-0.1994108	-0.0530707	1.0190436	-0.0139596	0.0174628	0.0023456
-2.6174871	-0.0226089	0.0003151	-0.3450318	-0.1975266	-0.0613354	1.0190023	-0.0134131	0.0217115	-0.0000292
-2.5174976	-0.0250420	0.0005563	-0.3492995	-0.1959102	-0.0758625	1.0201343	-0.0110943	0.0264454	-0.0015595
-2.4174950	-0.0281387	0.0011919	-0.3450834	-0.1947505	-0.0936078	1.0220714	-0.0095056	0.0309086	0.0068284
-2.3175171	-0.0317259	0.0020831	-0.3440098	-0.1946731	-0.1095433	1.0237840	-0.0107993	0.0353701	0.0121069
-2.2172972	-0.0356958	0.0027982	-0.3460195	-0.1955010	-0.1193534	1.0242151	-0.0169698	0.0384805	0.0105179
-2.1174804	-0.0402929	0.0032026	-0.3441283	-0.1965006	-0.1201544	1.0229602	-0.0238606	0.0393438	0.0064758
-2.0174886	-0.0451254	0.0034277	-0.3368882	-0.1973419	-0.1111937	1.0203339	-0.0281339	0.0398149	0.0030319
-1.9174605	-0.0499930	0.0032601	-0.3372778	-0.1976191	-0.0967599	1.0175604	-0.0271093	0.0410774	-0.0045786
-1.8172685	-0.0545514	0.0032072	-0.3400019	-0.1970997	-0.0821200	1.0156010	-0.0242308	0.0403142	-0.0109932
-1.7174679	-0.0587758	0.0032210	-0.3410579	-0.1958378	-0.0715004	1.0145828	-0.0238789	0.0392738	-0.0144998
-1.6172838	-0.0632076	0.0030904	-0.3427239	-0.1942663	-0.0666734	1.0142079	-0.0267332	0.0397295	-0.0144459
-1.5174797	-0.0680465	0.0028140	-0.3433060	-0.1926538	-0.0673417	1.0141694	-0.0292380	0.0427080	-0.0124665
-1.4174807	-0.0728736	0.0026795	-0.3441873	-0.1914167	-0.0706769	1.0143117	-0.0278341	0.0456927	-0.0111625
-1.3174833	-0.0782732	0.0029997	-0.3415520	-0.1907043	-0.0731084	1.0144461	-0.0207938	0.0467360	-0.0072977
-1.2174781	-0.0826799	0.0041198	-0.3461577	-0.1909109	-0.0729995	1.0144662	-0.0114079	0.0472839	-0.0075894
-1.1174582	-0.0869963	0.0057582	-0.3441231	-0.1920283	-0.0710600	1.0140657	-0.0049171	0.0450936	-0.0014928
-1.0174866	-0.0913908	0.0076970	-0.3400212	-0.1936462	-0.0695662	1.0128550	-0.0045245	0.0425842	0.0071494
-0.9174925	-0.0949597	0.0094246	-0.3453067	-0.1953916	-0.0709632	1.0107637	-0.0089285	0.0411099	0.0048307
-0.8173018	-0.0992298	0.0106323	-0.3399680	-0.1967418	-0.0765698	1.0083681	-0.0122847	0.0393929	0.0055022
-0.7174902	-0.1031010	0.0118615	-0.3423297	-0.1974195	-0.0843604	1.0065152	-0.0101869	0.0406012	-0.0014650
-0.6174953	-0.1071840	0.0136005	-0.3396528	-0.1974181	-0.0923481	1.0057956	-0.0045615	0.0434881	-0.0040252
-0.5174492	-0.1112274	0.0160423	-0.3340756	-0.1968845	-0.0977293	1.0060379	0.0002998	0.0451999	-0.0051616
-0.4175265	-0.1144742	0.0180523	-0.3408661	-0.1961817	-0.0985087	1.0064471	-0.0019967	0.0460146	-0.0142596
-0.3174973	-0.1184466	0.0201757	-0.3419698	-0.1955423	-0.0960157	1.0060676	-0.0093087	0.0455347	-0.0164806
-0.2172869	-0.1224683	0.0214848	-0.3425943	-0.1948048	-0.0918939	1.0047401	-0.0175901	0.0438556	-0.0174714
-0.1172900	-0.1267075	0.0222018	-0.3420723	-0.1942763	-0.0876951	1.0029465	-0.0218199	0.0418238	-0.0151366
-0.0173105	-0.1309247	0.0226175	-0.3460514	-0.1942163	-0.0848571	1.0014436	-0.0209099	0.0401716	-0.0140639
0.0828726	-0.1353773	0.0233504	-0.3423563	-0.1948639	-0.0822790	1.0006442	-0.0141013	0.0398516	-0.0058451
0.1827315	-0.1390680	0.0240355	-0.3456301	-0.1962393	-0.0782406	1.0001287	-0.0175382	0.0385394	-0.0023668
0.2827151	-0.1435740	0.0236323	-0.3419785	-0.1981604	-0.0754676	0.9933137	-0.0337476	0.0301523	0.0021056
0.3824957	-0.1480548	0.0211209	-0.3381235	-0.1987692	-0.0724768	0.9843491	-0.0501739	0.0114149	-0.0014590
0.4825318	-0.1509806	0.0164409	-0.3398680	-0.1984715	-0.0681196	0.9741088	-0.0669962	-0.0144967	0.0066747
0.5827203	-0.1527047	0.0092100	-0.3449968	-0.1970401	-0.0670580	0.9644710	-0.0806155	-0.0367228	0.0072579
0.6827215	-0.1552373	-0.0005757	-0.3376690	-0.1950908	-0.0657425	0.9552827	-0.0913690	-0.0442168	0.0037858
0.7827372	-0.1572284	-0.0113460	-0.3376726	-0.1935743	-0.0618156	0.9455099	-0.1043071	-0.0488518	0.0003788
0.8827295	-0.1589156	-0.0224713	-0.3419588	-0.1934550	-0.0533107	0.9339486	-0.1139600	-0.0528401	-0.0022151
0.9824950	-0.1612516	-0.0348920	-0.3449404	-0.1948891	-0.0402611	0.9204748	-0.1197401	-0.0530024	-0.0017245
1.0825139	-0.1657634	-0.0486631	-0.3381989	-0.1973319	-0.0261268	0.9056017	-0.1244694	-0.0500458	0.0073890
1.1824640	-0.1690501	-0.0605526	-0.3408262	-0.2000712	-0.0161485	0.8898216	-0.1316192	-0.0493293	0.0067687
1.2825321	-0.1733477	-0.0736273	-0.3425923	-0.2020851	-0.0138188	0.8746020	-0.1419830	-0.0515829	0.0024278
1.3825162	-0.1799565	-0.0894470	-0.3373588	-0.2031881	-0.0185711	0.8610550	-0.1500311	-0.0502804	-0.0025395
1.4825295	-0.1848756	-0.1022784	-0.3431651	-0.2037351	-0.0278274	0.8496563	-0.1534314	-0.0439614	-0.0211178
1.5827054	-0.1923473	-0.1175151	-0.3396954	-0.2048705	-0.0380148	0.8404918	-0.1465835	-0.0378506	-0.0246427
1.6825551	-0.1993318	-0.1313258	-0.3382733	-0.2071737	-0.0461572	0.8317576	-0.1379146	-0.0344740	-0.0238676
1.7827067	-0.2060423	-0.1442009	-0.3320036	-0.2100958	-0.0534056	0.8216369	-0.1382943	-0.0368358	-0.0185418
1.8826972	-0.2129459	-0.1578617	-0.3377788	-0.2125132	-0.0611387	0.8092375	-0.1529198	-0.0408295	-0.0229165
1.9827180	-0.2205596	-0.1727594	-0.3311032	-0.2129161	-0.0709626	0.7944271	-0.1720381	-0.0469804	-0.0208882
2.0827062	-0.2289266	-0.1885193	-0.3332494	-0.2113431	-0.0798674	0.7789323	-0.1866366	-0.0518450	-0.0251605
2.1827036	-0.2384320	-0.2060816	-0.3371154	-0.2092407	-0.0848389	0.7641863	-0.1894158	-0.0564243	-0.0240884
2.2826975	-0.2476876	-0.2237254	-0.3358474	-0.2088451	-0.0841095	0.7504839	-0.1852688	-0.0633912	-0.0106107
2.3825152	-0.2570531	-0.2413117	-0.3399746	-0.2108936	-0.0791574	0.7386730	-0.1851063	-0.0665877	0.0010613
2.4827121	-0.2663336	-0.2577322	-0.3372744	-0.2149300	-0.0708485	0.7259279	-0.1896825	-0.0650223	0.0173607
2.5824809	-0.2774317	-0.2754839	-0.3358474	-0.2192174	-0.0627699	0.7116971	-0.1955640	-0.0626794	0.0296329
2.6825423	-0.2891747	-0.2923823	-0.3350709	-0.2216100	-0.0566656	0.6974420	-0.1978798	-0.0581410	0.0271041
2.7824855	-0.3011084	-0.3078679	-0.3392990	-0.2215863	-0.0560227	0.6833798	-0.2002995	-0.0531991	0.0089040
2.8827003	-0.3134695	-0.3260808	-0.3276856	-0.2195622	-0.0601870	0.6707923	-0.2003261	-0.0546977	-0.0007347
2.9825093	-0.3254368	-0.3430650	-0.3332805	-0.2165797	-0.0657157	0.6599041	-0.1944125	-0.0639680	-0.0203915
3.0825295	-0.3355976	-0.3598423	-0.3306455	-0.2139952	-0.0697144	0.6508936	-0.1874455	-0.0781449	-0.0224070
3.1825500	-0.3453313	-0.3788618	-0.3379462	-0.2130401	-0.0703392	0.6427252	-0.1856140	-0.0934156	-0.0219650
3.2825352	-0.3546637	-0.3986013	-0.3368886	-0.2141492	-0.0676539	0.6340985	-0.1955826	-0.1083586	-0.0082498
3.3825108	-0.3640138	-0.4186891	-0.3375570	-0.2166877	-0.0624964	0.6242065	-0.2049800	-0.1150088	-0.0038310
3.4825349	-0.3745542	-0.4402288	-0.3327298	-0.2187633	-0.0543339	0.6132731	-0.2095378	-0.1129677	-0.0050472
3.5825418	-0.3852349	-0.4607646	-0.3369359	-0.2193826	-0.0461721	0.6024529	-0.2042632	-0.1026295	-0.0160274
3.6824745	-0.3972390	-0.4821024	-0.3275746	-0.2184269	-0.0432900	0.5928986	-0.1933518	-0.0937038	-0.0115142
3.7825280	-0.4068046	-0.4991043	-0.3328558	-0.2159747	-0.0492402	0.5843104	-0.1893210	-0.0911711	-0.0179964
3.8825111	-0.4174973	-0.5178714	-0.3364361	-0.2120074	-0.0613314	0.5759395	-0.1985554	-0.0960238	-0.0273487
3.9824937	-0.4293786	-0.5378057	-0.3354350	-0.2068115	-0.0763533	0.5671832	-0.2095157	-0.1036501	-0.0377806
