# Time	Velocity	Pitch	Yaw
-4.6777620	0.0000000	0.0000000	0.0000000
-4.5777011	0.0000000	0.0000000	0.0000000
-4.4777697	0.0000000	0.0000000	0.0000000
-4.3778278	0.0000000	0.0000000	0.0000000
-4.2776937	0.0000000	0.0000000	0.0000000
-4.1778788	0.0000000	0.0000000	0.0000000
-4.0778181	0.0000000	0.0000000	0.0000000
-3.9776379	0.0000000	0.0000000	0.0000000
-3.8775053	0.0000000	0.0000000	0.0000000
-3.7777731	0.0000000	0.0000000	0.0000000
-3.6778435	0.0000000	0.0000000	0.0000000
-3.5778601	0.0000000	0.0000000	0.0000000
-3.4776940	0.0000000	0.0000000	0.0000000
-3.3777938	0.0000000	0.0000000	0.0000000
-3.2777810	0.0000000	0.0000000	0.0000000
-3.1777329	0.0000000	0.0000000	0.0000000
-3.0777554	0.0000000	0.0000000	0.0000000
-2.9775967	0.0000000	0.0000000	0.0000000
-2.8776660	0.0000000	0.0000000	0.0000000
-2.7777925	0.0000000	0.0000000	0.0000000
-2.6775956	0.0000000	0.0000000	0.0000000
-2.5776983	0.0000000	0.0000000	0.0000000
-2.4777175	0.0000000	0.0000000	0.0000000
-2.3777446	0.0000000	0.0000000	0.0000000
-2.2777111	0.0000000	0.0000000	0.0000000
-2.1778089	0.0000000	0.0000000	0.0000000
-2.0778266	0.0000000	0.0000000	0.0000000
-1.9778314	0.0000000	0.0000000	0.0000000
-1.8777961	0.0000000	0.0000000	0.0000000
-1.7777260	0.0000000	0.0000000	0.0000000
-1.6777915	0.0000000	0.0000000	0.0000000
-1.5777482	0.0000000	0.0000000	0.0000000
-1.4777129	0.0000000	0.0000000	0.0000000
-1.3777912	0.0000000	0.0000000	0.0000000
-1.2778266	0.0000000	0.0000000	0.0000000
-1.1776991	0.0000000	0.0000000	0.0000000
-1.0777756	0.0000000	0.0000000	0.0000000
-0.9777772	0.0000000	0.0000000	0.0000000
-0.8777795	0.0000000	0.0000000	0.0000000
-0.7777219	0.0000000	0.0000000	0.0000000
-0.6777272	0.0000000	0.0000000	0.0000000
-0.5777802	0.0000000	0.0000000	0.0000000
-0.4777206	0.0000000	0.0000000	0.0000000
-0.3776937	0.0000000	0.0000000	0.0000000
-0.2775985	0.0000000	0.0000000	0.0000000
-0.1777436	0.0000000	0.0000000	0.0000000
-0.0776128	0.0021471	0.0000000	1.5700001
0.0223729	0.0053004	0.0000000	1.5700001
0.1223703	0.0084791	0.0000000	1.5700001
0.2223992	0.0116760	0.0000000	1.5700001
0.3223772	0.0148980	0.0000000	1.5700001
0.4224031	0.0181383	0.0000000	1.5700001
0.5223931	0.0213949	0.0000000	1.5700001
0.6223670	0.0246703	0.0000000	1.5700001
0.7223803	0.0279619	0.0000000	1.5700001
0.8223439	0.0312679	0.0000000	1.5700001
0.9223488	0.0345877	0.0000000	1.5700001
1.0223959	0.0379274	0.0000000	1.5700001
1.1225580	0.0412740	0.0000000	1.5700001
1.2223250	0.0446282	0.0000000	1.5700001
1.3223941	0.0479937	0.0000000	1.5700001
1.4223611	0.0513694	0.0000000	1.5700001
1.5223452	0.0547498	0.0000000	1.5700001
1.6223204	0.0581367	0.0000000	1.5700001
1.7225720	0.0615343	0.0000000	1.5700001
1.8223700	0.0649307	0.0000000	1.5700001
1.9222433	0.0683291	0.0000000	1.5700001
2.0223132	0.0717304	0.0000000	1.5700001
2.1223665	0.0751367	0.0000000	1.5700001
2.2223532	0.0785376	0.0000000	1.5700001
2.3224133	0.0819395	0.0000000	1.5700001
2.4223375	0.0853388	0.0000000	1.5700001
2.5223921	0.0887281	0.0000000	1.5700001
2.6223316	0.0921194	0.0000000	1.5700001
2.7223567	0.0955019	0.0000000	1.5700001
2.8223457	0.0988760	0.0000000	1.5700001
2.9223199	0.1022418	0.0000000	1.5700001
3.0222833	0.1056003	0.0000000	1.5700001
3.1224261	0.1089507	0.0000000	1.5700001
3.2222328	0.1122811	0.0000000	1.5700001
3.3222968	0.1156048	0.0000000	1.5700001
3.4223805	0.1189145	0.0000000	1.5700001
3.5223698	0.1222083	0.0000000	1.5700001
3.6223951	0.1254842	0.0000000	1.5700001
3.7223219	0.1287418	0.0000000	1.5700001
3.8223373	0.1319834	0.0000000	1.5700001
3.9223316	0.1352057	0.0000000	1.5700001
4.0223455	0.1384067	0.0000000	1.5700001
4.1223726	0.1415866	0.0000000	1.5700001
4.2222856	0.1447386	0.0000000	1.5700001
4.3222909	0.1478702	0.0000000	1.5700001
4.4224840	0.1509791	0.0000000	1.5700001
4.5223004	0.1540578	0.0000000	1.5700001
4.6223649	0.1571111	0.0000000	1.5700001
4.7222907	0.1601341	0.0000000	1.5700001
4.8223127	0.1631259	0.0000000	1.5700001
4.9223347	0.1660885	0.0000000	1.5700001
5.0223383	0.1690191	0.0000000	1.5700001
5.1223772	0.1719185	0.0000000	1.5700001
5.2223101	0.1747819	0.0000000	1.5700001
5.3223004	0.1776101	0.0000000	1.5700001
5.4221842	0.1803998	0.0000000	1.5700001
5.5223892	0.1831564	0.0000000	1.5700001
5.6223516	0.1858704	0.0000000	1.5700001
5.7223782	0.1885461	0.0000000	1.5700001
5.8223506	0.1911793	0.0000000	1.5700001
5.9223145	0.1937720	0.0000000	1.5700001
