%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1492805496361093815,257,1492805496360869884,robot_frame,1492805500000000000,robot_frame
1492805497364845273,258,1492805497364588022,robot_frame,1492805501000000000,robot_frame
1492805498365547431,259,1492805498365338087,robot_frame,1492805502000000000,robot_frame
1492805499367307244,260,1492805499367126941,robot_frame,1492805503000000000,robot_frame
1492805500366152378,261,1492805500365930080,robot_frame,1492805504000000000,robot_frame
1492805501366944890,262,1492805501366718053,robot_frame,1492805505000000000,robot_frame
1492805502368833832,263,1492805502368585109,robot_frame,1492805506000000000,robot_frame
1492805503364607564,264,1492805503364393949,robot_frame,1492805507000000000,robot_frame
1492805504366495971,265,1492805504366285085,robot_frame,1492805508000000000,robot_frame
1492805505366238077,266,1492805505365993022,robot_frame,1492805509000000000,robot_frame
1492805506367176546,267,1492805506366940975,robot_frame,1492805510000000000,robot_frame
1492805507378828304,268,1492805507378561019,robot_frame,1492805511000000000,robot_frame
1492805508379593969,269,1492805508379333972,robot_frame,1492805512000000000,robot_frame
1492805509378390104,270,1492805509378164052,robot_frame,1492805513000000000,robot_frame
1492805510379203492,271,1492805510378979921,robot_frame,1492805514000000000,robot_frame
1492805511379998806,272,1492805511379714965,robot_frame,1492805515000000000,robot_frame
1492805512380883212,273,1492805512380585908,robot_frame,1492805516000000000,robot_frame
1492805513380630595,274,1492805513380367994,robot_frame,1492805517000000000,robot_frame
1492805514376415553,275,1492805514376149892,robot_frame,1492805518000000000,robot_frame
1492805515379108960,276,1492805515378878116,robot_frame,1492805519000000000,robot_frame
1492805516381993158,277,1492805516381706953,robot_frame,1492805520000000000,robot_frame
1492805517382720753,278,1492805517382467031,robot_frame,1492805521000000000,robot_frame
1492805518380518263,279,1492805518380219936,robot_frame,1492805522000000000,robot_frame
1492805519380283591,280,1492805519380063056,robot_frame,1492805523000000000,robot_frame
1492805520379119433,281,1492805520378906011,robot_frame,1492805524000000000,robot_frame
1492805521380925761,282,1492805521380722999,robot_frame,1492805525000000000,robot_frame
1492805522380702634,283,1492805522380460023,robot_frame,1492805526000000000,robot_frame
1492805523382498283,284,1492805523382320880,robot_frame,1492805527000000000,robot_frame
1492805524380312172,285,1492805524380060911,robot_frame,1492805528000000000,robot_frame
1492805525377175405,286,1492805525376929044,robot_frame,1492805529000000000,robot_frame
1492805526379933894,287,1492805526379679918,robot_frame,1492805530000000000,robot_frame
1492805527380716659,288,1492805527380500078,robot_frame,1492805531000000000,robot_frame
1492805528379592771,289,1492805528379326105,robot_frame,1492805532000000000,robot_frame
1492805529379266878,290,1492805529379060029,robot_frame,1492805533000000000,robot_frame
1492805530380079532,291,1492805530379858016,robot_frame,1492805534000000000,robot_frame
