%time,field.vel,field.pitch,field.yaw,field.test_length,field.setup_time
1492805495877751552,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805495977828375,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805496077950277,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805496177843628,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805496277785968,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805496377875810,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805496477796763,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805496577800558,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805496677842173,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805496777766435,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805496877821350,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805496977976865,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805497077791028,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805497177801839,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805497277865774,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805497377756497,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805497477782487,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805497577766551,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805497677843006,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805497777745049,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805497877854247,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805497977844397,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805498077737680,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805498177811339,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805498277809967,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805498377962529,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805498477818726,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805498577982948,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805498677781373,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805498777773654,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805498877780766,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805498977904485,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805499077809386,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492805499177883124,(0.0, 0.0),  (10.0, 0.4),  (30.0, 0.4),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
