%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1492805495847110628,3297,1492805495847019056,/temperature,15.7314281464,0.0
1492805495921271633,3298,1492805495922019056,/temperature,15.7314281464,0.0
1492805495995554396,3299,1492805495996019056,/temperature,15.7314281464,0.0
1492805496069432245,3300,1492805496070019056,/temperature,15.7314281464,0.0
1492805496144033023,3301,1492805496144019056,/temperature,15.7401571274,0.0
1492805496218390870,3302,1492805496219019056,/temperature,15.7314281464,0.0
1492805496292218832,3303,1492805496293019056,/temperature,15.7401571274,0.0
1492805496366026279,3304,1492805496367019056,/temperature,15.7401571274,0.0
1492805496441170856,3305,1492805496441019056,/temperature,15.7401571274,0.0
1492805496515533989,3306,1492805496516019056,/temperature,15.7401571274,0.0
1492805496589939936,3307,1492805496590210912,/temperature,15.7401571274,0.0
1492805496663773445,3308,1492805496664210912,/temperature,15.7401571274,0.0
1492805496739122398,3309,1492805496739210912,/temperature,15.7401571274,0.0
1492805496812769930,3310,1492805496813210912,/temperature,15.7401571274,0.0
1492805496887047000,3311,1492805496887210912,/temperature,15.7401571274,0.0
1492805496960454440,3312,1492805496961210912,/temperature,15.7401571274,0.0
1492805497035462030,3313,1492805497035210912,/temperature,15.7488851547,0.0
1492805497109404050,3314,1492805497110210912,/temperature,15.7401571274,0.0
1492805497183362398,3315,1492805497184210912,/temperature,15.7401571274,0.0
1492805497257270153,3316,1492805497258210912,/temperature,15.7401571274,0.0
1492805497332933408,3317,1492805497333210912,/temperature,15.7314281464,0.0
1492805497406577154,3318,1492805497407210912,/temperature,15.7401571274,0.0
1492805497480158021,3319,1492805497481210912,/temperature,15.7314281464,0.0
1492805497556109458,3320,1492805497555210912,/temperature,15.7314281464,0.0
1492805497629013944,3321,1492805497630210912,/temperature,15.7314281464,0.0
1492805497703844515,3322,1492805497704210912,/temperature,15.7401571274,0.0
1492805497778035682,3323,1492805497778210912,/temperature,15.7401571274,0.0
1492805497852756045,3324,1492805497852210912,/temperature,15.7314281464,0.0
1492805497926846823,3325,1492805497927210912,/temperature,15.7226991653,0.0
1492805498000691405,3326,1492805498001210912,/temperature,15.7314281464,0.0
1492805498074145345,3327,1492805498075210912,/temperature,15.7314281464,0.0
1492805498149098472,3328,1492805498149210912,/temperature,15.7314281464,0.0
1492805498223131973,3329,1492805498224210912,/temperature,15.7401571274,0.0
1492805498297109732,3330,1492805498298210912,/temperature,15.7314281464,0.0
1492805498371549241,3331,1492805498372210912,/temperature,15.7314281464,0.0
1492805498446803418,3332,1492805498446210912,/temperature,15.7314281464,0.0
1492805498520241320,3333,1492805498521210912,/temperature,15.7226991653,0.0
1492805498594228478,3334,1492805498595210912,/temperature,15.7226991653,0.0
1492805498668266968,3335,1492805498669210912,/temperature,15.7226991653,0.0
1492805498743575617,3336,1492805498743210912,/temperature,15.7226991653,0.0
1492805498817149436,3337,1492805498818210912,/temperature,15.7226991653,0.0
1492805498892013889,3338,1492805498892210912,/temperature,15.7226991653,0.0
1492805498965875638,3339,1492805498966210912,/temperature,15.7226991653,0.0
1492805499040129864,3340,1492805499040210912,/temperature,15.7226991653,0.0
1492805499114895393,3341,1492805499115943979,/temperature,15.7226991653,0.0
1492805499188970497,3342,1492805499189943979,/temperature,15.7226991653,0.0
1492805499263001726,3343,1492805499263943979,/temperature,15.7226991653,0.0
1492805499338051905,3344,1492805499338943979,/temperature,15.7314281464,0.0
1492805499411875015,3345,1492805499412943979,/temperature,15.7226991653,0.0
1492805499485618890,3346,1492805499486943979,/temperature,15.7226991653,0.0
1492805499560652582,3347,1492805499560943979,/temperature,15.7139701843,0.0
1492805499634538134,3348,1492805499634943979,/temperature,15.7139701843,0.0
1492805499708296580,3349,1492805499709943979,/temperature,15.7139701843,0.0
1492805499782256131,3350,1492805499783943979,/temperature,15.7226991653,0.0
1492805499857848512,3351,1492805499857943979,/temperature,15.7139701843,0.0
1492805499931090576,3352,1492805499931943979,/temperature,15.7226991653,0.0
1492805500006087447,3353,1492805500006943979,/temperature,15.7139701843,0.0
1492805500078970071,3354,1492805500080943979,/temperature,15.7052402496,0.0
1492805500154697469,3355,1492805500154943979,/temperature,15.7226991653,0.0
1492805500228512957,3356,1492805500228943979,/temperature,15.7226991653,0.0
1492805500302523567,3357,1492805500303943979,/temperature,15.7226991653,0.0
1492805500376036644,3358,1492805500377943979,/temperature,15.7139701843,0.0
1492805500451841025,3359,1492805500451943979,/temperature,15.7139701843,0.0
1492805500525674179,3360,1492805500526943979,/temperature,15.7226991653,0.0
1492805500600058029,3361,1492805500600943979,/temperature,15.7226991653,0.0
1492805500673650731,3362,1492805500674943979,/temperature,15.7052402496,0.0
1492805500748553664,3363,1492805500748943979,/temperature,15.7226991653,0.0
1492805500822349928,3364,1492805500823943979,/temperature,15.7139701843,0.0
1492805500896101438,3365,1492805500897943979,/temperature,15.7226991653,0.0
1492805500970144482,3366,1492805500971943979,/temperature,15.7139701843,0.0
1492805501045871004,3367,1492805501045943979,/temperature,15.7052402496,0.0
1492805501119492627,3368,1492805501120943979,/temperature,15.7139701843,0.0
1492805501193287327,3369,1492805501194943979,/temperature,15.7226991653,0.0
1492805501267288353,3370,1492805501268943979,/temperature,15.7052402496,0.0
1492805501342740466,3371,1492805501342943979,/temperature,15.7226991653,0.0
1492805501416413436,3372,1492805501417943979,/temperature,15.7401571274,0.0
1492805501491017918,3373,1492805501491943979,/temperature,15.7052402496,0.0
1492805501565222682,3374,1492805501565943979,/temperature,15.7139701843,0.0
1492805501639556309,3375,1492805501641074012,/temperature,15.7139701843,0.0
1492805501713769439,3376,1492805501715074012,/temperature,15.7226991653,0.0
1492805501787093479,3377,1492805501789074012,/temperature,15.7052402496,0.0
1492805501862687547,3378,1492805501863074012,/temperature,15.6965112686,0.0
1492805501936025357,3379,1492805501938074012,/temperature,15.7226991653,0.0
1492805502010533860,3380,1492805502012074012,/temperature,15.7139701843,0.0
1492805502084347141,3381,1492805502086074012,/temperature,15.7052402496,0.0
1492805502159870578,3382,1492805502160074012,/temperature,15.7314281464,0.0
1492805502234006804,3383,1492805502235074012,/temperature,15.7226991653,0.0
1492805502307504364,3384,1492805502309074012,/temperature,15.7139701843,0.0
1492805502382322229,3385,1492805502383074012,/temperature,15.7139701843,0.0
1492805502456500209,3386,1492805502457074012,/temperature,15.6965112686,0.0
1492805502530415091,3387,1492805502532074012,/temperature,15.7139701843,0.0
1492805502604381446,3388,1492805502606074012,/temperature,15.7052402496,0.0
1492805502679413194,3389,1492805502680074012,/temperature,15.7052402496,0.0
1492805502754012170,3390,1492805502755074012,/temperature,15.7052402496,0.0
1492805502827343010,3391,1492805502829074012,/temperature,15.7139701843,0.0
1492805502901004687,3392,1492805502903074012,/temperature,15.6877813339,0.0
1492805502976907737,3393,1492805502977074012,/temperature,15.6877813339,0.0
1492805503050519851,3394,1492805503052074012,/temperature,15.7139701843,0.0
1492805503124506488,3395,1492805503126074012,/temperature,15.6877813339,0.0
1492805503198911054,3396,1492805503200074012,/temperature,15.6703214645,0.0
1492805503273139257,3397,1492805503274074012,/temperature,15.6965112686,0.0
1492805503347657271,3398,1492805503349074012,/temperature,15.6965112686,0.0
1492805503421596943,3399,1492805503423074012,/temperature,15.6965112686,0.0
1492805503496922432,3400,1492805503497074012,/temperature,15.6877813339,0.0
1492805503571010194,3401,1492805503571074012,/temperature,15.6965112686,0.0
1492805503643966578,3402,1492805503646074012,/temperature,15.7139701843,0.0
1492805503718190893,3403,1492805503720074012,/temperature,15.6877813339,0.0
1492805503793789949,3404,1492805503794074012,/temperature,15.7052402496,0.0
1492805503867940515,3405,1492805503869074012,/temperature,15.6877813339,0.0
1492805503941820912,3406,1492805503943074012,/temperature,15.6965112686,0.0
1492805504016822836,3407,1492805504017074012,/temperature,15.6703214645,0.0
1492805504090705639,3408,1492805504091074012,/temperature,15.6790513992,0.0
1492805504164532929,3409,1492805504166894983,/temperature,15.6790513992,0.0
1492805504239098133,3410,1492805504240894983,/temperature,15.6790513992,0.0
1492805504313983312,3411,1492805504314894983,/temperature,15.6790513992,0.0
1492805504388062802,3412,1492805504388894983,/temperature,15.6877813339,0.0
1492805504461985990,3413,1492805504463894983,/temperature,15.6877813339,0.0
1492805504536027111,3414,1492805504537894983,/temperature,15.6877813339,0.0
1492805504610182708,3415,1492805504611894983,/temperature,15.6877813339,0.0
1492805504683957801,3416,1492805504685894983,/temperature,15.6877813339,0.0
1492805504758892791,3417,1492805504760894983,/temperature,15.6877813339,0.0
1492805504832894997,3418,1492805504834894983,/temperature,15.6703214645,0.0
1492805504907171446,3419,1492805504908894983,/temperature,15.6877813339,0.0
1492805504981698502,3420,1492805504983894983,/temperature,15.6965112686,0.0
