%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1492808844297786445,596,1492808844297607898,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808845299639574,597,1492808845299459934,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808846300407537,598,1492808846300241947,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808847299329501,599,1492808847299151897,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808848298157388,600,1492808848297909021,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808849299835279,601,1492808849299679994,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808850301663998,602,1492808850301502943,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808851301486523,603,1492808851301322937,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808852301249336,604,1492808852301070928,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808853300159121,605,1492808853299978017,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808854299971925,606,1492808854299815893,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808855296728649,607,1492808855296576976,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808856299563330,608,1492808856299391031,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808857300355345,609,1492808857300184965,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808858300125091,610,1492808858299961090,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808859301882151,611,1492808859301706075,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808860300730436,612,1492808860300558090,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808861299493863,613,1492808861299316883,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808862299426838,614,1492808862299220085,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808863306127325,615,1492808863305953025,robot_frame,-0.739245846291,0.00399974396906,0.0,0.0,0.0,0.0
1492808864305865403,616,1492808864305689096,robot_frame,-0.74634762679,-0.125029673101,0.0,0.0,0.0,0.0
1492808865304694718,617,1492808865304537057,robot_frame,-0.708575464918,-0.22477337762,0.0,0.0,0.0,0.0
1492808866296654786,618,1492808866296478986,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808867297415079,619,1492808867297245979,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808868297191107,620,1492808868297015905,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808869299006459,621,1492808869298834085,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808870298888837,622,1492808870298645019,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808871308640067,623,1492808871308475971,robot_frame,-0.493496974378,-1.04589013147,0.0,0.0,0.0,0.0
1492808872306396955,624,1492808872306227922,robot_frame,-0.181790194403,-1.0910138483,0.0,0.0,0.0,0.0
1492808873305162366,625,1492808873305002927,robot_frame,-0.107700401455,-1.05116590711,0.0,0.0,0.0,0.0
1492808874307078384,626,1492808874306893110,robot_frame,0.187214119293,-0.974020067517,0.0,0.0,0.0,0.0
1492808875308814817,627,1492808875308639049,robot_frame,0.146594370414,-0.831377987785,0.0,0.0,0.0,0.0
1492808876302658502,628,1492808876302490949,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808877301470795,629,1492808877301306009,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808878308263276,630,1492808878308089971,robot_frame,0.327586892738,-0.725862299135,0.0,0.0,0.0,0.0
1492808879306022905,631,1492808879305847883,robot_frame,0.867258680932,-0.693067295645,0.0,0.0,0.0,0.0
1492808880307814337,632,1492808880307646989,robot_frame,0.970273584072,-0.502512442085,0.0,0.0,0.0,0.0
1492808881305639206,633,1492808881305464029,robot_frame,0.983970056574,-0.589827314745,0.0,0.0,0.0,0.0
1492808882306377965,634,1492808882306195020,robot_frame,0.978558619198,-0.57067851969,0.0,0.0,0.0,0.0
