%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1492808843473598102,321166,1492808843473386885,robot_frame,-0.0581589933888,-0.0998408910378,0.470732060799,0.874677530024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00747616263106,0.0161081068218,0.0354221612215,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.117974586785,0.014041043818,-0.00493893027306,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843488712182,321167,1492808843488598045,robot_frame,-0.0582624902437,-0.099528946407,0.471035981723,0.874542533668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00703531736508,0.0332898385823,0.0359545871615,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.0835155844688,0.00211978401057,-0.00842151325196,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843509043726,321168,1492808843508919279,robot_frame,-0.0584294694721,-0.0990854943891,0.471340787732,0.874417441822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00897403713316,0.0473934710026,0.0369686111808,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.083741247654,0.0209880825132,-0.00715319998562,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843529352940,321169,1492808843529223633,robot_frame,-0.058673810558,-0.0985243986632,0.471648312212,0.874298735223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070929331705,0.0615757107735,0.0379232019186,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.0925497561693,0.013923262246,0.0164745617658,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843549717711,321170,1492808843549561603,robot_frame,-0.0589808134709,-0.0978418251832,0.471957353978,0.874187867938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00668751029298,0.0748903676867,0.0391589403152,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.0695720538497,0.0168406832963,0.0196149032563,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843570001578,321171,1492808843569903062,robot_frame,-0.0593602813043,-0.0970380439524,0.472261822812,0.874087474145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00814207736403,0.089248277247,0.0404349640012,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.0451840274036,-0.00449020694941,-0.0070529980585,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843590348475,321172,1492808843590245446,robot_frame,-0.0598174639752,-0.0961346209862,0.472554954144,0.87399765921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049663791433,0.102353319526,0.0400892533362,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.0458481200039,-0.00221448251978,-0.00809634849429,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843610901167,321173,1492808843610531887,robot_frame,-0.0603404326082,-0.0951219691937,0.47284934988,0.873913239073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00271119223908,0.113360948861,0.04088017717,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.0460879057646,0.00912439171225,0.0188564620912,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843630976680,321174,1492808843630820063,robot_frame,-0.0609046432496,-0.0940238633488,0.47313976274,0.873835752092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00456823222339,0.123857997358,0.0407611988485,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.0362482219934,0.0121078630909,0.00493336096406,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843651276215,321175,1492808843651149013,robot_frame,-0.0615369500273,-0.0928385793819,0.473426740632,0.873762711603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00319981016219,0.133008226752,0.0422252230346,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.0375985912979,-0.017492743209,-0.00957286544144,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843671591539,321176,1492808843671463702,robot_frame,-0.062223927853,-0.0915820079721,0.473714266432,0.873690893374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00131463655271,0.142629891634,0.0427476838231,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.0451234541833,-0.0154555421323,0.0441554784775,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843691915419,321177,1492808843691807899,robot_frame,-0.0629665382016,-0.0902485514909,0.473992456706,0.873625628979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000314155826345,0.15048339963,0.0421839654446,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.0402582362294,0.0170781034976,-0.00560896424577,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843712223545,321178,1492808843712119730,robot_frame,-0.0637398419926,-0.0888562896194,0.474263313428,0.873565169324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00112321134657,0.15669927001,0.0421561785042,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.0299172569066,-0.00760846026242,0.00151498266496,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
1492808843732512405,321179,1492808843732418851,robot_frame,-0.0645459162755,-0.0874314363801,0.474530461227,0.87350470967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00239248853177,0.160469204187,0.0420077443123,7.76232013777e-07,2.32781999898e-07,-2.14484998651e-07,2.32781999898e-07,6.00022019626e-07,-1.78793001737e-07,-2.14484998651e-07,-1.78793001737e-07,5.04154002101e-07,-0.0203163493425,0.0175081733614,0.0171872731298,0.000270822987659,1.51883996296e-05,4.38888991994e-06,1.51883996296e-05,0.000250034994679,6.82746976963e-05,4.38888991994e-06,6.82746976963e-05,0.000398672011215
