%time,field.P_vel,field.I_vel,field.D_vel,field.P_pitch,field.I_pitch,field.D_pitch,field.P_yaw,field.I_yaw,field.D_yaw
1492808843555540800,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808843655645648,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808843755890158,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808843855583959,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808843956043547,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808844055711614,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808844155776691,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808844255626387,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808844355628299,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808844455546315,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808844555800566,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808844655691945,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808844755710491,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808844855565319,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808844955690648,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808845055743751,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808845155766898,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808845255677310,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808845355818295,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808845455620668,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808845555637810,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808845655584775,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808845755841763,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808845855604756,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808845955776234,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808846055582102,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808846155602905,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808846255670537,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808846355658605,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808846455550948,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808846555600361,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808846655769432,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808846755545695,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808846855540805,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808846955670470,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808847055696238,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808847155803552,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808847255605681,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808847355745613,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808847455992588,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808847555749735,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808847655604811,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808847755665797,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808847855844445,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808847955622709,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808848055704020,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808848155735317,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808848255660969,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808848356026873,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808848455834966,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808848555802450,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808848655641761,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808848755580942,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808848855648727,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808848955677581,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808849055632612,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808849156109873,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808849255795774,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808849355575895,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808849455620867,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808849555620078,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808849655595050,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808849755620296,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808849855624461,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808849955875303,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808850055652699,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808850155780537,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808850255623194,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808850355654477,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808850455567434,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808850555964352,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808850655548544,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808850755579940,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808850855778172,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808850955587515,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808851055762087,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808851155718359,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808851255731359,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808851355577387,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808851456038937,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808851555606018,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808851655670019,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808851755575425,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808851855637528,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808851955619024,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808852055709349,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808852155583481,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808852255663263,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808852355684554,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808852455559794,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808852555629750,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808852655793977,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808852755569892,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808852855697431,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808852955777421,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808853055671598,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808853155821620,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808853255875200,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808853355718077,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808853455551244,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808853555621927,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808853655618582,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808853755639248,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808853855666494,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808853955708809,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808854055757059,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808854155693467,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808854255828212,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808854355549182,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808854455756293,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808854555697360,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808854655616670,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
1492808854755712440,105.0,44.0,17.5,10.0,0.0,50.0,28.0,0.0,50.0
