%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1492808844411527687,597,1492808844411288976,robot_frame,1492808848000000000,robot_frame
1492808845414308791,598,1492808845414031982,robot_frame,1492808849000000000,robot_frame
1492808846415096449,599,1492808846414855003,robot_frame,1492808850000000000,robot_frame
1492808847413920991,600,1492808847413660049,robot_frame,1492808851000000000,robot_frame
1492808848411932612,601,1492808848411570072,robot_frame,1492808852000000000,robot_frame
1492808849414535485,602,1492808849414316892,robot_frame,1492808853000000000,robot_frame
1492808850416334458,603,1492808850416105985,robot_frame,1492808854000000000,robot_frame
1492808851416137125,604,1492808851415854930,robot_frame,1492808855000000000,robot_frame
1492808852416016074,605,1492808852415755033,robot_frame,1492808856000000000,robot_frame
1492808853414813158,606,1492808853414593935,robot_frame,1492808857000000000,robot_frame
1492808854413675591,607,1492808854413428068,robot_frame,1492808858000000000,robot_frame
1492808855411374819,608,1492808855411148071,robot_frame,1492808859000000000,robot_frame
1492808856414363261,609,1492808856414077997,robot_frame,1492808860000000000,robot_frame
1492808857415023718,610,1492808857414799928,robot_frame,1492808861000000000,robot_frame
1492808858414879666,611,1492808858414566040,robot_frame,1492808862000000000,robot_frame
1492808859416614344,612,1492808859416357994,robot_frame,1492808863000000000,robot_frame
1492808860415349806,613,1492808860415088891,robot_frame,1492808864000000000,robot_frame
1492808861414281458,614,1492808861414000988,robot_frame,1492808865000000000,robot_frame
1492808862414043862,615,1492808862413774013,robot_frame,1492808866000000000,robot_frame
1492808863426710083,616,1492808863426496028,robot_frame,1492808867000000000,robot_frame
1492808864426576561,617,1492808864426335096,robot_frame,1492808868000000000,robot_frame
1492808865425464854,618,1492808865425203084,robot_frame,1492808869000000000,robot_frame
1492808866410282790,619,1492808866410010099,robot_frame,1492808870000000000,robot_frame
1492808867412161407,620,1492808867411890983,robot_frame,1492808871000000000,robot_frame
1492808868412024666,621,1492808868411683082,robot_frame,1492808872000000000,robot_frame
1492808869413650382,622,1492808869413387060,robot_frame,1492808873000000000,robot_frame
1492808870413424943,623,1492808870413192033,robot_frame,1492808874000000000,robot_frame
1492808871429315055,624,1492808871429022073,robot_frame,1492808875000000000,robot_frame
1492808872427163598,625,1492808872426852941,robot_frame,1492808876000000000,robot_frame
1492808873426070127,626,1492808873425688028,robot_frame,1492808877000000000,robot_frame
1492808874427675236,627,1492808874427449941,robot_frame,1492808878000000000,robot_frame
1492808875429637017,628,1492808875429332971,robot_frame,1492808879000000000,robot_frame
1492808876417345199,629,1492808876417078018,robot_frame,1492808880000000000,robot_frame
1492808877415134448,630,1492808877414885997,robot_frame,1492808881000000000,robot_frame
1492808878428891166,631,1492808878428685903,robot_frame,1492808882000000000,robot_frame
1492808879427710092,632,1492808879427455902,robot_frame,1492808883000000000,robot_frame
1492808880428413866,633,1492808880428220033,robot_frame,1492808884000000000,robot_frame
1492808881426361660,634,1492808881426096916,robot_frame,1492808885000000000,robot_frame
1492808882427287962,635,1492808882426868915,robot_frame,1492808886000000000,robot_frame
1492808883429972189,636,1492808883429672956,robot_frame,1492808887000000000,robot_frame
1492808884425872533,637,1492808884425601959,robot_frame,1492808888000000000,robot_frame
1492808885429750328,638,1492808885429459095,robot_frame,1492808889000000000,robot_frame
1492808886428517610,639,1492808886428266048,robot_frame,1492808890000000000,robot_frame
1492808887427389381,640,1492808887427067041,robot_frame,1492808891000000000,robot_frame
1492808888427049877,641,1492808888426779031,robot_frame,1492808892000000000,robot_frame
1492808889427819940,642,1492808889427594900,robot_frame,1492808893000000000,robot_frame
1492808890429712368,643,1492808890429438114,robot_frame,1492808894000000000,robot_frame
1492808891429384272,644,1492808891429092884,robot_frame,1492808895000000000,robot_frame
1492808892428195825,645,1492808892427941083,robot_frame,1492808896000000000,robot_frame
1492808893431157067,646,1492808893430840015,robot_frame,1492808897000000000,robot_frame
1492808894426959458,647,1492808894426642894,robot_frame,1492808898000000000,robot_frame
1492808895425698086,648,1492808895425410032,robot_frame,1492808899000000000,robot_frame
1492808896426561799,649,1492808896426300048,robot_frame,1492808900000000000,robot_frame
1492808897431375706,650,1492808897431083917,robot_frame,1492808901000000000,robot_frame
1492808898427172557,651,1492808898426964044,robot_frame,1492808902000000000,robot_frame
1492808899429069275,652,1492808899428792953,robot_frame,1492808903000000000,robot_frame
1492808900427729033,653,1492808900427479982,robot_frame,1492808904000000000,robot_frame
