%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1492808843938619319,0,1492808843930469513,odom,robot_frame,-3.15320457592e-07,8.78429902816e-08,-0.344010013725,-0.0721407516477,-0.0741190122098,0.476501897608,0.873068167761
1492808844038606792,0,1492808844032184601,odom,robot_frame,-0.000191486146765,0.000111078197523,-0.344139739903,-0.0743228481476,-0.0700132143047,0.477219558648,0.872832032472
1492808844138612144,0,1492808844133809805,odom,robot_frame,-0.000491423684007,0.000644856700881,-0.342557067358,-0.0748406035582,-0.0682989206753,0.478045135978,0.872471770008
1492808844238599643,0,1492808844230133772,odom,robot_frame,-0.000769498548541,0.00165502691542,-0.344121362893,-0.0731762500515,-0.0697837882963,0.478969450979,0.871988373976
1492808844338596389,0,1492808844331562281,odom,robot_frame,-0.00110922059529,0.00314516578006,-0.345532050612,-0.0697108014408,-0.074162722136,0.479902190722,0.871397832306
1492808844438596859,0,1492808844433094263,odom,robot_frame,-0.00166003685936,0.00462891204054,-0.34450421275,-0.0652792312297,-0.0805240785026,0.480608590391,0.870786930078
1492808844538577148,0,1492808844529628277,odom,robot_frame,-0.00262459117382,0.00554559567027,-0.340916891243,-0.0607777863657,-0.0877491016658,0.480835133267,0.870289452112
1492808844638613871,0,1492808844631300211,odom,robot_frame,-0.00416119198608,0.00551335634363,-0.342737081715,-0.0567462612021,-0.0946499180135,0.480458743383,0.87004634978
1492808844738560057,0,1492808844732750177,odom,robot_frame,-0.00621294064187,0.00443608417164,-0.340579776138,-0.0538563434807,-0.0996390669163,0.479711071077,0.870085535391
1492808844838587351,0,1492808844834300041,odom,robot_frame,-0.00847900881732,0.00279735881184,-0.338931037295,-0.0527709632062,-0.10140770379,0.479117186395,0.87027491332
1492808844938572858,0,1492808844930891275,odom,robot_frame,-0.0105181525965,0.00136624416888,-0.339106606012,-0.0539316502398,-0.0995094669234,0.479144276882,0.870407953218
1492808845038574886,0,1492808845032397747,odom,robot_frame,-0.0122592512206,0.00047563306544,-0.342451499418,-0.057382626557,-0.0943845594352,0.479972766347,0.870301633156
1492808845138568529,0,1492808845134047747,odom,robot_frame,-0.0138221618331,0.000302234799222,-0.336921467977,-0.0622631320288,-0.0875731609384,0.481307326627,0.869941090654
1492808845238595023,0,1492808845230549335,odom,robot_frame,-0.0148144661642,0.000500669313528,-0.344240103711,-0.0674936316774,-0.0806313594896,0.482567941807,0.869523648379
1492808845338573590,0,1492808845337454081,odom,robot_frame,-0.0164384420655,0.000694597376557,-0.342990222418,-0.07218070695,-0.0749622512728,0.483216056203,0.869294454978
1492808845438583953,0,1492808845433548212,odom,robot_frame,-0.0180705102893,0.000685187886056,-0.346127729338,-0.0742568338308,-0.0716511554647,0.483238624897,0.869386258206
1492808845538590494,0,1492808845529954433,odom,robot_frame,-0.0202494084765,0.000422328334961,-0.343063069591,-0.0739887839949,-0.071581669863,0.482861007883,0.86962461525
1492808845638595251,0,1492808845633627892,odom,robot_frame,-0.0226089422415,0.000315118306783,-0.345031835595,-0.0711558937091,-0.074708012635,0.482497312542,0.869799916664
1492808845738565561,0,1492808845733055115,odom,robot_frame,-0.0250420056456,0.000556254495434,-0.349299457788,-0.0668623118178,-0.0806508445251,0.482309199064,0.869714153636
1492808845838578013,0,1492808845829607248,odom,robot_frame,-0.0281386577589,0.0011919266231,-0.345083351071,-0.0619332866792,-0.0881129869233,0.482263391988,0.869380463483
1492808845938564837,0,1492808845931706905,odom,robot_frame,-0.0317258792508,0.00208310559801,-0.344009833308,-0.0579105946925,-0.0950326883634,0.482139714462,0.868997380263
1492808846038612350,0,1492808846032666922,odom,robot_frame,-0.0356957646139,0.00279824167338,-0.346019536252,-0.055837757317,-0.0994798257518,0.481734190634,0.86886021816
1492808846138586571,0,1492808846134286404,odom,robot_frame,-0.0402928771477,0.00320257923779,-0.3441282776,-0.0561377431426,-0.100031028216,0.481093281908,0.869132671859
1492808846238601622,0,1492808846230798960,odom,robot_frame,-0.0451254435282,0.00342770445799,-0.336888202853,-0.0588307643371,-0.096287272007,0.480419875056,0.869749645627
1492808846338603667,0,1492808846332235336,odom,robot_frame,-0.049992969504,0.00326009043191,-0.337277760704,-0.062610742883,-0.09002645933,0.4800026671,0.87038644927
1492808846438812245,0,1492808846433822870,odom,robot_frame,-0.0545514318913,0.00320724631923,-0.340001902648,-0.0660394575515,-0.0834974132447,0.479960114315,0.870807246579
1492808846538602309,0,1492808846530262709,odom,robot_frame,-0.0587757606933,0.00322104088106,-0.341057948932,-0.0681150547869,-0.0785554505364,0.4801212288,0.87101836155
1492808846638801669,0,1492808846631907940,odom,robot_frame,-0.0632076395087,0.00309043060689,-0.342723929974,-0.0686182546968,-0.0760708753229,0.480264303541,0.871120517376
1492808846738584631,0,1492808846733617783,odom,robot_frame,-0.0680464953795,0.00281395462027,-0.343306026907,-0.0677549833579,-0.0759723719515,0.480275208179,0.871190671058
