# Time	x	y	z	roll	pitch	yaw	vx	vy	vz	
-4.4299249	-0.0000000	-0.0000000	-0.2236023	-0.1915259	-0.1916079	-3.0128815	-0.0000000	0.0000000	-0.0000000
-4.3300106	-0.0000279	0.0000392	-0.2256412	-0.1855371	-0.2150749	-3.0175243	0.0007454	-0.0013537	-0.0002741
-4.2298406	-0.0002990	0.0004181	-0.2244401	-0.1807434	-0.2345870	-3.0208475	0.0046434	-0.0075455	0.0029191
-4.1298266	-0.0010188	0.0013475	-0.2317649	-0.1788569	-0.2450131	-3.0227300	0.0124502	-0.0167494	0.0131172
-4.0300239	-0.0024824	0.0029504	-0.2317321	-0.1785139	-0.2551437	-3.0229933	0.0258966	-0.0265599	0.0314073
-3.9300109	-0.0048858	0.0048750	-0.2265561	-0.1819155	-0.2509432	-3.0215059	0.0409439	-0.0319375	0.0486508
-3.8300626	-0.0080338	0.0065971	-0.2307453	-0.1849654	-0.2421246	-3.0199607	0.0515555	-0.0314067	0.0533656
-3.7300733	-0.0124673	0.0081686	-0.2297947	-0.1911355	-0.2147129	-3.0193470	0.0548809	-0.0263293	0.0459194
-3.6300618	-0.0169113	0.0093308	-0.2237878	-0.1937879	-0.1900415	-3.0214886	0.0497858	-0.0222786	0.0313706
-3.5300265	-0.0207530	0.0104459	-0.2276849	-0.1941619	-0.1745588	-3.0252603	0.0413211	-0.0205600	0.0161486
-3.4300664	-0.0239272	0.0116622	-0.2243751	-0.1935043	-0.1599243	-3.0298200	0.0341871	-0.0211582	0.0078507
-3.3300342	-0.0280114	0.0137269	-0.2220853	-0.1910810	-0.1599051	-3.0345268	0.0321196	-0.0218414	-0.0042878
-3.2300268	-0.0320021	0.0158072	-0.2287723	-0.1884367	-0.1736931	-3.0355583	0.0361900	-0.0218585	-0.0160557
-3.1300393	-0.0352663	0.0174032	-0.2257570	-0.1862171	-0.1916679	-3.0343828	0.0395659	-0.0223670	-0.0177736
-3.0300088	-0.0405029	0.0199815	-0.2303001	-0.1834631	-0.2228666	-3.0312938	0.0381870	-0.0227612	-0.0225717
-2.9300964	-0.0446236	0.0221268	-0.2298588	-0.1820109	-0.2447898	-3.0294799	0.0326275	-0.0222927	-0.0208779
-2.8300444	-0.0475618	0.0238817	-0.2287900	-0.1815968	-0.2561950	-3.0291718	0.0299605	-0.0239455	-0.0152906
-2.7300518	-0.0512536	0.0267837	-0.2250979	-0.1821340	-0.2593019	-3.0307740	0.0284868	-0.0327587	-0.0008128
-2.6300168	-0.0543461	0.0303007	-0.2282850	-0.1836187	-0.2496619	-3.0333272	0.0298513	-0.0420293	0.0097269
-2.5298621	-0.0580099	0.0345655	-0.2335639	-0.1855502	-0.2313762	-3.0359977	0.0405254	-0.0482374	0.0119713
-2.4300227	-0.0624192	0.0383339	-0.2241473	-0.1875178	-0.2082090	-3.0378778	0.0582977	-0.0519787	0.0171868
-2.3300357	-0.0696679	0.0430045	-0.2322268	-0.1892836	-0.1850746	-3.0389487	0.0737796	-0.0500588	0.0034053
-2.2300582	-0.0779674	0.0471607	-0.2331108	-0.1907668	-0.1667959	-3.0395098	0.0810611	-0.0456331	-0.0115724
-2.1298460	-0.0841584	0.0499851	-0.2251771	-0.1917625	-0.1577288	-3.0399568	0.0803153	-0.0429339	-0.0172207
-2.0298545	-0.0937288	0.0543459	-0.2258816	-0.1925931	-0.1576138	-3.0405453	0.0715952	-0.0399276	-0.0317340
-1.9300506	-0.1014675	0.0583543	-0.2297585	-0.1926135	-0.1705609	-3.0407490	0.0599978	-0.0398075	-0.0416931
-1.8300682	-0.1067574	0.0620503	-0.2205412	-0.1927881	-0.1839117	-3.0404375	0.0526269	-0.0432912	-0.0343496
-1.7300623	-0.1130749	0.0664897	-0.2240324	-0.1915977	-0.2196508	-3.0395533	0.0528947	-0.0446073	-0.0374932
-1.6300488	-0.1199004	0.0707264	-0.2213554	-0.1907744	-0.2423367	-3.0382382	0.0650533	-0.0430580	-0.0410232
-1.5300685	-0.1282831	0.0748294	-0.2227034	-0.1897107	-0.2558301	-3.0369435	0.0790372	-0.0393743	-0.0489827
-1.4298624	-0.1372702	0.0783466	-0.2242914	-0.1880806	-0.2574300	-3.0366370	0.0816868	-0.0351644	-0.0544407
-1.3300698	-0.1466213	0.0821001	-0.2313571	-0.1857184	-0.2485142	-3.0377271	0.0769379	-0.0332857	-0.0571628
-1.2300319	-0.1554664	0.0854437	-0.2319612	-0.1828260	-0.2333074	-3.0399858	0.0716613	-0.0349448	-0.0473368
-1.1300170	-0.1620574	0.0884494	-0.2350174	-0.1807560	-0.2190013	-3.0422326	0.0692482	-0.0385816	-0.0343144
-1.0299589	-0.1712009	0.0932149	-0.2364781	-0.1796783	-0.1970579	-3.0451067	0.0741358	-0.0493585	-0.0110353
-0.9300739	-0.1793620	0.0979441	-0.2334431	-0.1817566	-0.1815248	-3.0460385	0.0839266	-0.0610515	0.0089057
-0.8300562	-0.1861854	0.1020404	-0.2277939	-0.1852689	-0.1721106	-3.0458315	0.0934272	-0.0671389	0.0211581
-0.7299251	-0.1990337	0.1088553	-0.2298270	-0.1919077	-0.1660137	-3.0440162	0.1061611	-0.0703303	0.0190802
