# Time	x	y	z	roll	pitch	yaw	vx	vy	vz	
-4.3239601	-0.0000000	0.0000000	-0.0674800	-0.2105151	-0.0988125	0.6884101	-0.0000000	0.0000000	-0.0000000
-4.2239032	-0.0000154	0.0001069	-0.0665427	-0.2129646	-0.1063473	0.6871515	0.0013959	0.0029013	-0.0024371
-4.1238418	0.0000921	0.0008164	-0.0624023	-0.2146347	-0.1155038	0.6879823	0.0069627	0.0098759	-0.0114445
-4.0238853	0.0005573	0.0023936	-0.0670538	-0.2152340	-0.1212924	0.6899296	0.0163617	0.0179145	-0.0264187
-3.9239114	0.0014912	0.0051017	-0.0662451	-0.2146666	-0.1215740	0.6915685	0.0237077	0.0258953	-0.0374314
-3.8239959	0.0023991	0.0084708	-0.0676666	-0.2127384	-0.1182184	0.6914383	0.0230421	0.0332585	-0.0469855
-3.7239662	0.0026343	0.0117490	-0.0596393	-0.2094906	-0.1140183	0.6888237	0.0126757	0.0359637	-0.0495829
-3.6240422	0.0020882	0.0145021	-0.0685252	-0.2057345	-0.1092143	0.6843607	0.0001984	0.0357386	-0.0521785
-3.5240978	0.0006845	0.0165527	-0.0719271	-0.2026326	-0.1047759	0.6795458	-0.0087069	0.0339921	-0.0476453
-3.4240837	-0.0010982	0.0180886	-0.0728210	-0.2009691	-0.1031935	0.6758507	-0.0096045	0.0306470	-0.0365352
-3.3240799	-0.0026600	0.0197687	-0.0732618	-0.2009696	-0.1044770	0.6740233	-0.0006989	0.0257997	-0.0215789
-3.2240796	-0.0033762	0.0220811	-0.0675427	-0.2026862	-0.1058231	0.6745250	0.0158707	0.0211124	-0.0036381
-3.1241016	-0.0029053	0.0246260	-0.0643595	-0.2049529	-0.1055364	0.6762004	0.0324875	0.0195327	0.0049266
-3.0238950	-0.0003545	0.0295974	-0.0683315	-0.2086925	-0.1029662	0.6796262	0.0539412	0.0212950	0.0015488
-2.9240914	0.0028886	0.0350890	-0.0685245	-0.2111400	-0.0990234	0.6818395	0.0641606	0.0244214	-0.0039413
-2.8239276	0.0063219	0.0410999	-0.0657054	-0.2128362	-0.0939270	0.6823442	0.0629579	0.0269163	-0.0090603
-2.7238753	0.0092676	0.0464468	-0.0673514	-0.2135778	-0.0922823	0.6809415	0.0520531	0.0277186	-0.0164890
-2.6239066	0.0111885	0.0512607	-0.0636919	-0.2130607	-0.0977038	0.6776445	0.0359459	0.0270303	-0.0191923
-2.5240207	0.0124993	0.0548827	-0.0695637	-0.2114485	-0.1085033	0.6733716	0.0220295	0.0252622	-0.0242644
-2.4240957	0.0129056	0.0578052	-0.0669775	-0.2091799	-0.1207088	0.6693163	0.0172359	0.0229231	-0.0223650
-2.3240676	0.0134243	0.0607291	-0.0648123	-0.2068931	-0.1315475	0.6665961	0.0207977	0.0219626	-0.0228428
