# Time	Velocity	Pitch	Yaw
-4.6777431	0.0000000	0.0000000	0.0000000
-4.5776806	0.0000000	0.0000000	0.0000000
-4.4777203	0.0000000	0.0000000	0.0000000
-4.3777344	0.0000000	0.0000000	0.0000000
-4.2777352	0.0000000	0.0000000	0.0000000
-4.1777979	0.0000000	0.0000000	0.0000000
-4.0777761	0.0000000	0.0000000	0.0000000
-3.9776620	0.0000000	0.0000000	0.0000000
-3.8777014	0.0000000	0.0000000	0.0000000
-3.7777841	0.0000000	0.0000000	0.0000000
-3.6777556	0.0000000	0.0000000	0.0000000
-3.5777213	0.0000000	0.0000000	0.0000000
-3.4777142	0.0000000	0.0000000	0.0000000
-3.3778637	0.0000000	0.0000000	0.0000000
-3.2776863	0.0000000	0.0000000	0.0000000
-3.1777582	0.0000000	0.0000000	0.0000000
-3.0778324	0.0000000	0.0000000	0.0000000
-2.9777590	0.0000000	0.0000000	0.0000000
-2.8777262	0.0000000	0.0000000	0.0000000
-2.7776643	0.0000000	0.0000000	0.0000000
-2.6777308	0.0000000	0.0000000	0.0000000
-2.5777777	0.0000000	0.0000000	0.0000000
-2.4777464	0.0000000	0.0000000	0.0000000
-2.3777234	0.0000000	0.0000000	0.0000000
-2.2777797	0.0000000	0.0000000	0.0000000
-2.1777006	0.0000000	0.0000000	0.0000000
-2.0777272	0.0000000	0.0000000	0.0000000
-1.9777764	0.0000000	0.0000000	0.0000000
-1.8777467	0.0000000	0.0000000	0.0000000
-1.7777101	0.0000000	0.0000000	0.0000000
-1.6777495	0.0000000	0.0000000	0.0000000
-1.5778097	0.0000000	0.0000000	0.0000000
-1.4777833	0.0000000	0.0000000	0.0000000
-1.3777848	0.0000000	0.0000000	0.0000000
-1.2777316	0.0000000	0.0000000	0.0000000
-1.1778568	0.0000000	0.0000000	0.0000000
-1.0777472	0.0000000	0.0000000	0.0000000
-0.9777595	0.0000000	0.0000000	0.0000000
-0.8777900	0.0000000	0.0000000	0.0000000
-0.7778115	0.0000000	0.0000000	0.0000000
-0.6778340	0.0000000	0.0000000	0.0000000
-0.5777485	0.0000000	0.0000000	0.0000000
-0.4777475	0.0000000	0.0000000	0.0000000
-0.3777958	0.0000000	0.0000000	0.0000000
-0.2777068	0.0000000	0.0000000	0.0000000
-0.1777482	0.0000000	0.0000000	0.0000000
-0.0776323	0.0045610	0.0000000	1.5700001
0.0223862	0.0099313	0.0000000	1.5700001
0.1222426	0.0153201	0.0000000	1.5700001
0.2223306	0.0207341	0.0000000	1.5700001
0.3223749	0.0261707	0.0000000	1.5700001
0.4223772	0.0316212	0.0000000	1.5700001
0.5224110	0.0370936	0.0000000	1.5700001
0.6223301	0.0425764	0.0000000	1.5700001
0.7225682	0.0480858	0.0000000	1.5700001
0.8223885	0.0535940	0.0000000	1.5700001
0.9224143	0.0591212	0.0000000	1.5700001
1.0224082	0.0646511	0.0000000	1.5700001
1.1223094	0.0701912	0.0000000	1.5700001
1.2222833	0.0757360	0.0000000	1.5700001
1.3223933	0.0812881	0.0000000	1.5700001
1.4223084	0.0868446	0.0000000	1.5700001
1.5222935	0.0923991	0.0000000	1.5700001
1.6223532	0.0979532	0.0000000	1.5700001
1.7223652	0.1035029	0.0000000	1.5700001
1.8223521	0.1090558	0.0000000	1.5700001
1.9223613	0.1145976	0.0000000	1.5700001
2.0223140	0.1201373	0.0000000	1.5700001
