%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1492810502320436881,749,1492810502320266962,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810503321268602,750,1492810503321110010,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810504319133923,751,1492810504318979978,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810505320878826,752,1492810505320719003,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810506320810472,753,1492810506320609092,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810507321545921,754,1492810507321403026,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810508322489531,755,1492810508322294950,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810509322329725,756,1492810509322077989,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810510322111485,757,1492810510321948051,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810511317880628,758,1492810511317693948,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810512319640772,759,1492810512319463014,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810513320499712,760,1492810513320317029,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810514321332370,761,1492810514321151018,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810515321144924,762,1492810515320996046,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810516319973302,763,1492810516319818019,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810517321704894,764,1492810517321540117,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810518321516234,765,1492810518321345090,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810519320432602,766,1492810519320262908,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810520321133424,767,1492810520320996046,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492810521320908193,768,1492810521320775985,robot_frame,nan,nan,0.0,0.0,0.0,0.0
