%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1492810502435180464,8081,1492810502434921026,robot_frame,0,1,33.461043,-117.7061635,-35.1,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810503435926273,8082,1492810503435758113,robot_frame,0,1,33.4610426667,-117.706164,-35.2,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810504433816060,8083,1492810504433624982,robot_frame,0,1,33.4610431667,-117.706165333,-35.3,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810505435684107,8084,1492810505435415029,robot_frame,0,1,33.4610431667,-117.7061675,-35.5,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810506435431984,8085,1492810506435240983,robot_frame,0,1,33.4610426667,-117.706169,-35.6,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810507435262323,8086,1492810507435022115,robot_frame,0,1,33.461042,-117.706169833,-35.6,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810508437154029,8087,1492810508436907052,robot_frame,0,1,33.461042,-117.706172,-35.7,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810509436903034,8088,1492810509436705112,robot_frame,0,1,33.4610415,-117.706173,-36.0,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810510435725138,8089,1492810510435545921,robot_frame,0,1,33.4610408333,-117.706172167,-36.2,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810511432580854,8090,1492810511432317018,robot_frame,0,1,33.461039,-117.706169833,-36.2,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810512434404350,8091,1492810512434149980,robot_frame,0,1,33.4610376667,-117.706167333,-36.2,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810513435155197,8092,1492810513434979915,robot_frame,0,1,33.4610368333,-117.706165333,-36.5,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810514435987505,8093,1492810514435802936,robot_frame,0,1,33.4610341667,-117.706162167,-36.7,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810515435875594,8094,1492810515435633897,robot_frame,0,1,33.4610325,-117.70616,-36.9,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810516434681061,8095,1492810516434442996,robot_frame,0,1,33.4610318333,-117.706157667,-37.1,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810517436563853,8096,1492810517436306953,robot_frame,0,1,33.4610301667,-117.706154333,-37.3,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810518436356877,8097,1492810518436062097,robot_frame,0,1,33.4610281667,-117.7061505,-37.5,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810519435077021,8098,1492810519434873104,robot_frame,0,1,33.4610251667,-117.706146167,-37.6,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810520435901307,8099,1492810520435693025,robot_frame,0,1,33.4610231667,-117.706142,-37.8,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
1492810521435652855,8100,1492810521435475111,robot_frame,0,1,33.4610201667,-117.706137667,-37.9,1.2996,0.0,0.0,0.0,1.2996,0.0,0.0,0.0,5.1984,1
