# Time	x	y	z	roll	pitch	yaw	vx	vy	vz	
-4.5277550	-0.0000010	0.0000163	-0.3021267	-0.1824680	-0.1590789	2.0661466	0.0009560	-0.0006483	0.0018229
-4.4277599	-0.0000823	0.0004244	-0.3052351	-0.1780762	-0.1657919	2.0624807	0.0085680	-0.0038613	0.0095412
-4.3277130	-0.0004494	0.0018352	-0.3067706	-0.1759860	-0.1775648	2.0623097	0.0268310	-0.0088403	0.0198901
-4.2277399	-0.0012966	0.0048822	-0.2980590	-0.1760363	-0.1877095	2.0656102	0.0464879	-0.0156135	0.0379470
-4.1277181	-0.0022970	0.0089855	-0.3031935	-0.1789989	-0.1955623	2.0708036	0.0574469	-0.0225425	0.0563638
-4.0276063	-0.0030393	0.0130068	-0.2928916	-0.1853527	-0.2003369	2.0748477	0.0517844	-0.0281023	0.0770260
-3.9277606	-0.0029400	0.0158926	-0.2902330	-0.1926975	-0.2001825	2.0756869	0.0317387	-0.0306171	0.0841016
-3.8277245	-0.0019359	0.0170550	-0.2916058	-0.1989585	-0.1970344	2.0728946	0.0094003	-0.0268992	0.0735832
-3.7277637	-0.0006093	0.0169390	-0.2906203	-0.2023810	-0.1933926	2.0682989	-0.0017928	-0.0188661	0.0449366
-3.6277445	0.0004819	0.0168431	-0.2879628	-0.2019534	-0.1892044	2.0644639	-0.0002222	-0.0095992	0.0047631
-3.5277271	0.0009156	0.0177456	-0.2860479	-0.1981418	-0.1858437	2.0634070	0.0082246	-0.0020521	-0.0329499
-3.4277676	0.0007747	0.0198919	-0.2903036	-0.1927993	-0.1838545	2.0651656	0.0170588	-0.0001908	-0.0534037
-3.3277599	0.0003868	0.0228156	-0.2893861	-0.1885104	-0.1809906	2.0683090	0.0229255	-0.0040981	-0.0495568
-3.2277371	0.0003315	0.0264557	-0.2973555	-0.1863463	-0.1763866	2.0708452	0.0245956	-0.0112085	-0.0368144
-3.1277704	0.0007710	0.0295062	-0.2963300	-0.1862582	-0.1703623	2.0710706	0.0217172	-0.0201444	-0.0127032
-3.0277112	0.0021955	0.0325928	-0.3050524	-0.1874762	-0.1661645	2.0683703	0.0120033	-0.0261761	0.0017380
-2.9277046	0.0043101	0.0343239	-0.3040016	-0.1885894	-0.1679280	2.0634422	0.0017193	-0.0294294	0.0116853
-2.8277565	0.0067714	0.0352009	-0.3016616	-0.1886667	-0.1760657	2.0580292	-0.0039833	-0.0295845	0.0092062
-2.7277222	0.0094069	0.0361027	-0.2995704	-0.1877824	-0.1895483	2.0544855	-0.0007202	-0.0286888	0.0020410
-2.6277202	0.0117721	0.0377242	-0.2980281	-0.1867972	-0.2063801	2.0543598	0.0098414	-0.0292608	-0.0032669
-2.5277317	0.0136297	0.0401313	-0.2914978	-0.1868270	-0.2225699	2.0574984	0.0208094	-0.0316674	0.0023100
-2.4277473	0.0156698	0.0433057	-0.2961716	-0.1884414	-0.2311498	2.0621409	0.0221813	-0.0330483	0.0064124
-2.3277798	0.0176656	0.0457133	-0.2894446	-0.1912131	-0.2289435	2.0657306	0.0127294	-0.0343668	0.0208727
-2.2277535	0.0206697	0.0471673	-0.2939415	-0.1937140	-0.2184186	2.0658774	-0.0051531	-0.0332281	0.0196617
-2.1277550	0.0239437	0.0473229	-0.2919698	-0.1962053	-0.2011204	2.0624285	-0.0150550	-0.0309892	0.0131313
-2.0277281	0.0268446	0.0478349	-0.2970413	-0.1946409	-0.1791737	2.0581684	-0.0080020	-0.0263396	-0.0034142
-1.9277553	0.0290201	0.0488884	-0.2910588	-0.1932648	-0.1608033	2.0547896	0.0139384	-0.0243934	-0.0117084
-1.8277824	0.0302662	0.0522550	-0.2889094	-0.1924801	-0.1456747	2.0537363	0.0373943	-0.0253243	-0.0201385
-1.7276884	0.0308641	0.0576618	-0.2933973	-0.1908991	-0.1379432	2.0547327	0.0437805	-0.0253898	-0.0309353
-1.6277573	0.0318339	0.0626410	-0.2953531	-0.1899319	-0.1408216	2.0562946	0.0289572	-0.0250253	-0.0396413
-1.5277791	0.0338653	0.0656427	-0.2980915	-0.1882445	-0.1531078	2.0564441	-0.0008038	-0.0250987	-0.0449835
-1.4277443	0.0373856	0.0664485	-0.3041239	-0.1874225	-0.1737123	2.0542754	-0.0347992	-0.0290386	-0.0359327
-1.3277809	0.0421552	0.0641792	-0.3008631	-0.1874444	-0.1971172	2.0507200	-0.0475162	-0.0355397	-0.0050757
-1.2277524	0.0472384	0.0621608	-0.2990150	-0.1892099	-0.2156008	2.0482590	-0.0329808	-0.0408371	0.0207312
-1.1277532	0.0519043	0.0618311	-0.3035682	-0.1911252	-0.2238321	2.0480930	-0.0031121	-0.0406575	0.0174532
-1.0276611	0.0548586	0.0638216	-0.3000986	-0.1916796	-0.2213453	2.0489117	0.0196358	-0.0366467	0.0060156
-0.9277051	0.0564661	0.0673323	-0.2939249	-0.1917802	-0.2091509	2.0492567	0.0305323	-0.0309510	-0.0012140
-0.8277069	0.0575845	0.0711179	-0.2917490	-0.1927740	-0.1904348	2.0484625	0.0308116	-0.0269622	-0.0048740
-0.7275768	0.0587285	0.0751334	-0.2921392	-0.1940656	-0.1708683	2.0471503	0.0277613	-0.0250074	-0.0171253
-0.6277491	0.0602129	0.0785370	-0.2912112	-0.1944024	-0.1520841	2.0455282	0.0184657	-0.0251401	-0.0329906
-0.5277583	0.0626687	0.0797831	-0.2867267	-0.1938597	-0.1413987	2.0431852	-0.0017078	-0.0279479	-0.0324088
-0.4277619	0.0657233	0.0821481	-0.2965224	-0.1941781	-0.1418431	2.0400729	-0.0197258	-0.0311195	-0.0256047
-0.3277586	0.0696424	0.0822117	-0.2982327	-0.1953326	-0.1508927	2.0377280	-0.0205178	-0.0317241	-0.0141421
-0.2277732	0.0729419	0.0825063	-0.2987010	-0.1948211	-0.1648305	2.0372242	-0.0058563	-0.0260805	-0.0248538
-0.1277686	0.0751203	0.0838105	-0.2969597	-0.1912338	-0.1782025	2.0377060	0.0123481	-0.0178770	-0.0443198
-0.0277530	0.0760902	0.0874697	-0.3018911	-0.1863344	-0.1871337	2.0381777	0.0269382	-0.0123978	-0.0571083
0.0722478	0.0760391	0.0918138	-0.3007971	-0.1827775	-0.1909761	2.0384669	0.0355115	-0.0165218	-0.0481766
0.1722253	0.0770890	0.0965445	-0.3031935	-0.1831707	-0.1880855	2.0375615	0.0263298	-0.0279066	-0.0356347
0.2722801	0.0774990	0.0983343	-0.2900655	-0.1849981	-0.1834375	2.0313393	0.0007655	-0.0245507	-0.0122403
0.3722611	0.0803383	0.0988312	-0.3017884	-0.1880698	-0.1827031	2.0230408	-0.0260415	-0.0069204	-0.0100654
0.4724518	0.0819035	0.0952857	-0.2919698	-0.1910411	-0.1862665	2.0151824	-0.0455072	-0.0051301	0.0043978
0.5722225	0.0839701	0.0911851	-0.2879896	-0.1942317	-0.1913073	2.0090760	-0.0492863	-0.0039989	0.0028388
0.6722509	0.0863243	0.0871543	-0.2874043	-0.1957709	-0.1967630	2.0030829	-0.0441089	-0.0056646	-0.0054901
0.7722509	0.0886616	0.0844648	-0.2889094	-0.1960664	-0.1999956	1.9969354	-0.0305802	-0.0107131	-0.0140196
0.8722470	0.0906880	0.0837723	-0.2893498	-0.1963539	-0.2017584	1.9920866	-0.0074627	-0.0159607	-0.0218325
0.9722230	0.0927794	0.0851065	-0.2942027	-0.1961821	-0.1980512	1.9872062	0.0080778	-0.0202566	-0.0322783
1.0722493	0.0945921	0.0876485	-0.2900051	-0.1949780	-0.1944974	1.9817873	0.0118081	-0.0255003	-0.0338021
1.1722089	0.0972571	0.0899356	-0.2938320	-0.1923474	-0.1938758	1.9746881	-0.0021812	-0.0296034	-0.0410084
1.2723341	0.1009998	0.0911919	-0.2971546	-0.1887831	-0.1966788	1.9657588	-0.0189540	-0.0330152	-0.0478677
1.3722412	0.1051295	0.0915568	-0.2973348	-0.1850949	-0.2001879	1.9563097	-0.0242430	-0.0348221	-0.0532605
1.4722289	0.1091102	0.0923873	-0.2984441	-0.1824134	-0.2015078	1.9478103	-0.0111261	-0.0386590	-0.0562926
1.5723822	0.1129691	0.0947436	-0.2973022	-0.1817295	-0.1993342	1.9415907	0.0083503	-0.0459067	-0.0513646
1.6722184	0.1171173	0.0984910	-0.2962382	-0.1837132	-0.1946071	1.9369835	0.0196627	-0.0539152	-0.0383798
1.7723538	0.1224735	0.1025824	-0.2983684	-0.1878765	-0.1901104	1.9322898	0.0114325	-0.0630118	-0.0191183
1.8722783	0.1287039	0.1049074	-0.2999187	-0.1928033	-0.1885267	1.9255333	-0.0124568	-0.0697625	-0.0031311
1.9723026	0.1362552	0.1045011	-0.2958890	-0.1968420	-0.1880229	1.9161402	-0.0380263	-0.0734289	0.0082024
2.0723983	0.1445041	0.1028471	-0.2968586	-0.1984676	-0.1885147	1.9057153	-0.0458642	-0.0719881	-0.0019950
2.1724365	0.1521091	0.1014131	-0.2953338	-0.1978239	-0.1870384	1.8966498	-0.0321371	-0.0672629	-0.0172377
2.2722542	0.1592193	0.1014290	-0.2911978	-0.1962045	-0.1808211	1.8907953	-0.0068330	-0.0583178	-0.0295964
2.3722813	0.1648203	0.1041594	-0.2950332	-0.1951287	-0.1692093	1.8874982	0.0111921	-0.0517910	-0.0393695
2.4722742	0.1705447	0.1057408	-0.2893244	-0.1945952	-0.1630199	1.8844742	0.0097355	-0.0540657	-0.0373195
2.5722691	0.1768862	0.1079052	-0.2903669	-0.1940246	-0.1626816	1.8786899	-0.0058536	-0.0640071	-0.0419232
2.6723917	0.1851011	0.1079627	-0.2893160	-0.1923630	-0.1686753	1.8696237	-0.0258126	-0.0780373	-0.0464031
2.7721812	0.1951815	0.1075374	-0.2899290	-0.1887429	-0.1788252	1.8581771	-0.0363078	-0.0915921	-0.0505177
2.8722657	0.2048536	0.1072456	-0.2895995	-0.1871725	-0.1909972	1.8495564	-0.0317273	-0.0995109	-0.0510335
2.9722555	0.2157794	0.1079690	-0.2903127	-0.1869169	-0.1998146	1.8425818	-0.0234276	-0.1050903	-0.0451792
3.0722739	0.2276598	0.1092092	-0.2950310	-0.1894291	-0.2020785	1.8375452	-0.0208777	-0.1058468	-0.0393854
3.1722365	0.2380499	0.1103372	-0.2954348	-0.1938112	-0.1979421	1.8337374	-0.0258132	-0.1042873	-0.0353617
3.2724150	0.2487935	0.1111165	-0.2950646	-0.1977678	-0.1887344	1.8291520	-0.0271669	-0.0971011	-0.0381812
3.3724147	0.2590340	0.1119839	-0.2919698	-0.2000308	-0.1775875	1.8233819	-0.0195040	-0.0900611	-0.0433434
3.4724157	0.2682041	0.1139472	-0.2957918	-0.1985406	-0.1654220	1.8180199	-0.0021697	-0.0895001	-0.0517212
3.5722342	0.2784032	0.1167535	-0.2942908	-0.1964569	-0.1578705	1.8130036	0.0204013	-0.0963778	-0.0473972
