%time,field.control_vel,field.desired_vel,field.control_pitch,field.desired_pitch,field.control_yaw,field.desired_yaw
1492807363477969188,0,0.0,0,0.0,0,0.0
1492807363577890945,0,0.0,0,0.0,0,0.0
1492807363677968847,0,0.0,0,0.0,0,0.0
1492807363777963198,0,0.0,0,0.0,0,0.0
1492807363877941162,0,0.0,0,0.0,0,0.0
1492807363978096097,0,0.0,0,0.0,0,0.0
1492807364078000503,0,0.0,0,0.0,0,0.0
1492807364177890637,0,0.0,0,0.0,0,0.0
1492807364278012161,0,0.0,0,0.0,0,0.0
1492807364377837261,0,0.0,0,0.0,0,0.0
1492807364477839446,0,0.0,0,0.0,0,0.0
1492807364577924548,0,0.0,0,0.0,0,0.0
1492807364677923340,0,0.0,0,0.0,0,0.0
1492807364777948273,0,0.0,0,0.0,0,0.0
1492807364877933807,0,0.0,0,0.0,0,0.0
1492807364977968090,0,0.0,0,0.0,0,0.0
1492807365077962785,0,0.0,0,0.0,0,0.0
1492807365177955516,0,0.0,0,0.0,0,0.0
1492807365277854528,0,0.0,0,0.0,0,0.0
1492807365377953396,0,0.0,0,0.0,0,0.0
1492807365477900618,0,0.0,0,0.0,0,0.0
1492807365577944693,0,0.0,0,0.0,0,0.0
1492807365677903641,0,0.0,0,0.0,0,0.0
1492807365777900830,0,0.0,0,0.0,0,0.0
1492807365877932375,0,0.0,0,0.0,0,0.0
1492807365977869111,0,0.0,0,0.0,0,0.0
1492807366077990634,0,0.0,0,0.0,0,0.0
1492807366177904190,0,0.0,0,0.0,0,0.0
1492807366277933229,0,0.0,0,0.0,0,0.0
1492807366377937039,0,0.0,0,0.0,0,0.0
1492807366477913454,0,0.0,0,0.0,0,0.0
1492807366577946277,0,0.0,0,0.0,0,0.0
1492807366677930530,0,0.0,0,0.0,0,0.0
1492807366777876710,0,0.0,0,0.0,0,0.0
1492807366877938297,0,0.0,0,0.0,0,0.0
1492807366977995631,0,0.0,0,0.0,0,0.0
1492807367077929228,0,0.0,0,0.0,0,0.0
1492807367177935052,0,0.0,0,0.0,0,0.0
1492807367277960093,0,0.0,0,0.0,0,0.0
1492807367377954627,0,0.0,0,0.0,0,0.0
1492807367477951448,0,0.0,0,0.0,0,0.0
1492807367577920981,0,0.0,0,0.0,0,0.0
1492807367677956086,0,0.0,0,0.0,0,0.0
1492807367777923799,0,0.0,0,0.0,0,0.0
1492807367877929535,0,0.0,0,0.0,0,0.0
1492807367977975255,0,0.0,0,0.0,0,0.0
1492807368078041325,1,0.00257240561768,0,0.0,1,1.57000005245
1492807368178070320,1,0.00592717248946,0,0.0,1,1.57000005245
1492807368278062328,1,0.00929572619498,0,0.0,1,1.57000005245
1492807368378016448,1,0.0126776350662,0,0.0,1,1.57000005245
1492807368478055888,1,0.0160735305399,0,0.0,1,1.57000005245
1492807368578027865,1,0.0194810815156,0,0.0,1,1.57000005245
1492807368678045326,1,0.0228975806385,0,0.0,1,1.57000005245
1492807368778022219,1,0.0263271573931,0,0.0,1,1.57000005245
1492807368878051488,1,0.0297643337399,0,0.0,1,1.57000005245
1492807368977978746,1,0.0332076139748,0,0.0,1,1.57000005245
1492807369078029785,1,0.0366582646966,0,0.0,1,1.57000005245
1492807369177999478,1,0.0401151888072,0,0.0,1,1.57000005245
1492807369278085895,1,0.0435816198587,0,0.0,1,1.57000005245
1492807369378039782,1,0.0470466837287,0,0.0,1,1.57000005245
1492807369478096522,1,0.0505166202784,0,0.0,1,1.57000005245
1492807369577985734,1,0.0539874099195,0,0.0,1,1.57000005245
1492807369677979873,1,0.0574591942132,0,0.0,1,1.57000005245
1492807369778080986,1,0.0609311573207,0,0.0,1,1.57000005245
1492807369878055421,1,0.0644007325172,0,0.0,1,1.57000005245
1492807369978081940,1,0.0678718537092,0,0.0,1,1.57000005245
1492807370078046148,1,0.0713372305036,0,0.0,1,1.57000005245
1492807370177976193,1,0.0747966319323,0,0.0,1,1.57000005245
1492807370277961763,1,0.0782531052828,0,0.0,1,1.57000005245
1492807370378082797,1,0.0817063823342,0,0.0,1,1.57000005245
1492807370478075789,1,0.0851504057646,0,0.0,1,1.57000005245
1492807370577969932,1,0.0885818973184,0,0.0,1,1.57000005245
1492807370678053966,1,0.0920091941953,0,0.0,1,1.57000005245
1492807370778049122,1,0.095422975719,0,0.0,1,1.57000005245
1492807370878019800,1,0.0988316833973,0,0.0,1,1.57000005245
1492807370977993608,1,0.102221250534,0,0.0,1,1.57000005245
1492807371078060436,1,0.105601005256,0,0.0,1,1.57000005245
1492807371178002832,1,0.108967766166,0,0.0,1,1.57000005245
1492807371277977311,1,0.112318582833,0,0.0,1,1.57000005245
1492807371378013651,1,0.115651488304,0,0.0,1,1.57000005245
1492807371478076406,1,0.118969522417,0,0.0,1,1.57000005245
