%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1492807364394470438,405,1492807364394216060,robot_frame,1492807368000000000,robot_frame
1492807365394267921,406,1492807365394068956,robot_frame,1492807369000000000,robot_frame
1492807366390023837,407,1492807366389820098,robot_frame,1492807370000000000,robot_frame
1492807367393929882,408,1492807367393671989,robot_frame,1492807371000000000,robot_frame
1492807368392671754,409,1492807368392455101,robot_frame,1492807372000000000,robot_frame
1492807369391580303,410,1492807369391326904,robot_frame,1492807373000000000,robot_frame
1492807370394377782,411,1492807370394107103,robot_frame,1492807374000000000,robot_frame
1492807371395274153,412,1492807371394979953,robot_frame,1492807375000000000,robot_frame
1492807372395013095,413,1492807372394716978,robot_frame,1492807376000000000,robot_frame
1492807373394799326,414,1492807373394550085,robot_frame,1492807377000000000,robot_frame
1492807374391597629,415,1492807374391346931,robot_frame,1492807378000000000,robot_frame
1492807375392423051,416,1492807375392146110,robot_frame,1492807379000000000,robot_frame
1492807376392145324,417,1492807376391894102,robot_frame,1492807380000000000,robot_frame
1492807377391869339,418,1492807377391653060,robot_frame,1492807381000000000,robot_frame
1492807378395934382,419,1492807378395500898,robot_frame,1492807382000000000,robot_frame
1492807379394537389,420,1492807379394280910,robot_frame,1492807383000000000,robot_frame
1492807380393376040,421,1492807380393182039,robot_frame,1492807384000000000,robot_frame
1492807381395262904,422,1492807381395014047,robot_frame,1492807385000000000,robot_frame
1492807382393946414,423,1492807382393768072,robot_frame,1492807386000000000,robot_frame
1492807383391826674,424,1492807383391515970,robot_frame,1492807387000000000,robot_frame
1492807384393559389,425,1492807384393290042,robot_frame,1492807388000000000,robot_frame
1492807385394362049,426,1492807385394103050,robot_frame,1492807389000000000,robot_frame
1492807386394156081,427,1492807386393898963,robot_frame,1492807390000000000,robot_frame
1492807387393831072,428,1492807387393625020,robot_frame,1492807391000000000,robot_frame
1492807388390778778,429,1492807388390543937,robot_frame,1492807392000000000,robot_frame
1492807389396566802,430,1492807389396308898,robot_frame,1492807393000000000,robot_frame
1492807390393226569,431,1492807390393032073,robot_frame,1492807394000000000,robot_frame
1492807391394044408,432,1492807391393848896,robot_frame,1492807395000000000,robot_frame
1492807392393854084,433,1492807392393605947,robot_frame,1492807396000000000,robot_frame
1492807393394739195,434,1492807393394448995,robot_frame,1492807397000000000,robot_frame
1492807394395445485,435,1492807394395212888,robot_frame,1492807398000000000,robot_frame
1492807395394267751,436,1492807395394032955,robot_frame,1492807399000000000,robot_frame
1492807396395000003,437,1492807396394778966,robot_frame,1492807400000000000,robot_frame
1492807397394961114,438,1492807397394668102,robot_frame,1492807401000000000,robot_frame
