%time,field.P_vel,field.I_vel,field.D_vel,field.P_pitch,field.I_pitch,field.D_pitch,field.P_yaw,field.I_yaw,field.D_yaw
1492807363455679814,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807363555607405,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807363655613337,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807363755575392,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807363855569657,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807363955689448,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807364055574010,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807364155584213,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807364255735029,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807364355632651,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807364455610396,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807364555735273,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807364655747985,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807364755545044,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807364855574468,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807364955678587,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807365055631020,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807365155591578,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807365255558630,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807365355585787,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807365455644304,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807365555654142,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807365655647313,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807365755752579,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807365855642978,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807365955633726,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807366055822692,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807366155729628,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807366255671752,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807366355664751,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807366455738118,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807366555530825,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807366655755041,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807366755656479,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492807366855535315,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
