%time,field.data
1492807363456019716,0.0
1492807363555806536,0.0
1492807363655847191,0.0
1492807363755779738,0.0
1492807363855809798,0.0
1492807363956500512,0.0
1492807364055827560,0.0
1492807364155932199,0.0
1492807364256485290,0.0
1492807364355803017,0.0
1492807364455793032,0.0
1492807364555828433,0.0
1492807364655907261,0.0
1492807364755990722,0.0
1492807364855822090,0.0
1492807364955834847,0.0
1492807365055811809,0.0
1492807365155774057,0.0
1492807365255787116,0.0
1492807365355917685,0.0
1492807365455802791,0.0
1492807365555804159,0.0
1492807365655859321,0.0
1492807365755937212,0.0
1492807365855775082,0.0
1492807365955832263,0.0
1492807366055945051,0.0
1492807366155796772,0.0
1492807366255798755,0.0
1492807366355767175,0.0
1492807366455767533,0.0
1492807366556066709,0.0
1492807366655878511,0.0
1492807366755832630,0.0
1492807366855827032,0.0
1492807366955806985,0.0
1492807367055782615,0.0
1492807367155856939,0.0
1492807367255827108,0.0
1492807367355816049,0.0
1492807367455934364,0.0
1492807367555840046,0.0
1492807367655810768,0.0
1492807367755806659,0.0
1492807367855874792,0.0
1492807367955852735,0.0
1492807368055761092,0.0
1492807368155809298,-7.61278629303
1492807368255843369,-7.62020540237
1492807368355829830,-4.74837255478
1492807368455782955,1.36690664291
1492807368555939916,6.54994440079
1492807368655780314,10.8517456055
1492807368755867551,13.5381422043
1492807368855794649,13.8152990341
1492807368955760786,11.5839548111
1492807369056041729,9.49105262756
1492807369155840000,8.72535800934
1492807369255809592,8.99512958527
1492807369355829700,10.4891490936
1492807369455769350,11.7622842789
1492807369555806379,12.9072742462
1492807369655836435,12.8843221664
1492807369755890189,12.147482872
1492807369855919688,11.4211206436
1492807369955769422,11.3972558975
1492807370055793028,12.0159130096
1492807370155847541,13.0819120407
1492807370255806831,13.8893899918
1492807370355758974,13.9133577347
1492807370455745677,13.8264932632
1492807370555950089,13.8256368637
1492807370655851940,13.2147016525
1492807370755982813,13.0222129822
1492807370855893716,13.4658670425
1492807370955714895,13.7060623169
1492807371055931209,13.7656946182
1492807371155935795,13.6606082916
1492807371255875348,13.2619037628
1492807371355951555,12.3964004517
1492807371455809240,11.7642068863
1492807371555833736,11.3159389496
1492807371655888553,10.7655096054
1492807371755816439,10.5868396759
1492807371855937523,10.5265922546
1492807371955801706,10.1459608078
1492807372055802249,10.1537065506
1492807372155789776,10.3756780624
1492807372255833436,10.3938627243
1492807372355860035,9.52160453796
1492807372456024133,7.97557497025
1492807372555774745,6.8815536499
1492807372655912415,5.93149757385
1492807372755820443,5.41526222229
1492807372855758827,5.29737472534
1492807372955764696,4.84145498276
1492807373055795560,5.10865831375
1492807373155897776,5.81414842606
1492807373256003512,6.5686583519
1492807373355980450,6.96874332428
1492807373455814939,6.71931838989
1492807373555887821,5.93915319443
1492807373655822268,3.16783022881
1492807373755952703,0.5574888587
1492807373856044589,-1.65339159966
1492807373955798244,-3.57587194443
1492807374055819600,-3.63491201401
1492807374155792158,-3.0300590992
1492807374255788391,-2.11631774902
1492807374355805868,-0.80039870739
1492807374455741995,0.40095192194
1492807374555875344,1.56262588501
1492807374655899285,2.30774664879
1492807374755793205,2.2082669735
1492807374855885957,2.2495303154
1492807374955850591,1.73414754868
1492807375055795005,1.13123893738
1492807375155876959,0.643517971039
1492807375255856253,0.214314311743
1492807375355826646,0.168494746089
1492807375455767527,0.140718832612
1492807375555925025,0.521502614021
1492807375655787023,1.19264471531
1492807375755754745,1.88962674141
1492807375855802887,2.33733654022
1492807375955804580,2.13680672646
1492807376055830949,1.94124865532
1492807376155933475,1.3927680254
1492807376255774589,0.971564948559
1492807376355812692,0.908139884472
1492807376455832857,0.667042553425
1492807376555984047,0.493483901024
1492807376655906976,0.515105605125
1492807376755907087,0.801068425179
1492807376855868705,0.948204100132
1492807376955874428,1.05429136753
1492807377055897814,1.32057523727
1492807377155961900,1.68789279461
1492807377255775297,1.92293226719
1492807377355893962,1.92416501045
1492807377455887063,1.30831933022
1492807377555813674,0.837783277035
1492807377655974663,0.36008015275
1492807377755848672,-0.616848349571
1492807377855780373,-1.44645822048
1492807377955854209,-1.79706144333
1492807378055877570,-1.84950971603
1492807378155803327,-0.936796665192
1492807378255790254,0.492410331964
1492807378355752074,1.54244828224
1492807378455807424,2.25478005409
1492807378555933685,2.17906522751
1492807378655995353,2.05021262169
1492807378755912234,1.51451742649
1492807378855845383,0.612017512321
1492807378955892695,-0.263784736395
1492807379055805081,-1.34891092777
1492807379155878160,-1.40712630749
1492807379255855470,-1.58855867386
1492807379355792495,-1.86766469479
1492807379455771666,-1.47787082195
1492807379555863005,-0.905011594296
1492807379655821360,-0.520483493805
1492807379755798096,-0.38336879015
1492807379855957873,-0.445548087358
1492807379955926779,-0.666441738605
1492807380055770163,-0.936101734638
1492807380155994914,-0.940968334675
1492807380255784087,-0.583698451519
1492807380355788045,0.134708464146
1492807380455901663,0.395876228809
1492807380555984603,0.217820227146
1492807380655849104,-0.38983169198
1492807380755813523,-1.07475447655
1492807380855887077,-1.58528089523
1492807380955849378,-1.88895130157
1492807381055856838,-1.62726187706
1492807381155788501,-1.02058768272
1492807381255820840,-0.337250620127
1492807381356022208,0.564268410206
1492807381455877112,0.475291848183
1492807381555844547,0.132426634431
1492807381656176018,-0.484322577715
1492807381755821631,-1.45610201359
1492807381855953976,-2.20922756195
1492807381955944525,-2.99018597603
1492807382055842935,-3.08912110329
1492807382155862157,-3.1386475563
1492807382255806895,-2.86167907715
1492807382356061954,-2.33189606667
1492807382455877999,-1.95399332047
1492807382555943294,-1.15220189095
1492807382656087624,-0.803967297077
1492807382756096120,-1.04723024368
1492807382855936035,-1.53926098347
1492807382955934461,-2.41178131104
1492807383055942518,-3.05439424515
1492807383155789875,-3.44014358521
1492807383255955545,-3.93087339401
1492807383355867178,-3.93667411804
1492807383455976583,-3.69386672974
1492807383555765846,-2.99288702011
1492807383655764081,-2.12758302689
1492807383755776640,-1.73823046684
1492807383855880532,-1.51575613022
1492807383955988558,-1.73159646988
1492807384056046510,-2.20150136948
1492807384155931555,-2.58171772957
1492807384255885163,-3.07305526733
1492807384355809710,-3.2682595253
1492807384455790002,-3.2155611515
1492807384555895811,-2.97723984718
1492807384655823169,-2.87002921104
1492807384755875207,-2.80697846413
1492807384855928926,-2.76521849632
1492807384955802594,-2.67228269577
1492807385055767987,-2.57558774948
1492807385155951230,-2.62312889099
1492807385255743850,-2.57424664497
1492807385355855514,-2.97675895691
1492807385455819392,-3.55283355713
1492807385555908888,-4.37854385376
1492807385655854848,-5.0202832222
1492807385755967000,-5.37521409988
1492807385855767033,-5.63880491257
1492807385955916659,-5.332508564
1492807386056033725,-4.52537918091
1492807386155792602,-3.63377475739
1492807386255765901,-2.48366475105
1492807386355701877,-2.18879151344
1492807386455880871,-2.03495335579
1492807386556007317,-2.29922533035
1492807386655945790,-2.87209558487
1492807386755856948,-3.18870592117
1492807386855788292,-3.74178957939
1492807386955866179,-4.16361951828
1492807387055872724,-4.36085987091
1492807387155925809,-4.84806251526
1492807387255969818,-5.62550640106
1492807387355848984,-6.20298576355
1492807387455863592,-6.17290019989
1492807387555836430,-5.26823425293
1492807387655918351,-4.2028427124
1492807387755818827,-3.41808533669
1492807387855947365,-2.45177459717
1492807387955840171,-1.52108883858
1492807388055904749,-1.17388081551
1492807388155837932,-1.43519854546
1492807388255779275,-1.84480810165
1492807388356037435,-2.45060181618
1492807388455817933,-3.1453473568
1492807388555794282,-3.49226117134
1492807388655724500,-3.5836892128
1492807388756086817,-3.40968179703
1492807388855861640,-3.00499415398
1492807388955879440,-2.77795052528
1492807389055871298,-2.73087596893
1492807389155814757,-2.70143604279
1492807389255788309,-2.89101243019
1492807389356019372,-3.19045448303
1492807389455801490,-3.47827076912
1492807389555747068,-3.38302230835
1492807389655856060,-3.17132592201
1492807389755838011,-2.73770785332
1492807389855811494,-2.33791255951
1492807389955860057,-2.03982686996
1492807390055876942,-1.66920042038
1492807390155789032,-1.73227357864
1492807390255805887,-1.83242571354
1492807390355872696,-1.66680502892
1492807390455864763,-1.60602390766
1492807390555897325,-1.64710974693
1492807390655738090,-1.56485950947
1492807390755847730,-1.45721793175
1492807390855833724,-1.36975586414
1492807390955819419,-1.51371502876
1492807391055837561,-1.89780557156
1492807391155877368,-1.68968725204
1492807391256037015,-1.27786052227
1492807391355875503,-0.877269387245
1492807391455882074,-0.657900869846
1492807391555898870,-0.676379799843
1492807391655854048,-0.862069249153
1492807391755814292,-1.32766675949
1492807391855812145,-1.89578938484
1492807391955843907,-2.57437205315
1492807392055873902,-3.25124907494
1492807392155842325,-3.32099342346
1492807392255872861,-2.87917733192
1492807392355792004,-2.07985019684
1492807392455849090,-1.65469372272
1492807392555808930,-1.38175547123
1492807392655773707,-1.4471668005
1492807392755906422,-1.81448423862
1492807392855884314,-2.21379518509
1492807392955748290,-2.56702256203
1492807393055957478,-2.15509915352
1492807393155820129,-1.38675093651
1492807393255913110,-0.375673413277
1492807393355838017,0.532288968563
1492807393455902053,0.310346782207
1492807393556031043,-0.799548625946
1492807393655921891,-2.33472895622
1492807393755779524,-3.51801085472
1492807393855872831,-3.68851709366
1492807393955787398,-3.08876180649
1492807394055963339,-2.35845637321
1492807394155774710,-1.82760572433
1492807394255871349,-1.39415705204
1492807394355981813,-1.54792678356
1492807394455858787,-1.89476752281
1492807394555839653,-2.4402551651
1492807394655937380,-2.9750752449
1492807394755766165,-3.28530454636
1492807394855833846,-3.22717308998
1492807394955835075,-2.63356542587
1492807395055839179,-2.08661842346
1492807395155884645,-1.57484197617
1492807395256669600,-1.38702225685
1492807395355876342,-1.53360450268
1492807395455928069,-1.86194396019
1492807395555915656,-2.1318461895
1492807395655844962,-2.1104388237
1492807395755831213,-2.00866007805
1492807395855828131,-1.81014859676
1492807395955795097,-1.50411736965
1492807396055822052,-1.01252484322
1492807396155982064,-0.505889892578
1492807396256246119,-0.117022939026
1492807396355873933,-0.0978898778558
1492807396455918036,-0.680002212524
1492807396555769137,-1.12982344627
1492807396655866377,-1.69999802113
1492807396755839149,-2.07783389091
1492807396855877599,-2.23410725594
1492807396955833430,-2.12981534004
1492807397055825094,-2.09096002579
1492807397155951786,-2.09889388084
1492807397255876601,-2.26738786697
1492807397355852865,-2.26200699806
1492807397455867549,-2.33990550041
1492807397555886509,-2.2043838501
1492807397655855004,-1.95016646385
1492807397755898262,-1.8412245512
1492807397855979881,-1.71789622307
1492807397955836594,-1.73736715317
1492807398055855658,-1.99492371082
1492807398102037219,0.0
