%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1492807364279735932,403,1492807364279576063,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807365279540213,404,1492807365279390096,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807366275312366,405,1492807366275142908,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807367279085490,406,1492807367278959989,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807368278885981,407,1492807368278760910,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807369277858333,408,1492807369277672052,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807370279637308,409,1492807370279484033,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807371281468450,410,1492807371281332015,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807372280225416,411,1492807372280081033,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807373280024244,412,1492807373279877901,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807374276868523,413,1492807374276716947,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807375277705898,414,1492807375277524948,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807376277410404,415,1492807376277260065,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807377277264523,416,1492807377277091979,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807378280943045,417,1492807378280803918,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807379279816852,418,1492807379279680013,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807380278616279,419,1492807380278481006,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807381280386869,420,1492807381280253887,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807382279201526,421,1492807382279072999,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807383277079869,422,1492807383276875972,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807384278743501,423,1492807384278618097,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807385279628828,424,1492807385279475927,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807386279334611,425,1492807386279180049,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807387279147316,426,1492807387279009103,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807388276032294,427,1492807388275851011,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807389281763334,428,1492807389281615018,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807390278510903,429,1492807390278366088,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807391279304214,430,1492807391279177904,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807392280169823,431,1492807392279977083,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807393279884556,432,1492807393279742956,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807394280688945,433,1492807394280560970,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807395279501087,434,1492807395279347896,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807396280264632,435,1492807396280134916,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492807397280152565,436,1492807397279975891,robot_frame,nan,nan,0.0,0.0,0.0,0.0
