%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1492807364394434356,4943,1492807364394216060,robot_frame,0,1,33.4610305,-117.706119167,-36.2,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807365394267924,4944,1492807365394068956,robot_frame,0,1,33.4610288333,-117.706118667,-36.2,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807366390067642,4945,1492807366389820098,robot_frame,0,1,33.4610278333,-117.706118833,-36.3,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807367393854931,4946,1492807367393671989,robot_frame,0,1,33.461027,-117.706118667,-36.3,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807368392621079,4947,1492807368392455101,robot_frame,0,1,33.4610258333,-117.706119167,-36.4,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807369391501039,4948,1492807369391326904,robot_frame,0,1,33.4610241667,-117.706119667,-36.5,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807370394382532,4949,1492807370394107103,robot_frame,0,1,33.4610226667,-117.7061205,-36.5,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807371395191877,4950,1492807371394979953,robot_frame,0,1,33.461022,-117.706121333,-36.5,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807372394937177,4951,1492807372394716978,robot_frame,0,1,33.4610215,-117.706122,-36.6,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807373394809636,4952,1492807373394550085,robot_frame,0,1,33.4610205,-117.706121667,-36.6,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807374391526854,4953,1492807374391346931,robot_frame,0,1,33.4610193333,-117.7061205,-36.6,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807375392365216,4954,1492807375392146110,robot_frame,0,1,33.4610183333,-117.706119333,-36.7,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807376392095100,4955,1492807376391894102,robot_frame,0,1,33.4610175,-117.706118333,-36.8,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807377391874918,4956,1492807377391653060,robot_frame,0,1,33.4610168333,-117.706117667,-36.8,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807378395706181,4957,1492807378395500898,robot_frame,0,1,33.4610158333,-117.706116,-36.8,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807379394453738,4958,1492807379394280910,robot_frame,0,1,33.461014,-117.706114667,-36.7,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807380393419470,4959,1492807380393182039,robot_frame,0,1,33.4610123333,-117.706113833,-36.7,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807381395200729,4960,1492807381395014047,robot_frame,0,1,33.461011,-117.7061125,-36.7,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807382393971286,4961,1492807382393768072,robot_frame,0,1,33.4610096667,-117.706111333,-36.7,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807383391761667,4962,1492807383391515970,robot_frame,0,1,33.4610083333,-117.706111,-36.7,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807384393566664,4963,1492807384393290042,robot_frame,0,1,33.4610071667,-117.706110667,-36.7,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807385394369703,4964,1492807385394103050,robot_frame,0,1,33.461007,-117.706110667,-36.8,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807386394162499,4965,1492807386393898963,robot_frame,0,1,33.4610071667,-117.706109833,-36.9,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807387393806306,4966,1492807387393625020,robot_frame,0,1,33.461007,-117.706109833,-37.0,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807388390837161,4967,1492807388390543937,robot_frame,0,1,33.4610068333,-117.70611,-37.0,0.9409,0.0,0.0,0.0,0.9409,0.0,0.0,0.0,3.7636,1
1492807389396523043,4968,1492807389396308898,robot_frame,0,1,33.4610066667,-117.7061105,-37.0,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807390393235437,4969,1492807390393032073,robot_frame,0,1,33.4610068333,-117.706111333,-37.1,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807391394080875,4970,1492807391393848896,robot_frame,0,1,33.4610075,-117.706112,-37.2,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807392393804995,4971,1492807392393605947,robot_frame,0,1,33.4610085,-117.706111833,-37.3,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807393394627769,4972,1492807393394448995,robot_frame,0,1,33.4610095,-117.706111667,-37.2,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807394395349351,4973,1492807394395212888,robot_frame,0,1,33.4610106667,-117.706111333,-37.3,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807395394277106,4974,1492807395394032955,robot_frame,0,1,33.4610115,-117.706111167,-37.4,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807396395007900,4975,1492807396394778966,robot_frame,0,1,33.4610128333,-117.706110833,-37.4,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
1492807397394853127,4976,1492807397394668102,robot_frame,0,1,33.4610143333,-117.706110667,-37.4,0.8281,0.0,0.0,0.0,0.8281,0.0,0.0,0.0,3.3124,1
