%time,field.vel,field.pitch,field.yaw,field.test_length,field.setup_time
1492807363477874655,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807363577748509,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807363677818815,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807363777785052,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807363877925293,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807363977988907,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807364077815552,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807364177694618,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807364277790178,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807364377928139,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807364477816803,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807364577732080,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807364677796265,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807364777733848,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807364877963589,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807364977786262,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807365077820199,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807365177850268,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807365277826615,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807365377861226,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807365477894966,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807365577872970,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807365677738775,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807365777819734,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807365877758305,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807365977733993,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807366077782033,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807366177836726,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807366277814365,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807366377838556,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807366477748255,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807366577856631,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807366677834864,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807366777752095,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807366877888943,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807366977969126,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807367077904903,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807367177878246,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807367277815980,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807367377923249,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807367477839237,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807367577849176,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807367677808477,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807367777881851,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807367877761549,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807367977825206,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807368077802253,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807368177948165,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807368277775293,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807368378005904,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807368477772279,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807368577978598,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807368677729362,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807368778014899,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807368877959580,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807368977988516,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807369078002737,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807369178020555,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807369277812407,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807369377983785,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807369477789939,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807369577778392,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807369678058964,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807369778055363,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807369877965348,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
1492807369977794888,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (30.0, 1.57),30.0,5.0
