# Time	x	y	z	roll	pitch	yaw	vx	vy	vz	
-4.5405796	-0.0000000	0.0000000	-0.2787053	-0.1927483	-0.1731168	2.4961292	-0.0000000	0.0000000	-0.0000000
-4.4406574	0.0000207	-0.0000088	-0.2736048	-0.1931609	-0.1712817	2.4951763	-0.0008466	0.0002305	-0.0019232
-4.3406630	-0.0000588	0.0000639	-0.2778305	-0.1932512	-0.1690442	2.4944520	0.0015935	0.0011837	-0.0058362
-4.2406802	-0.0004148	0.0002967	-0.2780393	-0.1930561	-0.1668635	2.4942095	0.0048071	0.0021890	-0.0084102
-4.1407219	-0.0012794	0.0009042	-0.2789322	-0.1924907	-0.1648506	2.4943067	0.0093842	0.0022350	-0.0112288
-4.0406543	-0.0020756	0.0015102	-0.2769630	-0.1921655	-0.1641062	2.4944325	0.0119534	0.0016736	-0.0118791
-3.9407365	-0.0035587	0.0027082	-0.2776833	-0.1922507	-0.1639002	2.4949625	0.0164790	0.0020243	-0.0133244
-3.8406618	-0.0052473	0.0039923	-0.2768988	-0.1934948	-0.1636429	2.4960366	0.0223657	0.0023911	-0.0123341
-3.7406833	-0.0068970	0.0052387	-0.2769046	-0.1947145	-0.1635480	2.4972824	0.0260256	0.0020812	-0.0109551
-3.6406912	-0.0094083	0.0071371	-0.2787053	-0.1957392	-0.1640472	2.4989122	0.0258975	0.0023192	-0.0104916
-3.5406907	-0.0113645	0.0084073	-0.2789290	-0.1963980	-0.1675692	2.4993383	0.0165726	0.0046229	-0.0099638
-3.4405105	-0.0123525	0.0088092	-0.2789710	-0.1960660	-0.1715891	2.4986585	0.0060924	0.0054798	-0.0076016
-3.3406520	-0.0127984	0.0083887	-0.2756433	-0.1951143	-0.1771969	2.4968778	-0.0054902	0.0057950	-0.0024163
-3.2405778	-0.0127867	0.0075524	-0.2747773	-0.1950766	-0.1839593	2.4954882	-0.0053363	0.0073166	-0.0030594
-3.1403830	-0.0132598	0.0072132	-0.2759886	-0.1950048	-0.1852227	2.4955328	0.0049108	0.0095632	-0.0092611
-3.0407324	-0.0154542	0.0076026	-0.2737200	-0.1951428	-0.1803257	2.4975681	0.0250724	0.0118677	-0.0189062
-2.9406940	-0.0187821	0.0089079	-0.2691958	-0.1951060	-0.1704868	2.5003107	0.0385374	0.0117697	-0.0267486
-2.8406682	-0.0218422	0.0109166	-0.2769186	-0.1947055	-0.1609657	2.5020069	0.0384822	0.0116856	-0.0378648
