# Time	Input
-4.6995996	0.0000000
-4.5996329	0.0000000
-4.4996524	0.0000000
-4.3994957	0.0000000
-4.2996726	0.0000000
-4.1995505	0.0000000
-4.0996790	0.0000000
-3.9995694	0.0000000
-3.8996826	0.0000000
-3.7995830	0.0000000
-3.6995953	0.0000000
-3.5996216	0.0000000
-3.4996037	0.0000000
-3.3996398	0.0000000
-3.2997156	0.0000000
-3.1996631	0.0000000
-3.0996913	0.0000000
-2.9995607	0.0000000
-2.8996608	0.0000000
-2.7996490	0.0000000
-2.6996321	0.0000000
-2.5996037	0.0000000
-2.4995776	0.0000000
-2.3997161	0.0000000
-2.2996662	0.0000000
-2.1995315	0.0000000
-2.0996695	0.0000000
-1.9995507	0.0000000
-1.8997827	0.0000000
-1.7995377	0.0000000
-1.6996019	0.0000000
-1.5996751	0.0000000
-1.4996334	0.0000000
-1.3996419	0.0000000
-1.2997140	0.0000000
-1.1996608	0.0000000
-1.0996247	0.0000000
-0.9995735	0.0000000
-0.8997363	0.0000000
-0.7996705	0.0000000
-0.6996536	0.0000000
-0.5995853	0.0000000
-0.4996613	0.0000000
-0.3997297	0.0000000
-0.2996029	0.0000000
-0.1995156	0.0000000
-0.0996375	0.0000000
0.0003991	35.0000000
0.1004956	35.0000000
0.2003986	35.0000000
0.3004465	26.7660255
0.4003425	25.1077938
0.5003901	27.4005241
0.6003756	28.7430096
0.7003479	28.6956940
0.8004006	29.0799465
0.9003697	27.7696419
1.0003410	25.5584621
1.1004910	26.0491905
1.2003515	26.1187439
1.3003558	24.7159348
1.4003479	23.2927818
1.5003284	22.5356255
1.6002542	20.0887432
1.7005880	17.5872993
1.8004150	17.7741508
1.9002565	16.6528530
2.0004147	16.5000210
2.1004493	17.7044487
2.2002452	16.6996708
2.3003028	16.0763493
2.4003185	17.2453823
2.5003384	15.0009136
2.6002790	14.2434883
2.7002906	13.6241875
2.8003592	16.3016644
2.9003674	16.1909962
3.0002936	13.8270903
3.1002650	14.3517170
3.2003261	12.1607504
3.3003272	9.9565573
3.4003410	10.8307304
3.5003666	12.5506220
3.6004022	11.0611849
3.7003717	11.4500637
3.8003466	11.7803698
3.9002550	9.3305397
4.0003607	9.1562300
4.1003476	10.3567581
4.2003476	8.9552813
4.3003069	8.8111677
4.4003005	9.8905172
4.5003374	8.2612476
4.6003103	7.3781381
4.7002286	8.4363890
4.8003648	7.6132603
4.9003773	7.4754591
5.0003005	8.9929762
5.1004106	8.7727003
5.2003804	9.5384808
5.3003799	9.5474558
5.4003446	11.1771269
5.5003807	10.3383808
5.6003604	8.1706409
5.7003610	8.5531225
5.8003284	7.2647500
5.9002493	6.4190173
6.0003692	8.2652807
6.1003543	8.5561018
6.2003231	8.3346224
6.3003197	9.2540522
6.4003064	8.3283577
6.5003098	6.7428722
6.6003164	6.4126763
6.7003351	6.7007475
6.8003446	5.7050972
6.9002885	6.1501060
7.0003264	7.7459445
7.1003543	8.3871355
7.2002094	9.2040091
7.3003471	9.8064404
7.4004150	8.4315395
7.5005007	7.1002460
7.6004311	7.5412307
7.7003244	7.2017155
7.8003740	7.5855546
7.9003464	8.7981462
8.0003392	9.1056433
8.1004301	9.0357485
8.2003479	7.2658167
8.3003750	6.8882542
8.4003684	5.1265888
8.5004449	3.9953775
8.6003149	5.3642483
8.7002844	6.5893750
8.8003924	8.7327776
8.9002506	9.7774086
9.0002865	9.9215221
9.1003776	8.3071527
9.2004718	7.8132944
9.3005998	7.6855073
9.4003274	8.3073883
9.5004879	9.2881289
9.6003761	9.0460577
9.7003415	7.3763247
9.8005765	6.8643208
9.9004188	6.4679112
10.0004099	6.5754147
10.1003991	7.0273952
10.2003205	7.4925184
10.3003497	7.7065868
10.4004367	7.2926607
10.5004820	6.6951084
10.6003548	5.3934288
10.7003277	3.8050570
10.8003927	4.9868274
10.9003169	5.6997204
11.0003200	7.1321545
11.1003400	8.0409269
11.2003310	8.0753517
11.3003425	7.6332760
11.4002913	7.0683808
11.5003215	7.1971483
11.6003292	6.7184863
11.7004280	6.0903316
11.8003784	5.7156687
11.9003018	4.2372422
12.0003517	2.8319423
12.1004403	3.6358254
12.2003802	5.3256974
12.3003433	8.0448503
12.4003599	9.9983473
12.5002857	11.1197948
12.6003732	10.5706396
12.7004398	10.0446386
12.8003978	8.9052448
12.9003013	8.0328264
13.0002693	7.3888669
13.1003218	6.9795828
13.2003146	5.9061017
13.3002519	4.6885548
13.4003907	4.6132956
13.5003310	4.5365720
13.6002783	6.0521502
13.7003297	8.0340977
13.8003448	9.5152349
13.9003226	10.1825581
14.0003640	10.1373386
14.1003617	9.2861643
14.2003681	8.1308517
14.3003441	6.9069161
14.4003172	6.4375567
14.5003771	6.2272019
14.6003630	6.1255655
14.7005542	6.5678105
14.8003236	6.9422536
14.9003602	7.2362933
15.0004398	7.4568801
15.1002957	7.8595400
15.2003351	8.6475677
15.3003410	8.6955223
15.4003702	8.7243948
15.5003013	7.9755740
15.6003732	6.3680601
15.7002286	6.3559375
15.8003789	6.3350658
15.9009357	7.2288980
16.0005315	8.1970015
16.1003346	8.6734705
16.2003356	8.4910469
16.3003346	8.1108255
16.4003251	7.5398121
16.5003154	7.4557920
16.6003479	7.7953362
16.7003331	7.7407575
16.8003272	6.9065752
16.9004252	6.7578764
17.0003799	7.0323267
17.1003372	7.3003998
17.2003850	7.3554096
17.3003057	7.1580009
17.4003868	6.4767423
17.5003942	6.7971864
17.6002322	7.5198150
17.7003858	7.7738385
17.8002593	8.1731501
17.9003766	8.1615143
18.0003141	7.9422135
18.1003005	7.5104713
18.2003464	7.1504292
18.3002726	5.9434137
18.4003402	5.0090113
18.5003735	5.6797109
18.6003031	6.3543191
18.7002668	7.0539718
18.8004017	7.3433480
18.9003635	7.4358130
19.0003354	7.8196440
19.1003005	7.8719168
19.2003203	8.0427704
19.3003738	8.0283852
19.4002703	7.3975062
19.5003149	6.7553010
19.6004380	5.8667912
19.7003195	5.4569240
19.8003594	5.5910668
19.9002719	6.1576591
20.0002309	6.9791336
20.1004339	7.6422706
20.2002281	7.7923064
20.3003543	7.6094494
20.4003766	7.8461986
20.5003581	8.7292852
20.6002906	9.8857527
20.7003899	9.9437265
20.8003057	9.3571682
20.9003505	7.9640150
21.0003251	6.1473646
21.1002762	6.0489297
21.2003845	6.1785851
21.3002854	7.4704542
21.4003807	8.2057009
21.5003218	9.1905832
21.6001884	9.0216885
21.7004984	9.0668421
21.8003756	9.6679773
21.9003617	10.0532150
22.0003868	10.3696451
22.1003300	10.2584038
22.2003392	10.2829885
22.3002570	10.4815168
22.4003996	11.0934649
22.5010409	11.5297279
22.6004104	11.7897682
22.7003748	11.0704384
22.8005688	10.1469212
22.9004634	9.2882786
23.0003054	9.3613024
23.1003804	9.9516506
23.2002972	11.2399120
23.3002990	11.9905205
23.4003085	11.8755121
23.5002982	11.5626173
23.6002829	10.2126446
23.7002916	9.5221796
23.8003041	8.6705885
23.9003771	8.4618378
24.0003318	9.3881407
24.1003551	10.2373533
24.2003802	11.2418242
24.3003479	11.7817707
24.4004032	12.1231861
24.5003441	12.1257362
24.6003482	11.5270586
24.7002857	10.3992834
24.8003031	9.7194109
24.9003730	9.5194025
25.0003366	9.1829567
