%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1492808500409693584,6079,1492808500409218072,robot_frame,0,1,33.4610918333,-117.7061295,-35.7,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808501409176879,6080,1492808501409014940,robot_frame,0,1,33.4610936667,-117.706129,-36.0,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808502410860047,6081,1492808502410701036,robot_frame,0,1,33.4610946667,-117.706130667,-35.8,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808503409807930,6082,1492808503409562110,robot_frame,0,1,33.4610948333,-117.706132,-35.9,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808504410502468,6083,1492808504410315990,robot_frame,0,1,33.4610966667,-117.706133,-36.2,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808505409484006,6084,1492808505409162044,robot_frame,0,1,33.4610975,-117.706133333,-36.1,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808506412116434,6085,1492808506411922931,robot_frame,0,1,33.4610986667,-117.706134,-35.9,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808507411015333,6086,1492808507410819053,robot_frame,0,1,33.4610995,-117.706134,-35.9,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808508410795997,6087,1492808508410654067,robot_frame,0,1,33.4610993333,-117.706134,-35.9,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808509411815045,6088,1492808509411571025,robot_frame,0,1,33.4610986667,-117.706134333,-35.9,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808510408686451,6089,1492808510408411026,robot_frame,0,1,33.4610975,-117.706135333,-35.9,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808511411562377,6090,1492808511411223888,robot_frame,0,1,33.4610965,-117.7061355,-35.5,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808512412279431,6091,1492808512412034034,robot_frame,0,1,33.4610956667,-117.7061355,-35.5,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808513411025162,6092,1492808513410782098,robot_frame,0,1,33.461095,-117.706134333,-35.6,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808514410838133,6093,1492808514410665988,robot_frame,0,1,33.4610933333,-117.706133667,-35.7,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808515410675595,6094,1492808515410471916,robot_frame,0,1,33.4610926667,-117.706133,-35.7,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808516412535696,6095,1492808516412266016,robot_frame,0,1,33.4610918333,-117.706132667,-35.9,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
1492808517414410150,6096,1492808517414150953,robot_frame,0,1,33.461091,-117.706132,-35.9,0.7744,0.0,0.0,0.0,0.7744,0.0,0.0,0.0,3.0976,1
