%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1492808500294784693,549,1492808500294609069,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808501294511936,550,1492808501294348955,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808502296282141,551,1492808502296118974,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808503295089903,552,1492808503294934034,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808504295852488,553,1492808504295706033,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808505294691812,554,1492808505294538974,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808506297554538,555,1492808506297374010,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808507296376017,556,1492808507296199083,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808508296193588,557,1492808508296019077,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808509298078233,558,1492808509297903060,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808510293930438,559,1492808510293761968,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808511296672146,560,1492808511296513080,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808512297504676,561,1492808512297341108,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808513296363055,562,1492808513296211004,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808514296332729,563,1492808514296103000,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808515296023513,564,1492808515295859098,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808516299000942,565,1492808516298758983,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808517299676868,566,1492808517299515962,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808518297615684,567,1492808518297375917,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808519297269182,568,1492808519297091007,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808520297016405,569,1492808520296852111,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808521292899059,570,1492808521292721033,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808522298597925,571,1492808522298433065,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808523298339224,572,1492808523298167943,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808524298094937,573,1492808524297923088,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808525298932696,574,1492808525298759937,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808526296771055,575,1492808526296590089,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808527296595557,576,1492808527296428918,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808528294431242,577,1492808528294224977,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808529300158426,578,1492808529299933910,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808530297903069,579,1492808530297753095,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808531297714199,580,1492808531297528982,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808532292481090,581,1492808532292298078,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808533297396294,582,1492808533297144889,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808534297973373,583,1492808534297795057,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808535297772855,584,1492808535297616004,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808536297548188,585,1492808536297368049,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808537297421530,586,1492808537297246932,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808538296220495,587,1492808538296050071,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808539293090622,588,1492808539292872905,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808540295891423,589,1492808540295734882,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808541296658539,590,1492808541296469926,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808542296515259,591,1492808542296334981,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808543297235438,592,1492808543297070026,robot_frame,nan,nan,0.0,0.0,0.0,0.0
1492808544298061760,593,1492808544297895908,robot_frame,nan,nan,0.0,0.0,0.0,0.0
