%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1492808499640530320,7055,1492808499640018955,/temperature,15.7663421631,0.0
1492808499714463277,7056,1492808499714018955,/temperature,15.7576141357,0.0
1492808499788689048,7057,1492808499789018955,/temperature,15.7663421631,0.0
1492808499863152538,7058,1492808499863018955,/temperature,15.7663421631,0.0
1492808499936994816,7059,1492808499937018955,/temperature,15.7663421631,0.0
1492808500011270408,7060,1492808500011018955,/temperature,15.7576141357,0.0
1492808500085434436,7061,1492808500086018955,/temperature,15.7576141357,0.0
1492808500159817133,7062,1492808500160018955,/temperature,15.7663421631,0.0
1492808500234563005,7063,1492808500234018955,/temperature,15.7576141357,0.0
1492808500308512418,7064,1492808500308018955,/temperature,15.7576141357,0.0
1492808500383768879,7065,1492808500383018955,/temperature,15.7750701904,0.0
1492808500458681791,7066,1492808500457018955,/temperature,15.7576141357,0.0
1492808500531755685,7067,1492808500531018955,/temperature,15.7663421631,0.0
1492808500605583138,7068,1492808500605018955,/temperature,15.7663421631,0.0
1492808500680793284,7069,1492808500680018955,/temperature,15.7663421631,0.0
1492808500754773448,7070,1492808500754018955,/temperature,15.7576141357,0.0
1492808500828713696,7071,1492808500828018955,/temperature,15.7663421631,0.0
1492808500902653319,7072,1492808500902018955,/temperature,15.7663421631,0.0
1492808500977417836,7073,1492808500977018955,/temperature,15.7576141357,0.0
1492808501051843794,7074,1492808501051018955,/temperature,15.7576141357,0.0
1492808501125269806,7075,1492808501125018955,/temperature,15.7576141357,0.0
1492808501198969706,7076,1492808501199018955,/temperature,15.7576141357,0.0
1492808501274485598,7077,1492808501274018955,/temperature,15.7576141357,0.0
1492808501348494071,7078,1492808501348018955,/temperature,15.7663421631,0.0
1492808501422512529,7079,1492808501422018955,/temperature,15.7576141357,0.0
1492808501496017850,7080,1492808501498561929,/temperature,15.7576141357,0.0
1492808501571615670,7081,1492808501572561929,/temperature,15.7576141357,0.0
1492808501645388419,7082,1492808501646561929,/temperature,15.7576141357,0.0
1492808501718870816,7083,1492808501720561929,/temperature,15.7576141357,0.0
1492808501793689421,7084,1492808501795561929,/temperature,15.7663421631,0.0
1492808501868515261,7085,1492808501869561929,/temperature,15.7576141357,0.0
1492808501942499914,7086,1492808501943561929,/temperature,15.7576141357,0.0
1492808502016070566,7087,1492808502017561929,/temperature,15.7576141357,0.0
1492808502090375546,7088,1492808502092561929,/temperature,15.7576141357,0.0
1492808502164862718,7089,1492808502166561929,/temperature,15.7576141357,0.0
1492808502239622774,7090,1492808502240561929,/temperature,15.7576141357,0.0
1492808502313220699,7091,1492808502314561929,/temperature,15.7488851547,0.0
1492808502387180580,7092,1492808502389561929,/temperature,15.7488851547,0.0
1492808502462584924,7093,1492808502463561929,/temperature,15.7488851547,0.0
1492808502536317180,7094,1492808502537561929,/temperature,15.7488851547,0.0
1492808502609903134,7095,1492808502611561929,/temperature,15.7488851547,0.0
1492808502685406584,7096,1492808502686561929,/temperature,15.7401571274,0.0
1492808502758915250,7097,1492808502760561929,/temperature,15.7401571274,0.0
1492808502832913660,7098,1492808502834561929,/temperature,15.7488851547,0.0
1492808502907441267,7099,1492808502908561929,/temperature,15.7488851547,0.0
1492808502982400452,7100,1492808502983561929,/temperature,15.7488851547,0.0
1492808503056119959,7101,1492808503057561929,/temperature,15.7401571274,0.0
1492808503130595673,7102,1492808503131561929,/temperature,15.7401571274,0.0
1492808503204716526,7103,1492808503205561929,/temperature,15.7401571274,0.0
1492808503279192011,7104,1492808503280561929,/temperature,15.7401571274,0.0
1492808503352849817,7105,1492808503354561929,/temperature,15.7401571274,0.0
1492808503426927706,7106,1492808503428561929,/temperature,15.7401571274,0.0
1492808503500984853,7107,1492808503502561929,/temperature,15.7401571274,0.0
1492808503576256870,7108,1492808503577561929,/temperature,15.7314281464,0.0
1492808503650171090,7109,1492808503651561929,/temperature,15.7401571274,0.0
1492808503724039524,7110,1492808503725561929,/temperature,15.7401571274,0.0
1492808503798121569,7111,1492808503799561929,/temperature,15.7401571274,0.0
1492808503873390749,7112,1492808503874561929,/temperature,15.7401571274,0.0
1492808503947844592,7113,1492808503948561929,/temperature,15.7401571274,0.0
1492808504021161927,7114,1492808504022428033,/temperature,15.7401571274,0.0
1492808504095768365,7115,1492808504097428033,/temperature,15.7314281464,0.0
1492808504170865980,7116,1492808504171428033,/temperature,15.7314281464,0.0
1492808504244509824,7117,1492808504245428033,/temperature,15.7401571274,0.0
1492808504318236176,7118,1492808504319428033,/temperature,15.7314281464,0.0
1492808504392627719,7119,1492808504394428033,/temperature,15.7314281464,0.0
1492808504467367206,7120,1492808504468428033,/temperature,15.7314281464,0.0
1492808504541360857,7121,1492808504542428033,/temperature,15.7314281464,0.0
1492808504615179725,7122,1492808504616428033,/temperature,15.7314281464,0.0
1492808504690658746,7123,1492808504691428033,/temperature,15.7139701843,0.0
1492808504764716800,7124,1492808504765428033,/temperature,15.7226991653,0.0
1492808504838212866,7125,1492808504839428033,/temperature,15.7314281464,0.0
1492808504911811071,7126,1492808504913428033,/temperature,15.7401571274,0.0
1492808504987833470,7127,1492808504988428033,/temperature,15.7226991653,0.0
1492808505060857703,7128,1492808505062428033,/temperature,15.7314281464,0.0
1492808505135789111,7129,1492808505136428033,/temperature,15.7226991653,0.0
1492808505209782203,7130,1492808505210428033,/temperature,15.7401571274,0.0
1492808505283951747,7131,1492808505285428033,/temperature,15.7401571274,0.0
1492808505357978681,7132,1492808505359428033,/temperature,15.7401571274,0.0
1492808505432826164,7133,1492808505433428033,/temperature,15.7139701843,0.0
1492808505507450406,7134,1492808505508428033,/temperature,15.7226991653,0.0
1492808505581276344,7135,1492808505582428033,/temperature,15.7576141357,0.0
1492808505656070001,7136,1492808505656428033,/temperature,15.7226991653,0.0
1492808505729176039,7137,1492808505730428033,/temperature,15.7314281464,0.0
1492808505804500374,7138,1492808505805428033,/temperature,15.7226991653,0.0
1492808505878108464,7139,1492808505879428033,/temperature,15.7488851547,0.0
1492808505952175588,7140,1492808505953428033,/temperature,15.6965112686,0.0
1492808506026206649,7141,1492808506027428033,/temperature,15.6965112686,0.0
1492808506101443708,7142,1492808506102428033,/temperature,15.7139701843,0.0
1492808506175001497,7143,1492808506176428033,/temperature,15.7139701843,0.0
1492808506249202412,7144,1492808506250428033,/temperature,15.7139701843,0.0
1492808506323555268,7145,1492808506324428033,/temperature,15.7401571274,0.0
1492808506398202215,7146,1492808506399428033,/temperature,15.7314281464,0.0
1492808506472228993,7147,1492808506473428033,/temperature,15.7314281464,0.0
1492808506546045378,7148,1492808506547247884,/temperature,15.7226991653,0.0
1492808506621259354,7149,1492808506622247884,/temperature,15.7314281464,0.0
1492808506695289477,7150,1492808506696247884,/temperature,15.7139701843,0.0
1492808506769512632,7151,1492808506770247884,/temperature,15.7314281464,0.0
1492808506844228018,7152,1492808506844247884,/temperature,15.7226991653,0.0
1492808506918642363,7153,1492808506919247884,/temperature,15.7314281464,0.0
1492808506992341144,7154,1492808506993247884,/temperature,15.7139701843,0.0
1492808507066147382,7155,1492808507067247884,/temperature,15.7226991653,0.0
1492808507141016037,7156,1492808507142247884,/temperature,15.7226991653,0.0
1492808507215121633,7157,1492808507216247884,/temperature,15.7226991653,0.0
1492808507289171392,7158,1492808507290247884,/temperature,15.7314281464,0.0
1492808507363700896,7159,1492808507364247884,/temperature,15.7226991653,0.0
1492808507438725655,7160,1492808507439247884,/temperature,15.7401571274,0.0
1492808507512613868,7161,1492808507513247884,/temperature,15.7226991653,0.0
1492808507586522764,7162,1492808507587247884,/temperature,15.7314281464,0.0
1492808507660913515,7163,1492808507661247884,/temperature,15.7226991653,0.0
1492808507735182555,7164,1492808507736247884,/temperature,15.7314281464,0.0
1492808507809137011,7165,1492808507810247884,/temperature,15.7226991653,0.0
1492808507884017820,7166,1492808507884247884,/temperature,15.7314281464,0.0
1492808507958108247,7167,1492808507958247884,/temperature,15.7401571274,0.0
1492808508032309534,7168,1492808508033247884,/temperature,15.7314281464,0.0
1492808508106505792,7169,1492808508107247884,/temperature,15.7314281464,0.0
1492808508180779277,7170,1492808508181247884,/temperature,15.7401571274,0.0
1492808508255343369,7171,1492808508256247884,/temperature,15.7401571274,0.0
1492808508329406754,7172,1492808508330247884,/temperature,15.7314281464,0.0
1492808508402956206,7173,1492808508404247884,/temperature,15.7488851547,0.0
1492808508477625952,7174,1492808508478247884,/temperature,15.7314281464,0.0
1492808508552737284,7175,1492808508553247884,/temperature,15.7401571274,0.0
1492808508626686681,7176,1492808508627247884,/temperature,15.7401571274,0.0
1492808508700663612,7177,1492808508701247884,/temperature,15.7401571274,0.0
1492808508774276586,7178,1492808508775247884,/temperature,15.7401571274,0.0
1492808508849661679,7179,1492808508850247884,/temperature,15.7401571274,0.0
1492808508923809602,7180,1492808508924247884,/temperature,15.7401571274,0.0
1492808508997339946,7181,1492808508998247884,/temperature,15.7314281464,0.0
1492808509071878747,7182,1492808509072865961,/temperature,15.7401571274,0.0
1492808509145985303,7183,1492808509147865961,/temperature,15.7401571274,0.0
1492808509220449963,7184,1492808509221865961,/temperature,15.7488851547,0.0
1492808509294220231,7185,1492808509295865961,/temperature,15.7401571274,0.0
1492808509369552428,7186,1492808509370865961,/temperature,15.7488851547,0.0
1492808509443439198,7187,1492808509444865961,/temperature,15.7401571274,0.0
1492808509517408692,7188,1492808509518865961,/temperature,15.7401571274,0.0
1492808509592395469,7189,1492808509592865961,/temperature,15.7488851547,0.0
1492808509666835790,7190,1492808509667865961,/temperature,15.7488851547,0.0
1492808509740475321,7191,1492808509741865961,/temperature,15.7576141357,0.0
