%time,field.vel,field.pitch,field.yaw,field.test_length,field.setup_time
1492808499677814539,(0.0, 0.0),  (10.0, 0.25),  (40.0, 0.25),N/A,(0.0, 1.57),  (15.0, 1.57),  (25.0, 0.785),  (40.0, 0.785),40.0,5.0
1492808499777864649,(0.0, 0.0),  (10.0, 0.25),  (40.0, 0.25),N/A,(0.0, 1.57),  (15.0, 1.57),  (25.0, 0.785),  (40.0, 0.785),40.0,5.0
1492808499877941738,(0.0, 0.0),  (10.0, 0.25),  (40.0, 0.25),N/A,(0.0, 1.57),  (15.0, 1.57),  (25.0, 0.785),  (40.0, 0.785),40.0,5.0
1492808499977742108,(0.0, 0.0),  (10.0, 0.25),  (40.0, 0.25),N/A,(0.0, 1.57),  (15.0, 1.57),  (25.0, 0.785),  (40.0, 0.785),40.0,5.0
1492808500077775875,(0.0, 0.0),  (10.0, 0.25),  (40.0, 0.25),N/A,(0.0, 1.57),  (15.0, 1.57),  (25.0, 0.785),  (40.0, 0.785),40.0,5.0
1492808500177966515,(0.0, 0.0),  (10.0, 0.25),  (40.0, 0.25),N/A,(0.0, 1.57),  (15.0, 1.57),  (25.0, 0.785),  (40.0, 0.785),40.0,5.0
1492808500277944734,(0.0, 0.0),  (10.0, 0.25),  (40.0, 0.25),N/A,(0.0, 1.57),  (15.0, 1.57),  (25.0, 0.785),  (40.0, 0.785),40.0,5.0
1492808500378004727,(0.0, 0.0),  (10.0, 0.25),  (40.0, 0.25),N/A,(0.0, 1.57),  (15.0, 1.57),  (25.0, 0.785),  (40.0, 0.785),40.0,5.0
1492808500478217308,(0.0, 0.0),  (10.0, 0.25),  (40.0, 0.25),N/A,(0.0, 1.57),  (15.0, 1.57),  (25.0, 0.785),  (40.0, 0.785),40.0,5.0
1492808500577813826,(0.0, 0.0),  (10.0, 0.25),  (40.0, 0.25),N/A,(0.0, 1.57),  (15.0, 1.57),  (25.0, 0.785),  (40.0, 0.785),40.0,5.0
1492808500677915406,(0.0, 0.0),  (10.0, 0.25),  (40.0, 0.25),N/A,(0.0, 1.57),  (15.0, 1.57),  (25.0, 0.785),  (40.0, 0.785),40.0,5.0
