# Time	x	y	z	roll	pitch	yaw	vx	vy	vz	
-4.3275407	-0.0000000	0.0000000	-0.1491127	-0.2327896	-0.1239488	1.7169287	-0.0000000	0.0000000	-0.0000000
-4.2276498	-0.0000032	-0.0000617	-0.1501387	-0.2342925	-0.1105219	1.7153709	-0.0031838	0.0005072	0.0002086
-4.1276339	-0.0000551	-0.0009277	-0.1501261	-0.2351649	-0.0977520	1.7104586	-0.0140295	0.0025710	0.0025071
-4.0276723	-0.0003192	-0.0025402	-0.1440014	-0.2365720	-0.0866679	1.7034821	-0.0177024	0.0051352	0.0055531
-3.9276521	-0.0008748	-0.0039799	-0.1430183	-0.2380416	-0.0792931	1.6967111	-0.0087724	0.0085497	0.0005561
-3.8275320	-0.0016477	-0.0044679	-0.1455657	-0.2379964	-0.0778327	1.6921744	-0.0000635	0.0118721	-0.0105519
-3.7276332	-0.0026139	-0.0043770	-0.1390291	-0.2350130	-0.0843220	1.6900892	0.0030205	0.0136968	-0.0187933
-3.6274742	-0.0032859	-0.0042606	-0.1480195	-0.2293317	-0.0990168	1.6892367	-0.0039491	0.0115115	-0.0264204
-3.5276567	-0.0035241	-0.0052904	-0.1440310	-0.2211638	-0.1225033	1.6871653	-0.0179909	0.0046786	-0.0234284
-3.4276833	-0.0031404	-0.0066385	-0.1462488	-0.2163437	-0.1361718	1.6842959	-0.0233323	-0.0006666	-0.0207471
-3.3276357	-0.0022868	-0.0083655	-0.1457772	-0.2116412	-0.1452011	1.6795728	-0.0177173	-0.0045755	-0.0199563
-3.2276390	-0.0011750	-0.0092197	-0.1481862	-0.2076597	-0.1420231	1.6741631	-0.0053248	-0.0036694	-0.0266693
-3.1276498	-0.0005605	-0.0091010	-0.1504636	-0.2053523	-0.1341189	1.6714147	-0.0003185	0.0000493	-0.0312895
-3.0276493	-0.0002194	-0.0087993	-0.1523439	-0.2024078	-0.1224985	1.6687176	-0.0023744	0.0044936	-0.0306263
-2.9276677	-0.0006422	-0.0092733	-0.1472140	-0.1999826	-0.1102423	1.6654602	-0.0095137	0.0091430	-0.0209642
-2.8276751	-0.0009877	-0.0098852	-0.1514639	-0.2001117	-0.1037080	1.6637075	-0.0115686	0.0116845	-0.0193634
-2.7276229	-0.0018259	-0.0107975	-0.1541457	-0.2025020	-0.0966252	1.6631241	-0.0095942	0.0153488	-0.0205337
-2.6276221	-0.0033646	-0.0116996	-0.1511543	-0.2059943	-0.0898660	1.6653872	-0.0058897	0.0196857	-0.0227341
-2.5276165	-0.0047852	-0.0123321	-0.1506153	-0.2069302	-0.0844154	1.6683664	-0.0068375	0.0209681	-0.0255456
-2.4276490	-0.0062429	-0.0135863	-0.1512386	-0.2066034	-0.0849829	1.6692721	-0.0175575	0.0177779	-0.0190092
-2.3276639	-0.0074754	-0.0162923	-0.1491127	-0.2066366	-0.0909020	1.6655709	-0.0317050	0.0112245	0.0009969
-2.2275927	-0.0079670	-0.0190943	-0.1529488	-0.2107148	-0.1001113	1.6598523	-0.0307297	0.0054211	0.0198377
-2.1276311	-0.0087523	-0.0214136	-0.1510704	-0.2179961	-0.1091966	1.6558515	-0.0094712	0.0049584	0.0279688
-2.0276170	-0.0099975	-0.0213122	-0.1491127	-0.2256310	-0.1149630	1.6562906	0.0181951	0.0109756	0.0133367
-1.9276406	-0.0122336	-0.0184698	-0.1458264	-0.2297830	-0.1169452	1.6608765	0.0321514	0.0247654	-0.0261734
-1.8276035	-0.0140034	-0.0161226	-0.1483472	-0.2277445	-0.1173647	1.6640649	0.0223053	0.0321947	-0.0525187
-1.7276398	-0.0167134	-0.0145956	-0.1420521	-0.2209611	-0.1189956	1.6657958	0.0025050	0.0355381	-0.0631132
-1.6276580	-0.0188088	-0.0149163	-0.1540528	-0.2114081	-0.1226813	1.6634924	-0.0209544	0.0306034	-0.0536910
-1.5276419	-0.0203436	-0.0165577	-0.1533774	-0.2069427	-0.1244685	1.6602502	-0.0274379	0.0221435	-0.0298207
-1.4274335	-0.0219825	-0.0190263	-0.1501632	-0.2045775	-0.1231403	1.6565627	-0.0243698	0.0129532	-0.0011947
-1.3276462	-0.0232336	-0.0208107	-0.1477642	-0.2048018	-0.1175053	1.6549111	-0.0070456	0.0091972	0.0154160
-1.2276841	-0.0242262	-0.0210610	-0.1472246	-0.2056726	-0.1098985	1.6552202	0.0071915	0.0070428	0.0189835
-1.1275958	-0.0244450	-0.0197603	-0.1572153	-0.2061825	-0.1026070	1.6563238	0.0147205	0.0069995	0.0090242
-1.0276892	-0.0260084	-0.0189611	-0.1498201	-0.2065553	-0.0976997	1.6570682	0.0122527	0.0091784	0.0087470
-0.9276831	-0.0275813	-0.0182729	-0.1480923	-0.2068250	-0.0972186	1.6570173	0.0041129	0.0139428	0.0016047
-0.8276347	-0.0292452	-0.0183292	-0.1440815	-0.2074990	-0.1018700	1.6569879	0.0029277	0.0186194	-0.0048104
-0.7276874	-0.0306569	-0.0174231	-0.1531589	-0.2071687	-0.1096524	1.6578950	0.0054856	0.0257224	-0.0255106
-0.6274483	-0.0337567	-0.0167503	-0.1480923	-0.2049169	-0.1174538	1.6603246	0.0097772	0.0288342	-0.0322742
-0.5276390	-0.0357443	-0.0158293	-0.1516411	-0.2044705	-0.1250165	1.6625172	0.0074545	0.0303258	-0.0359153
-0.4276534	-0.0385911	-0.0153509	-0.1504933	-0.2030182	-0.1307105	1.6644296	-0.0026274	0.0302509	-0.0282525
-0.3275054	-0.0411381	-0.0163578	-0.1564714	-0.2030454	-0.1347085	1.6649821	-0.0174164	0.0290323	-0.0183416
-0.2276810	-0.0434029	-0.0179388	-0.1533593	-0.2048402	-0.1345444	1.6646451	-0.0246615	0.0253614	-0.0013356
-0.1276511	-0.0458855	-0.0205980	-0.1499717	-0.2088185	-0.1300431	1.6640157	-0.0250461	0.0208466	0.0141218
-0.0275156	-0.0479389	-0.0233085	-0.1530751	-0.2141530	-0.1188587	1.6640325	-0.0147707	0.0178799	0.0172159
0.0723735	-0.0496197	-0.0243325	-0.1499347	-0.2167873	-0.1087533	1.6647132	-0.0023195	0.0171968	0.0149765
0.1723704	-0.0511002	-0.0247658	-0.1490273	-0.2184060	-0.0927864	1.6658099	-0.0012819	0.0102156	0.0014976
0.2723507	-0.0512819	-0.0261894	-0.1431499	-0.2171140	-0.0789042	1.6635198	-0.0119635	-0.0058919	-0.0144358
0.3723855	-0.0502418	-0.0257943	-0.1507425	-0.2137941	-0.0766959	1.6627175	-0.0093575	-0.0069381	-0.0333033
0.4723630	-0.0486878	-0.0266318	-0.1539210	-0.2081108	-0.0796952	1.6622080	-0.0136951	-0.0077639	-0.0392328
0.5723538	-0.0469771	-0.0295550	-0.1526621	-0.2016629	-0.0931012	1.6607741	-0.0277379	-0.0104559	-0.0299122
0.6723525	-0.0454357	-0.0322804	-0.1536140	-0.1986699	-0.1072916	1.6582776	-0.0433364	-0.0156258	-0.0154885
0.7723277	-0.0433515	-0.0371644	-0.1521953	-0.1974096	-0.1259572	1.6535577	-0.0552356	-0.0220652	0.0070158
0.8725494	-0.0412695	-0.0422804	-0.1480024	-0.1994535	-0.1394074	1.6494932	-0.0486816	-0.0264193	0.0268121
0.9724851	-0.0386967	-0.0463706	-0.1484353	-0.2039503	-0.1437323	1.6488835	-0.0245775	-0.0238262	0.0252064
1.0723615	-0.0366188	-0.0480461	-0.1481166	-0.2084362	-0.1392608	1.6523958	0.0007329	-0.0185723	0.0134029
1.1723863	-0.0351617	-0.0476323	-0.1470528	-0.2106171	-0.1304223	1.6581638	0.0105271	-0.0134776	-0.0014288
1.2723267	-0.0335298	-0.0470900	-0.1465026	-0.2097237	-0.1205994	1.6633112	-0.0066102	-0.0140516	-0.0141379
1.3723827	-0.0316955	-0.0481833	-0.1466679	-0.2085445	-0.1178835	1.6633607	-0.0271893	-0.0236540	-0.0133303
1.4723528	-0.0281007	-0.0515770	-0.1471046	-0.2084886	-0.1172234	1.6595232	-0.0482941	-0.0389993	-0.0056062
1.5722872	-0.0221907	-0.0567380	-0.1476728	-0.2116069	-0.1192710	1.6533551	-0.0467751	-0.0543970	0.0050333
1.6723540	-0.0165551	-0.0599026	-0.1470719	-0.2139178	-0.1215038	1.6508809	-0.0253982	-0.0587632	0.0017562
1.7723387	-0.0114103	-0.0610644	-0.1470161	-0.2165897	-0.1230254	1.6523341	-0.0080904	-0.0602302	-0.0076114
1.8723302	-0.0040210	-0.0611595	-0.1484141	-0.2152664	-0.1248163	1.6572770	-0.0046188	-0.0615349	-0.0221849
1.9723231	0.0022647	-0.0618900	-0.1450302	-0.2114069	-0.1267365	1.6604724	-0.0229942	-0.0647857	-0.0246188
2.0723418	0.0087856	-0.0641915	-0.1451876	-0.2071442	-0.1327125	1.6605091	-0.0458969	-0.0730944	-0.0204489
2.1723620	0.0174423	-0.0687598	-0.1451486	-0.2037105	-0.1367514	1.6573692	-0.0608388	-0.0872405	-0.0106580
2.2723282	0.0286698	-0.0746402	-0.1428943	-0.2034550	-0.1347088	1.6521356	-0.0577394	-0.1010586	-0.0014304
2.3723415	0.0374572	-0.0780597	-0.1448868	-0.2053804	-0.1276981	1.6497756	-0.0371364	-0.1021594	-0.0068143
2.4723860	0.0479826	-0.0798952	-0.1481883	-0.2084062	-0.1134119	1.6496284	-0.0131466	-0.0920655	-0.0228611
2.5723151	0.0585030	-0.0800007	-0.1504075	-0.2104812	-0.0964230	1.6528571	-0.0056822	-0.0768467	-0.0400180
2.6723630	0.0651425	-0.0822933	-0.1444807	-0.2100001	-0.0897444	1.6559169	-0.0162683	-0.0744981	-0.0413991
2.7723814	0.0738897	-0.0839555	-0.1473194	-0.2078658	-0.0940024	1.6588432	-0.0363038	-0.0804651	-0.0417200
2.8723791	0.0852350	-0.0897210	-0.1452873	-0.2048570	-0.1144823	1.6592483	-0.0592712	-0.0992988	-0.0309716
2.9723154	0.0951121	-0.0935234	-0.1503925	-0.2036407	-0.1332607	1.6577563	-0.0697650	-0.1152895	-0.0266352
3.0723305	0.1075553	-0.0993730	-0.1472497	-0.2035240	-0.1547935	1.6546538	-0.0729119	-0.1275728	-0.0176654
3.1723308	0.1213192	-0.1053985	-0.1470716	-0.2048172	-0.1670085	1.6517084	-0.0694385	-0.1328508	-0.0148730
3.2723410	0.1345172	-0.1102929	-0.1459655	-0.2072964	-0.1658607	1.6497833	-0.0598917	-0.1333568	-0.0135022
3.3723443	0.1477220	-0.1134511	-0.1417098	-0.2100499	-0.1524108	1.6488968	-0.0534822	-0.1279750	-0.0140817
3.4725532	0.1610487	-0.1189019	-0.1450403	-0.2124417	-0.1337135	1.6489679	-0.0519094	-0.1203349	-0.0220642
3.5723203	0.1759691	-0.1234394	-0.1473734	-0.2146051	-0.1153310	1.6507047	-0.0455008	-0.1235645	-0.0286414
3.6723328	0.1875459	-0.1263305	-0.1400003	-0.2155422	-0.1095991	1.6528286	-0.0371425	-0.1319621	-0.0263461
3.7723256	0.2017673	-0.1279207	-0.1430247	-0.2160184	-0.1087269	1.6557578	-0.0297469	-0.1386391	-0.0337185
3.8723538	0.2188187	-0.1281155	-0.1510355	-0.2150280	-0.1134499	1.6583141	-0.0333045	-0.1423914	-0.0484834
3.9723036	0.2342479	-0.1325109	-0.1440106	-0.2121558	-0.1169011	1.6587079	-0.0427851	-0.1449630	-0.0483940
4.0723878	0.2470531	-0.1356768	-0.1431905	-0.2100468	-0.1235081	1.6574619	-0.0552278	-0.1474492	-0.0499838
4.1723318	0.2637587	-0.1401574	-0.1480020	-0.2066297	-0.1328586	1.6548844	-0.0697614	-0.1552853	-0.0495700
4.2725824	0.2831605	-0.1465385	-0.1491127	-0.2025027	-0.1437616	1.6524102	-0.0768144	-0.1678527	-0.0400751
4.3723249	0.2978986	-0.1508412	-0.1471337	-0.2036483	-0.1516594	1.6518502	-0.0713946	-0.1766610	-0.0302508
4.4723395	0.3168530	-0.1559227	-0.1468820	-0.2045809	-0.1521814	1.6526020	-0.0575777	-0.1845242	-0.0216620
4.5724797	0.3375590	-0.1595687	-0.1440106	-0.2078562	-0.1439730	1.6542386	-0.0414243	-0.1889416	-0.0131649
4.6725061	0.3547851	-0.1627526	-0.1478407	-0.2078425	-0.1289633	1.6549188	-0.0356320	-0.1874319	-0.0156510
4.7723448	0.3739429	-0.1649022	-0.1463655	-0.2099094	-0.1145737	1.6543231	-0.0335525	-0.1856016	-0.0184651
4.8723510	0.3958016	-0.1682223	-0.1408177	-0.2132823	-0.1039570	1.6518460	-0.0342342	-0.1847621	-0.0205755
4.9723425	0.4108509	-0.1687896	-0.1428468	-0.2160223	-0.1018777	1.6498530	-0.0401409	-0.1825589	-0.0272510
5.0723564	0.4299770	-0.1725246	-0.1408916	-0.2190799	-0.1054122	1.6480893	-0.0464226	-0.1807116	-0.0364277
5.1723464	0.4525335	-0.1782861	-0.1370215	-0.2201208	-0.1161949	1.6487845	-0.0488201	-0.1807103	-0.0502769
5.2723320	0.4678489	-0.1802190	-0.1415156	-0.2184739	-0.1230979	1.6509772	-0.0472822	-0.1797940	-0.0667268
5.3724014	0.4874388	-0.1822771	-0.1520647	-0.2142247	-0.1301740	1.6547350	-0.0452205	-0.1845698	-0.0788431
5.4723448	0.5085038	-0.1847929	-0.1531943	-0.2087179	-0.1361167	1.6576311	-0.0468514	-0.1977392	-0.0724932
5.5723594	0.5276995	-0.1860008	-0.1453009	-0.2037158	-0.1415647	1.6574488	-0.0581496	-0.2145223	-0.0466778
5.6723382	0.5526427	-0.1919922	-0.1520018	-0.2008615	-0.1449186	1.6537413	-0.0713494	-0.2298909	-0.0267772
5.7725363	0.5777785	-0.1983144	-0.1531615	-0.2014764	-0.1429039	1.6477954	-0.0726791	-0.2402666	-0.0089681
5.8723151	0.6036755	-0.2022997	-0.1398519	-0.2066846	-0.1319785	1.6413893	-0.0547992	-0.2432893	0.0087991
5.9723392	0.6242864	-0.2065531	-0.1438244	-0.2117905	-0.1208039	1.6394399	-0.0395956	-0.2374882	-0.0005477
6.0723894	0.6477511	-0.2086126	-0.1398174	-0.2178786	-0.1065688	1.6406914	-0.0214409	-0.2273161	-0.0148360
6.1723558	0.6725500	-0.2050612	-0.1456303	-0.2220482	-0.0953808	1.6467359	-0.0121124	-0.2146001	-0.0421323
6.2723256	0.6906949	-0.2056716	-0.1440071	-0.2221074	-0.0941570	1.6518555	-0.0153797	-0.2105227	-0.0491663
6.3723379	0.7122551	-0.2043871	-0.1471218	-0.2196129	-0.1021563	1.6571457	-0.0299190	-0.2112385	-0.0520345
6.4724096	0.7382557	-0.2062738	-0.1492551	-0.2152517	-0.1243760	1.6585574	-0.0554391	-0.2211282	-0.0437653
6.5725317	0.7613029	-0.2106620	-0.1470719	-0.2079770	-0.1434714	1.6563208	-0.0681944	-0.2302743	-0.0342732
6.6723517	0.7813840	-0.2151312	-0.1470050	-0.2107680	-0.1704830	1.6537268	-0.0714704	-0.2349477	-0.0301338
6.7725112	0.8062032	-0.2219861	-0.1479731	-0.2098321	-0.1894817	1.6509187	-0.0690992	-0.2330055	-0.0337687
6.8725332	0.8335658	-0.2300788	-0.1501323	-0.2091344	-0.1961052	1.6488454	-0.0683184	-0.2268337	-0.0442639
6.9723256	0.8532129	-0.2313612	-0.1492790	-0.2081164	-0.1902134	1.6475219	-0.0695356	-0.2261268	-0.0495022
7.0723456	0.8765365	-0.2320692	-0.1476695	-0.2069113	-0.1758353	1.6455054	-0.0680278	-0.2295491	-0.0525334
7.1723692	0.9046039	-0.2360641	-0.1482061	-0.2062477	-0.1546614	1.6419971	-0.0642578	-0.2354769	-0.0573437
7.2723587	0.9240683	-0.2384735	-0.1451907	-0.2064735	-0.1419995	1.6393445	-0.0611961	-0.2424080	-0.0536511
7.3725348	0.9496525	-0.2428422	-0.1431767	-0.2074735	-0.1310589	1.6365912	-0.0567434	-0.2510226	-0.0490118
7.4723308	0.9780089	-0.2458348	-0.1470719	-0.2088026	-0.1268585	1.6345104	-0.0544052	-0.2575455	-0.0497494
7.5725338	1.0022572	-0.2493419	-0.1470134	-0.2097513	-0.1291033	1.6328792	-0.0560112	-0.2622323	-0.0438612
7.6723231	1.0302599	-0.2488861	-0.1571598	-0.2105214	-0.1336577	1.6309768	-0.0563933	-0.2622707	-0.0437999
7.7723233	1.0576567	-0.2554738	-0.1491127	-0.2114476	-0.1367213	1.6284404	-0.0565330	-0.2604650	-0.0299079
7.8723436	1.0821032	-0.2595881	-0.1477087	-0.2128097	-0.1371669	1.6254169	-0.0565106	-0.2575199	-0.0266864
7.9723581	1.1083808	-0.2637850	-0.1495090	-0.2137583	-0.1365463	1.6222194	-0.0575936	-0.2518258	-0.0337400
8.0723461	1.1346566	-0.2697144	-0.1409502	-0.2138192	-0.1366797	1.6194137	-0.0599074	-0.2491858	-0.0353127
8.1723492	1.1590161	-0.2745347	-0.1410107	-0.2127247	-0.1367922	1.6172224	-0.0638440	-0.2466178	-0.0485945
8.2723963	1.1850156	-0.2796968	-0.1446381	-0.2111657	-0.1383719	1.6154238	-0.0696141	-0.2474141	-0.0584381
8.3723505	1.2114614	-0.2855631	-0.1481230	-0.2101573	-0.1419696	1.6129604	-0.0761246	-0.2514595	-0.0629328
8.4723251	1.2414781	-0.2931992	-0.1424720	-0.2100412	-0.1478179	1.6088422	-0.0825298	-0.2585428	-0.0529347
8.5723779	1.2648487	-0.2999246	-0.1517931	-0.2103545	-0.1513926	1.6057219	-0.0870509	-0.2632461	-0.0536346
8.6723666	1.2912923	-0.3052864	-0.1429940	-0.2105806	-0.1535925	1.6019711	-0.0884203	-0.2685853	-0.0443354
8.7723779	1.3200968	-0.3160921	-0.1502515	-0.2104771	-0.1511405	1.5987391	-0.0887941	-0.2708251	-0.0467837
8.8723643	1.3464038	-0.3230472	-0.1467762	-0.2106243	-0.1433453	1.5960589	-0.0873184	-0.2721164	-0.0368370
8.9725315	1.3744746	-0.3316878	-0.1479929	-0.2114680	-0.1327624	1.5933427	-0.0878217	-0.2714210	-0.0299077
9.0723441	1.4021162	-0.3414309	-0.1431984	-0.2128103	-0.1234720	1.5902892	-0.0894723	-0.2705714	-0.0210161
9.1724142	1.4323293	-0.3439162	-0.1531943	-0.2147448	-0.1185995	1.5858247	-0.0942489	-0.2690025	-0.0282767
9.2723528	1.4552287	-0.3557018	-0.1469085	-0.2150868	-0.1176667	1.5825802	-0.0965424	-0.2697243	-0.0293140
9.3723709	1.4815821	-0.3562014	-0.1572656	-0.2146912	-0.1205849	1.5790531	-0.0944211	-0.2681015	-0.0483850
9.4723238	1.5142681	-0.3746132	-0.1460594	-0.2126629	-0.1262796	1.5762765	-0.0916193	-0.2692030	-0.0483540
9.5723405	1.5364298	-0.3828967	-0.1440253	-0.2110560	-0.1298558	1.5751230	-0.0919657	-0.2707203	-0.0469638
9.6723464	1.5643107	-0.3931452	-0.1417709	-0.2096892	-0.1333944	1.5737754	-0.0989404	-0.2765828	-0.0388077
9.7723727	1.5950151	-0.4052968	-0.1389086	-0.2084970	-0.1373825	1.5709163	-0.1134718	-0.2831236	-0.0287141
9.8725348	1.6211941	-0.4164604	-0.1438264	-0.2095071	-0.1428815	1.5672514	-0.1272952	-0.2851695	-0.0279224
9.9725389	1.6504394	-0.4305825	-0.1444367	-0.2106981	-0.1481630	1.5623300	-0.1327488	-0.2856682	-0.0250494
10.0726579	1.6807526	-0.4447841	-0.1419698	-0.2124902	-0.1512653	1.5577970	-0.1243417	-0.2856346	-0.0218271
