%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1492808165485744355,6586,1492808165485510040,/temperature,15.6266078949,0.0
1492808165559986789,6587,1492808165559510040,/temperature,15.6353387833,0.0
1492808165634020745,6588,1492808165633510040,/temperature,15.6266078949,0.0
1492808165707671863,6589,1492808165707510040,/temperature,15.6266078949,0.0
1492808165783095991,6590,1492808165782510040,/temperature,15.6266078949,0.0
1492808165856317132,6591,1492808165856510040,/temperature,15.6266078949,0.0
1492808165930426596,6592,1492808165932161090,/temperature,15.6266078949,0.0
1492808166004251150,6593,1492808166007161090,/temperature,15.6353387833,0.0
1492808166079153966,6594,1492808166081161090,/temperature,15.6266078949,0.0
1492808166153710639,6595,1492808166155161090,/temperature,15.6266078949,0.0
1492808166227333137,6596,1492808166229161090,/temperature,15.6266078949,0.0
1492808166302144590,6597,1492808166304161090,/temperature,15.6266078949,0.0
1492808166376186185,6598,1492808166378161090,/temperature,15.6266078949,0.0
1492808166450565686,6599,1492808166452161090,/temperature,15.6178760529,0.0
1492808166524563142,6600,1492808166526161090,/temperature,15.6266078949,0.0
1492808166598239149,6601,1492808166601161090,/temperature,15.6266078949,0.0
1492808166673604836,6602,1492808166675161090,/temperature,15.6266078949,0.0
1492808166747771024,6603,1492808166749161090,/temperature,15.6266078949,0.0
1492808166821661471,6604,1492808166823161090,/temperature,15.6266078949,0.0
1492808166895557184,6605,1492808166898161090,/temperature,15.6266078949,0.0
1492808166970443414,6606,1492808166972161090,/temperature,15.6266078949,0.0
1492808167044137532,6607,1492808167046161090,/temperature,15.6266078949,0.0
1492808167118410339,6608,1492808167120161090,/temperature,15.6353387833,0.0
1492808167192717765,6609,1492808167195161090,/temperature,15.6353387833,0.0
1492808167267997045,6610,1492808167269161090,/temperature,15.6353387833,0.0
1492808167341509410,6611,1492808167343161090,/temperature,15.6266078949,0.0
1492808167415098400,6612,1492808167417161090,/temperature,15.6266078949,0.0
1492808167490755729,6613,1492808167492161090,/temperature,15.6266078949,0.0
1492808167564733486,6614,1492808167566161090,/temperature,15.6266078949,0.0
1492808167638930567,6615,1492808167640161090,/temperature,15.6266078949,0.0
1492808167713070220,6616,1492808167714161090,/temperature,15.6091451645,0.0
1492808167787713901,6617,1492808167789161090,/temperature,15.6266078949,0.0
1492808167861789095,6618,1492808167863161090,/temperature,15.6178760529,0.0
1492808167935421068,6619,1492808167937161090,/temperature,15.6178760529,0.0
1492808168009674203,6620,1492808168011161090,/temperature,15.6091451645,0.0
1492808168084485372,6621,1492808168086161090,/temperature,15.6266078949,0.0
1492808168158358017,6622,1492808168160161090,/temperature,15.6178760529,0.0
1492808168233043075,6623,1492808168234161090,/temperature,15.6178760529,0.0
1492808168306473568,6624,1492808168308161090,/temperature,15.6091451645,0.0
1492808168381795576,6625,1492808168383161090,/temperature,15.6178760529,0.0
1492808168455823018,6626,1492808168455653903,/temperature,15.6178760529,0.0
1492808168529701426,6627,1492808168529653903,/temperature,15.6178760529,0.0
1492808168603523245,6628,1492808168604653903,/temperature,15.6178760529,0.0
1492808168678815194,6629,1492808168678653903,/temperature,15.6178760529,0.0
1492808168752959616,6630,1492808168752653903,/temperature,15.6178760529,0.0
1492808168826631836,6631,1492808168826653903,/temperature,15.6266078949,0.0
1492808168900592178,6632,1492808168901653903,/temperature,15.6178760529,0.0
1492808168975711391,6633,1492808168975653903,/temperature,15.6266078949,0.0
1492808169050159786,6634,1492808169049653903,/temperature,15.6266078949,0.0
1492808169123714010,6635,1492808169123653903,/temperature,15.6178760529,0.0
1492808169197776143,6636,1492808169198653903,/temperature,15.6178760529,0.0
1492808169272794719,6637,1492808169272653903,/temperature,15.6178760529,0.0
1492808169346071330,6638,1492808169346653903,/temperature,15.6178760529,0.0
1492808169420174948,6639,1492808169420653903,/temperature,15.6178760529,0.0
1492808169495326184,6640,1492808169495653903,/temperature,15.6178760529,0.0
1492808169569792655,6641,1492808169569653903,/temperature,15.6178760529,0.0
1492808169643082809,6642,1492808169643653903,/temperature,15.6178760529,0.0
1492808169717855727,6643,1492808169717653903,/temperature,15.6178760529,0.0
1492808169792654518,6644,1492808169792653903,/temperature,15.6178760529,0.0
1492808169866101521,6645,1492808169866653903,/temperature,15.6178760529,0.0
1492808169940125816,6646,1492808169940653903,/temperature,15.6266078949,0.0
1492808170014699977,6647,1492808170014653903,/temperature,15.6266078949,0.0
1492808170089523680,6648,1492808170089653903,/temperature,15.6178760529,0.0
1492808170163557125,6649,1492808170163653903,/temperature,15.6178760529,0.0
1492808170237606196,6650,1492808170237653903,/temperature,15.6091451645,0.0
1492808170311730303,6651,1492808170311653903,/temperature,15.6091451645,0.0
1492808170386899326,6652,1492808170386653903,/temperature,15.6178760529,0.0
1492808170460540768,6653,1492808170460653903,/temperature,15.6178760529,0.0
1492808170534114286,6654,1492808170534653903,/temperature,15.6266078949,0.0
1492808170608748653,6655,1492808170608653903,/temperature,15.6178760529,0.0
1492808170683089235,6656,1492808170683653903,/temperature,15.6178760529,0.0
1492808170757555125,6657,1492808170757653903,/temperature,15.6178760529,0.0
1492808170831727822,6658,1492808170831653903,/temperature,15.6178760529,0.0
1492808170906578266,6659,1492808170906653903,/temperature,15.6091451645,0.0
1492808170980796674,6660,1492808170981742929,/temperature,15.6091451645,0.0
1492808171054080122,6661,1492808171055742929,/temperature,15.6091451645,0.0
1492808171128648063,6662,1492808171129742929,/temperature,15.6091451645,0.0
1492808171203871947,6663,1492808171204742929,/temperature,15.6178760529,0.0
1492808171277960820,6664,1492808171278742929,/temperature,15.6091451645,0.0
1492808171351746292,6665,1492808171352742929,/temperature,15.6266078949,0.0
1492808171425846528,6666,1492808171426742929,/temperature,15.6178760529,0.0
1492808171500994837,6667,1492808171501742929,/temperature,15.6178760529,0.0
1492808171574448824,6668,1492808171575742929,/temperature,15.6266078949,0.0
1492808171648680651,6669,1492808171649742929,/temperature,15.6091451645,0.0
1492808171723140578,6670,1492808171723742929,/temperature,15.6178760529,0.0
1492808171797771997,6671,1492808171798742929,/temperature,15.6091451645,0.0
1492808171871310520,6672,1492808171872742929,/temperature,15.6178760529,0.0
1492808171945683584,6673,1492808171946742929,/temperature,15.6091451645,0.0
1492808172020765686,6674,1492808172021742929,/temperature,15.6178760529,0.0
1492808172094660497,6675,1492808172095742929,/temperature,15.6091451645,0.0
1492808172168271074,6676,1492808172169742929,/temperature,15.6091451645,0.0
1492808172242487688,6677,1492808172243742929,/temperature,15.6178760529,0.0
1492808172317584066,6678,1492808172318742929,/temperature,15.6091451645,0.0
1492808172391585584,6679,1492808172392742929,/temperature,15.6178760529,0.0
1492808172465646541,6680,1492808172466742929,/temperature,15.6091451645,0.0
1492808172540751751,6681,1492808172541742929,/temperature,15.6178760529,0.0
1492808172614881963,6682,1492808172615742929,/temperature,15.6004133224,0.0
1492808172689079530,6683,1492808172689742929,/temperature,15.6178760529,0.0
1492808172762232030,6684,1492808172763742929,/temperature,15.6091451645,0.0
1492808172838039714,6685,1492808172838742929,/temperature,15.6091451645,0.0
1492808172911246361,6686,1492808172912742929,/temperature,15.6091451645,0.0
1492808172985277487,6687,1492808172986742929,/temperature,15.6091451645,0.0
1492808173059045180,6688,1492808173060742929,/temperature,15.6091451645,0.0
1492808173135108595,6689,1492808173135742929,/temperature,15.6004133224,0.0
1492808173208219547,6690,1492808173209742929,/temperature,15.6091451645,0.0
1492808173282231725,6691,1492808173283742929,/temperature,15.6091451645,0.0
1492808173357044214,6692,1492808173357742929,/temperature,15.6178760529,0.0
1492808173432137721,6693,1492808173432742929,/temperature,15.6004133224,0.0
1492808173505466142,6694,1492808173506103990,/temperature,15.6004133224,0.0
1492808173579191192,6695,1492808173580103990,/temperature,15.6178760529,0.0
1492808173655028213,6696,1492808173655103990,/temperature,15.6004133224,0.0
1492808173728774484,6697,1492808173729103990,/temperature,15.6004133224,0.0
1492808173802344146,6698,1492808173803103990,/temperature,15.6178760529,0.0
1492808173876418851,6699,1492808173877103990,/temperature,15.6091451645,0.0
1492808173951794344,6700,1492808173952103990,/temperature,15.6091451645,0.0
1492808174025748496,6701,1492808174026103990,/temperature,15.6004133224,0.0
1492808174099663539,6702,1492808174100103990,/temperature,15.6004133224,0.0
1492808174174888092,6703,1492808174174103990,/temperature,15.6004133224,0.0
1492808174249086636,6704,1492808174249103990,/temperature,15.6091451645,0.0
1492808174323141711,6705,1492808174323103990,/temperature,15.5916824341,0.0
1492808174396483375,6706,1492808174397103990,/temperature,15.6091451645,0.0
1492808174471558204,6707,1492808174472103990,/temperature,15.6004133224,0.0
1492808174545344102,6708,1492808174546103990,/temperature,15.6004133224,0.0
1492808174619722318,6709,1492808174620103990,/temperature,15.6004133224,0.0
1492808174693185818,6710,1492808174694103990,/temperature,15.6004133224,0.0
1492808174768244584,6711,1492808174769103990,/temperature,15.6091451645,0.0
1492808174842186039,6712,1492808174843103990,/temperature,15.6004133224,0.0
1492808174916143970,6713,1492808174917103990,/temperature,15.6004133224,0.0
1492808174991751767,6714,1492808174991103990,/temperature,15.6004133224,0.0
1492808175065165852,6715,1492808175066103990,/temperature,15.6091451645,0.0
1492808175139932843,6716,1492808175140103990,/temperature,15.6091451645,0.0
1492808175214067119,6717,1492808175214103990,/temperature,15.5916824341,0.0
1492808175288748333,6718,1492808175288103990,/temperature,15.5916824341,0.0
1492808175362176796,6719,1492808175363103990,/temperature,15.5916824341,0.0
1492808175436096345,6720,1492808175437103990,/temperature,15.5916824341,0.0
1492808175510278267,6721,1492808175511103990,/temperature,15.5916824341,0.0
1492808175585745237,6722,1492808175585103990,/temperature,15.582950592,0.0
1492808175659269010,6723,1492808175660103990,/temperature,15.5916824341,0.0
1492808175733371163,6724,1492808175734103990,/temperature,15.5916824341,0.0
1492808175807919809,6725,1492808175808103990,/temperature,15.582950592,0.0
1492808175883067794,6726,1492808175883103990,/temperature,15.582950592,0.0
1492808175956208399,6727,1492808175957103990,/temperature,15.5916824341,0.0
1492808176030404938,6728,1492808176032109020,/temperature,15.582950592,0.0
1492808176106005161,6729,1492808176106109020,/temperature,15.5916824341,0.0
1492808176179167353,6730,1492808176181109020,/temperature,15.5742177963,0.0
1492808176253921074,6731,1492808176255109020,/temperature,15.582950592,0.0
1492808176327050249,6732,1492808176329109020,/temperature,15.5742177963,0.0
1492808176402522482,6733,1492808176403109020,/temperature,15.5567541122,0.0
1492808176476536397,6734,1492808176478109020,/temperature,15.5742177963,0.0
1492808176550585038,6735,1492808176552109020,/temperature,15.5742177963,0.0
1492808176624440011,6736,1492808176626109020,/temperature,15.5742177963,0.0
1492808176699186370,6737,1492808176701109020,/temperature,15.582950592,0.0
1492808176773236435,6738,1492808176775109020,/temperature,15.5742177963,0.0
