%time,field.vel,field.pitch,field.yaw,field.test_length,field.setup_time
1492808165477860537,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808165577790114,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808165677963648,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808165777928818,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808165877946911,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808165977818680,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808166077936167,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808166177766496,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808166277824011,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808166377905888,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808166477874075,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808166577828185,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808166677830584,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808166777852944,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808166877903181,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808166977791577,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808167077791629,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808167177763729,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808167277782569,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
1492808167377934635,(0.0, 0.0),  (10.0, 0.25),  (30.0, 0.25),N/A,(0.0, 1.57),  (10.0, 1.57),  (20.0, 0.785),  (30.0, 0.785),30.0,5.0
