%time,field.P_vel,field.I_vel,field.D_vel,field.P_pitch,field.I_pitch,field.D_pitch,field.P_yaw,field.I_yaw,field.D_yaw
1492808165455882375,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808165555563271,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808165655857379,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808165755591130,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808165855614558,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808165955605389,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808166055753026,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808166155663675,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808166255746411,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808166355803018,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808166455587023,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808166555627277,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808166655746109,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808166755570216,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808166855570862,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808166955730653,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808167055923488,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808167155597987,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808167255584030,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808167355705360,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808167455598565,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808167555571162,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808167655792598,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808167755713800,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808167855691542,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808167955558233,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808168055692593,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808168155644898,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808168255639672,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808168355614172,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808168455542220,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808168555635693,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808168655703114,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808168755529465,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808168855624620,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808168955587173,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808169055716135,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808169155727817,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808169255622821,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808169355599910,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808169455621951,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808169555549236,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808169655572276,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808169755552112,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808169855545275,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808169955677732,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808170055692831,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808170155606342,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808170255630397,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808170355652237,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808170455609064,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808170555649148,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808170655715622,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808170755635287,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808170855673001,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808170955682346,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808171055561445,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808171155606363,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808171255784078,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808171355723351,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808171455631591,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808171555645630,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808171655590771,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808171755583637,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808171855730752,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808171955611555,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808172055622146,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808172155734978,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808172255582338,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808172355667805,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808172455604227,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808172555642034,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808172655552686,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808172755760100,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808172855789612,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808172955623633,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808173055604027,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808173155610022,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808173255677021,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808173355582214,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808173455657111,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808173555589383,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808173655603151,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808173755621087,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808173855630840,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808173955606769,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808174055703217,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808174155593566,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808174255651521,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808174355658054,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808174455637037,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808174555576935,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808174655554931,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808174755746266,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808174855707903,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808174955602468,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808175055589793,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
1492808175156048933,105.0,44.0,17.5,10.0,0.0,50.0,25.0,0.0,50.0
