%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1492808166406148865,5745,1492808166405858993,robot_frame,0,1,33.4610295,-117.706054667,-34.8,0.7569,0.0,0.0,0.0,0.7569,0.0,0.0,0.0,3.0276,1
1492808167405770468,5746,1492808167405486106,robot_frame,0,1,33.4610295,-117.706053667,-34.8,0.7569,0.0,0.0,0.0,0.7569,0.0,0.0,0.0,3.0276,1
1492808168403603351,5747,1492808168403419971,robot_frame,0,1,33.461029,-117.706053,-34.8,0.7569,0.0,0.0,0.0,0.7569,0.0,0.0,0.0,3.0276,1
1492808169405436976,5748,1492808169405190944,robot_frame,0,1,33.461029,-117.706052167,-34.8,0.7569,0.0,0.0,0.0,0.7569,0.0,0.0,0.0,3.0276,1
1492808170404248919,5749,1492808170404020071,robot_frame,0,1,33.4610296667,-117.7060515,-34.9,0.7569,0.0,0.0,0.0,0.7569,0.0,0.0,0.0,3.0276,1
1492808171407004195,5750,1492808171406795024,robot_frame,0,1,33.4610295,-117.706050833,-34.9,0.7569,0.0,0.0,0.0,0.7569,0.0,0.0,0.0,3.0276,1
1492808172403871146,5751,1492808172403661012,robot_frame,0,1,33.4610288333,-117.706050667,-34.9,0.7569,0.0,0.0,0.0,0.7569,0.0,0.0,0.0,3.0276,1
1492808173404748487,5752,1492808173404495954,robot_frame,0,1,33.461028,-117.70605,-35.0,0.7569,0.0,0.0,0.0,0.7569,0.0,0.0,0.0,3.0276,1
1492808174407640321,5753,1492808174407290935,robot_frame,0,1,33.4610266667,-117.706049667,-35.0,0.7569,0.0,0.0,0.0,0.7569,0.0,0.0,0.0,3.0276,1
1492808175408185158,5754,1492808175407995939,robot_frame,0,1,33.461025,-117.706049,-35.0,0.7569,0.0,0.0,0.0,0.7569,0.0,0.0,0.0,3.0276,1
