%time,field.P_vel,field.I_vel,field.D_vel,field.P_pitch,field.I_pitch,field.D_pitch,field.P_yaw,field.I_yaw,field.D_yaw
1492806563455653423,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806563555676133,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806563655567781,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806563755868070,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806563855701662,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806563955750453,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806564055653128,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806564155623776,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806564255569659,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806564355611184,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806564455916115,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806564555750815,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806564655611584,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806564755588425,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806564855630877,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806564955757756,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806565055655465,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806565155604071,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806565255614085,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806565355564765,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806565455681691,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806565555694206,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806565655716234,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806565755698812,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806565855615341,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806565955650528,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806566055755720,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806566155574346,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806566255593913,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806566355564088,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806566455630690,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806566555562749,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806566655598325,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806566755758260,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806566855711428,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806566955530744,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806567055589958,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806567155610321,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806567255640579,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806567355617544,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806567455621920,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806567555627452,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806567655611484,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806567755597714,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806567855641220,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806567955638572,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806568055779347,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806568155677750,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806568255632250,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806568355613696,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806568455609273,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806568555610928,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806568655681037,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806568755593417,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806568855642779,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806568955562236,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806569055653329,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806569155669182,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806569255705854,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806569355638108,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806569455556258,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806569555623842,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806569655578627,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806569755691875,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806569855667303,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806569955849878,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806570055728351,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806570155761702,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806570255774314,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806570355627538,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806570455608565,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806570555693399,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806570655656287,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806570755560123,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806570855770697,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806570955629919,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806571055615206,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806571155726685,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806571255603615,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806571355595360,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806571455985112,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806571555648529,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806571655783257,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
1492806571755677780,105.0,44.0,17.5,10.0,0.0,50.0,30.0,0.0,50.0
