%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1492806563381632705,4142,1492806563381405115,robot_frame,0,1,33.4609618333,-117.706179333,-33.7,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806564379391854,4143,1492806564379173994,robot_frame,0,1,33.4609611667,-117.706179167,-33.6,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806565379257977,4144,1492806565378995895,robot_frame,0,1,33.460961,-117.706179167,-33.7,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806566383009738,4145,1492806566382803916,robot_frame,0,1,33.4609601667,-117.706179667,-33.7,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806567379728014,4146,1492806567379559040,robot_frame,0,1,33.46096,-117.7061795,-33.7,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806568379667004,4147,1492806568379445075,robot_frame,0,1,33.460959,-117.706178667,-33.3,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806569378422770,4148,1492806569378212928,robot_frame,0,1,33.4609581667,-117.706178333,-33.2,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806570380264523,4149,1492806570380078077,robot_frame,0,1,33.4609568333,-117.706177667,-33.2,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806571377166271,4150,1492806571376899957,robot_frame,0,1,33.4609551667,-117.706177333,-33.2,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806572393765850,4151,1492806572393579959,robot_frame,0,1,33.4609531667,-117.706174833,-33.0,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806573393590310,4152,1492806573393384933,robot_frame,0,1,33.4609511667,-117.706172333,-32.9,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806574380463065,4153,1492806574380219936,robot_frame,0,1,33.4609491667,-117.706169333,-32.9,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806575393220061,4154,1492806575393002033,robot_frame,0,1,33.4609471667,-117.706166833,-32.9,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806576391152011,4155,1492806576390882968,robot_frame,0,1,33.4609441667,-117.7061625,-32.8,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806577391917116,4156,1492806577391690969,robot_frame,0,1,33.460941,-117.706158333,-32.7,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806578388696260,4157,1492806578388520002,robot_frame,0,1,33.460937,-117.706153833,-32.6,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806579395451930,4158,1492806579395256042,robot_frame,0,1,33.4609323333,-117.706149333,-32.5,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806580394339188,4159,1492806580394085884,robot_frame,0,1,33.4609275,-117.706144833,-32.4,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806581393089892,4160,1492806581392862081,robot_frame,0,1,33.4609221667,-117.706139333,-32.2,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806582392870610,4161,1492806582392666101,robot_frame,0,1,33.4609168333,-117.706133833,-32.3,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806583391677344,4162,1492806583391454935,robot_frame,0,1,33.4609108333,-117.706128167,-32.3,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806584391462494,4163,1492806584391233921,robot_frame,0,1,33.460904,-117.706122,-32.1,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806585391228072,4164,1492806585391016006,robot_frame,0,1,33.4608975,-117.706116,-32.0,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806586393021524,4165,1492806586392801046,robot_frame,0,1,33.460891,-117.706109833,-32.0,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806587392887699,4166,1492806587392633914,robot_frame,0,1,33.460884,-117.706103333,-32.1,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806588391666607,4167,1492806588391395092,robot_frame,0,1,33.4608763333,-117.706097,-32.0,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806589390385953,4168,1492806589390202045,robot_frame,0,1,33.4608681667,-117.7060905,-32.0,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806590391152582,4169,1492806590390990972,robot_frame,0,1,33.4608596667,-117.706082833,-31.6,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806591390019829,4170,1492806591389839887,robot_frame,0,1,33.460851,-117.706076833,-31.4,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806592392790559,4171,1492806592392604112,robot_frame,0,1,33.460842,-117.706070167,-31.4,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806593394600060,4172,1492806593394376993,robot_frame,0,1,33.4608325,-117.706064667,-31.4,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806594394468382,4173,1492806594394140958,robot_frame,0,1,33.460822,-117.706058667,-31.4,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806595393162888,4174,1492806595392951011,robot_frame,0,1,33.4608113333,-117.706051833,-31.4,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806596392972759,4175,1492806596392762899,robot_frame,0,1,33.4607996667,-117.7060445,-31.2,2.4025,0.0,0.0,0.0,2.4025,0.0,0.0,0.0,9.61,1
1492806597398749375,4176,1492806597398503065,robot_frame,0,1,33.4607908333,-117.706043333,-32.1,0.9025,0.0,0.0,0.0,0.9025,0.0,0.0,0.0,3.61,1
