%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1492806563381690903,331,1492806563381405115,robot_frame,1492806567000000000,robot_frame
1492806564379474471,332,1492806564379173994,robot_frame,1492806568000000000,robot_frame
1492806565379253654,333,1492806565378995895,robot_frame,1492806569000000000,robot_frame
1492806566383073400,334,1492806566382803916,robot_frame,1492806570000000000,robot_frame
1492806567379781590,335,1492806567379559040,robot_frame,1492806571000000000,robot_frame
1492806568379708026,336,1492806568379445075,robot_frame,1492806572000000000,robot_frame
1492806569378444759,337,1492806569378212928,robot_frame,1492806573000000000,robot_frame
1492806570380331309,338,1492806570380078077,robot_frame,1492806574000000000,robot_frame
1492806571377143588,339,1492806571376899957,robot_frame,1492806575000000000,robot_frame
1492806572393774085,340,1492806572393579959,robot_frame,1492806576000000000,robot_frame
1492806573393656888,341,1492806573393384933,robot_frame,1492806577000000000,robot_frame
1492806574380460584,342,1492806574380219936,robot_frame,1492806578000000000,robot_frame
1492806575393199668,343,1492806575393002033,robot_frame,1492806579000000000,robot_frame
1492806576391143495,344,1492806576390882968,robot_frame,1492806580000000000,robot_frame
1492806577391908978,345,1492806577391690969,robot_frame,1492806581000000000,robot_frame
1492806578388786329,346,1492806578388520002,robot_frame,1492806582000000000,robot_frame
1492806579395538047,347,1492806579395256042,robot_frame,1492806583000000000,robot_frame
1492806580394335952,348,1492806580394085884,robot_frame,1492806584000000000,robot_frame
1492806581393140353,349,1492806581392862081,robot_frame,1492806585000000000,robot_frame
1492806582392861981,350,1492806582392666101,robot_frame,1492806586000000000,robot_frame
1492806583391707528,351,1492806583391454935,robot_frame,1492806587000000000,robot_frame
1492806584391498204,352,1492806584391233921,robot_frame,1492806588000000000,robot_frame
1492806585391205990,353,1492806585391016006,robot_frame,1492806589000000000,robot_frame
1492806586393012748,354,1492806586392801046,robot_frame,1492806590000000000,robot_frame
1492806587392887701,355,1492806587392633914,robot_frame,1492806591000000000,robot_frame
1492806588391618602,356,1492806588391395092,robot_frame,1492806592000000000,robot_frame
1492806589390453520,357,1492806589390202045,robot_frame,1492806593000000000,robot_frame
1492806590391240147,358,1492806590390990972,robot_frame,1492806594000000000,robot_frame
1492806591390162141,359,1492806591389839887,robot_frame,1492806595000000000,robot_frame
1492806592392824611,360,1492806592392604112,robot_frame,1492806596000000000,robot_frame
1492806593394619595,361,1492806593394376993,robot_frame,1492806597000000000,robot_frame
1492806594394457460,362,1492806594394140958,robot_frame,1492806598000000000,robot_frame
1492806595393193554,363,1492806595392951011,robot_frame,1492806599000000000,robot_frame
1492806596392955695,364,1492806596392762899,robot_frame,1492806600000000000,robot_frame
1492806597398707800,365,1492806597398503065,robot_frame,1492806601000000000,robot_frame
