%time,field.header.seq,field.header.stamp,field.header.frame_id,field.RPY.x,field.RPY.y,field.RPY.z,field.Mag.x,field.Mag.y,field.Mag.z,field.Accel.x,field.Accel.y,field.Accel.z,field.Gyro.x,field.Gyro.y,field.Gyro.z,field.LinearAccelBody.x,field.LinearAccelBody.y,field.LinearAccelBody.z,field.LinearAccelNed.x,field.LinearAccelNed.y,field.LinearAccelNed.z
1492807088278210081,233408,0,,-10.851858139,8.84380722046,-2.16992807388,0.095111258328,-0.271273046732,0.399875611067,1.53246116638,1.86503410339,-9.58439922333,-0.0122879352421,0.0854864865541,0.00558487512171,0.0267575979233,0.0430840924382,-0.0801479890943,0.0141121149063,0.0267089605331,-0.0899076461792
1492807088298005457,233409,0,,-10.8716535568,8.94710063934,-2.18472123146,0.0918372943997,-0.268156886101,0.399915724993,1.55482876301,1.85733759403,-9.57388496399,-0.0149464830756,0.0931659415364,0.00511032342911,0.0316808447242,0.0326193720102,-0.0729443132877,0.0198804140091,0.017530798912,-0.0817680358887
1492807088318297525,233410,0,,-10.8929233551,9.05805492401,-2.20263814926,0.0873692035675,-0.26814109087,0.398725003004,1.55347681046,1.87473964691,-9.5671749115,-0.0134261855856,0.10103546828,0.00261379173025,0.011596897617,0.0470549687743,-0.0698266997933,0.000526547431946,0.0330158472061,-0.0783205032349
1492807088338613010,233411,0,,-10.9145507812,9.17599105835,-2.22326207161,0.0905923321843,-0.273327112198,0.399709045887,1.55560982227,1.88169026375,-9.54901695251,-0.0129366191104,0.107379995286,0.00190684199333,-0.0061745159328,0.0510258898139,-0.0554963834584,-0.0147776603699,0.0401984453201,-0.0623483657837
1492807088358838471,233412,0,,-10.9355983734,9.29996395111,-2.24668264389,0.0884869471192,-0.26814571023,0.399846792221,1.5404406786,1.87817645073,-9.52590560913,-0.0127802807838,0.113496474922,0.00199749926105,-0.0422598794103,0.0446698404849,-0.0363976657391,-0.0473628044128,0.0388404130936,-0.0368003845215
1492807088379249822,233413,0,,-10.9571666718,9.43221282959,-2.27144932747,0.0917867198586,-0.270227462053,0.399845868349,1.57272183895,1.87436103821,-9.52589988708,-0.0136204734445,0.121682465076,0.000976420473307,-0.0322828963399,0.0379815995693,-0.0406943708658,-0.03837454319,0.0310995578766,-0.0412435531616
1492807088399476511,233414,0,,-10.9792671204,9.57260990143,-2.29731106758,0.0884606614709,-0.269180178642,0.398713439703,1.58011889458,1.88371920586,-9.52626609802,-0.0129891214892,0.128726899624,0.00243919994682,-0.0485553219914,0.0444357395172,-0.0456592217088,-0.0552949905396,0.037172794342,-0.044469833374
1492807088419773217,233415,0,,-10.9991512299,9.71968269348,-2.3237888813,0.0862035527825,-0.270208984613,0.400827884674,1.61041259766,1.87678277493,-9.51947784424,-0.0135271959007,0.133841902018,0.00290523190051,-0.0430455766618,0.0350131392479,-0.043644528836,-0.0496908426285,0.028080701828,-0.0415449142456
1492807088440079903,233416,0,,-11.0188989639,9.8727722168,-2.35079455376,0.0873220935464,-0.270214259624,0.403048396111,1.64088320732,1.83243298531,-9.45352172852,-0.0118404328823,0.139198467135,0.00356661248952,-0.0383617654443,-0.0117519600317,0.0173061974347,-0.0348043441772,-0.00680565834045,0.0255260467529
1492807088460349278,233417,0,,-11.0377950668,10.0296859741,-2.37699699402,0.0884101986885,-0.271250367165,0.39973795414,1.65649700165,1.82944118977,-9.44531440735,-0.0121608898044,0.141493007541,0.00527327507734,-0.0491656512022,-0.0169791355729,0.0203541070223,-0.0448602437973,-0.0109169483185,0.0314359664917
1492807088480943433,233418,0,,-11.0556325912,10.1885757446,-2.40257191658,0.082830697298,-0.271235197783,0.405115544796,1.68667960167,1.86056685448,-9.4310464859,-0.0110533861443,0.141880214214,0.00635779835284,-0.0457210838795,0.0121136158705,0.0293684769422,-0.039542555809,0.0191950798035,0.0341701507568
1492807088501006900,233419,0,,-11.0726032257,10.3456907272,-2.42676734924,0.0828772187233,-0.269161790609,0.398599505424,1.72775220871,1.82632267475,-9.42648029327,-0.0117058120668,0.139061644673,0.00672316737473,-0.0310745220631,-0.0240132119507,0.0286885276437,-0.0254273414612,-0.0169950723648,0.0378141403198
1492807088521266288,233420,0,,-11.0884256363,10.4988956451,-2.44888901711,0.0817122086883,-0.271230101585,0.402895897627,1.74305355549,1.83503234386,-9.38133907318,-0.0102819688618,0.136136233807,0.00745555805042,-0.0415295884013,-0.0170038901269,0.0686718076468,-0.0280820131302,-0.00228142738342,0.0770444869995
