%time,field.P_vel,field.I_vel,field.D_vel,field.P_pitch,field.I_pitch,field.D_pitch,field.P_yaw,field.I_yaw,field.D_yaw
1492807088355668975,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807088455677052,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807088555644687,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807088655719601,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807088755653543,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807088855681275,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807088955740574,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807089055875356,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807089155576394,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807089255737958,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807089355649382,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807089455618261,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807089555652184,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807089655558724,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807089755589102,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807089855639531,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807089955656825,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807090055742958,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807090155621622,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807090255732317,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807090355839238,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807090455593156,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807090555605293,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807090655600069,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
1492807090755753242,105.0,44.0,17.5,10.0,0.0,50.0,22.0,0.0,50.0
