%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fluid_pressure,field.variance
1492807088334924404,62858,1492807088335441076,/fluid_pressure,104540.0,0.0
1492807088409114007,62859,1492807088410441076,/fluid_pressure,104540.0,0.0
1492807088483151374,62860,1492807088484441076,/fluid_pressure,104540.0,0.0
1492807088557146211,62861,1492807088558035051,/fluid_pressure,104530.007812,0.0
1492807088631177806,62862,1492807088633035051,/fluid_pressure,104600.0,0.0
1492807088706455505,62863,1492807088707035051,/fluid_pressure,104560.0,0.0
1492807088780154624,62864,1492807088781035051,/fluid_pressure,104610.0,0.0
1492807088854267176,62865,1492807088855035051,/fluid_pressure,104640.0,0.0
1492807088928903378,62866,1492807088930035051,/fluid_pressure,104580.007812,0.0
1492807089003040377,62867,1492807089004035051,/fluid_pressure,104600.0,0.0
1492807089078032420,62868,1492807089078035051,/fluid_pressure,104550.0,0.0
1492807089151777972,62869,1492807089152035051,/fluid_pressure,104569.992188,0.0
1492807089225394007,62870,1492807089227035051,/fluid_pressure,104640.0,0.0
1492807089300744250,62871,1492807089301035051,/fluid_pressure,104630.007812,0.0
1492807089374176905,62872,1492807089375035051,/fluid_pressure,104650.0,0.0
1492807089447929616,62873,1492807089449035051,/fluid_pressure,104610.0,0.0
1492807089521962702,62874,1492807089524035051,/fluid_pressure,104590.0,0.0
1492807089597307424,62875,1492807089598035051,/fluid_pressure,104600.0,0.0
1492807089671367284,62876,1492807089672035051,/fluid_pressure,104580.007812,0.0
1492807089745460755,62877,1492807089746035051,/fluid_pressure,104630.007812,0.0
1492807089819257330,62878,1492807089821035051,/fluid_pressure,104590.0,0.0
1492807089894725236,62879,1492807089895035051,/fluid_pressure,104600.0,0.0
1492807089968531569,62880,1492807089969035051,/fluid_pressure,104580.007812,0.0
1492807090042820992,62881,1492807090043035051,/fluid_pressure,104600.0,0.0
1492807090116847499,62882,1492807090118035051,/fluid_pressure,104569.992188,0.0
1492807090191248200,62883,1492807090192035051,/fluid_pressure,104550.0,0.0
1492807090265712746,62884,1492807090266035051,/fluid_pressure,104519.992188,0.0
1492807090339373748,62885,1492807090340035051,/fluid_pressure,104600.0,0.0
1492807090413034952,62886,1492807090415035051,/fluid_pressure,104600.0,0.0
1492807090487965561,62887,1492807090489035051,/fluid_pressure,104550.0,0.0
1492807090562794147,62888,1492807090563035051,/fluid_pressure,104590.0,0.0
1492807090636084531,62889,1492807090637035051,/fluid_pressure,104590.0,0.0
1492807090711535090,62890,1492807090712035051,/fluid_pressure,104550.0,0.0
1492807090785401653,62891,1492807090786035051,/fluid_pressure,104560.0,0.0
1492807090859853671,62892,1492807090860035051,/fluid_pressure,104580.007812,0.0
1492807090933017804,62893,1492807090934035051,/fluid_pressure,104610.0,0.0
1492807091008219593,62894,1492807091009035051,/fluid_pressure,104600.0,0.0
1492807091082656540,62895,1492807091083147918,/fluid_pressure,104650.0,0.0
1492807091156757499,62896,1492807091157147918,/fluid_pressure,104630.007812,0.0
1492807091230074745,62897,1492807091231147918,/fluid_pressure,104610.0,0.0
1492807091305116428,62898,1492807091306147918,/fluid_pressure,104619.992188,0.0
