%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1492807088346868616,4707,1492807088347441076,/temperature,15.644068718,0.0
1492807088419992647,4708,1492807088421441076,/temperature,15.644068718,0.0
1492807088494118436,4709,1492807088495441076,/temperature,15.644068718,0.0
1492807088568019729,4710,1492807088570035051,/temperature,15.644068718,0.0
1492807088643291390,4711,1492807088644035051,/temperature,15.644068718,0.0
1492807088717382478,4712,1492807088718035051,/temperature,15.644068718,0.0
1492807088791039900,4713,1492807088792035051,/temperature,15.644068718,0.0
1492807088865168746,4714,1492807088867035051,/temperature,15.644068718,0.0
1492807088940010374,4715,1492807088941035051,/temperature,15.6527996063,0.0
1492807089014007011,4716,1492807089015035051,/temperature,15.644068718,0.0
1492807089088294529,4717,1492807089089035051,/temperature,15.6527996063,0.0
1492807089162680681,4718,1492807089164035051,/temperature,15.644068718,0.0
1492807089237357259,4719,1492807089238035051,/temperature,15.644068718,0.0
1492807089311705750,4720,1492807089312035051,/temperature,15.6527996063,0.0
1492807089384938341,4721,1492807089386035051,/temperature,15.644068718,0.0
1492807089459860617,4722,1492807089461035051,/temperature,15.6615304947,0.0
1492807089534058870,4723,1492807089535035051,/temperature,15.644068718,0.0
1492807089608152342,4724,1492807089609035051,/temperature,15.6527996063,0.0
1492807089682317092,4725,1492807089683035051,/temperature,15.644068718,0.0
1492807089757391424,4726,1492807089758035051,/temperature,15.6527996063,0.0
1492807089831426667,4727,1492807089832035051,/temperature,15.6527996063,0.0
1492807089905609652,4728,1492807089906035051,/temperature,15.6527996063,0.0
1492807089979451882,4729,1492807089980035051,/temperature,15.6527996063,0.0
1492807090054842808,4730,1492807090055035051,/temperature,15.6527996063,0.0
1492807090127945820,4731,1492807090129035051,/temperature,15.6615304947,0.0
1492807090202091457,4732,1492807090203035051,/temperature,15.644068718,0.0
1492807090276558751,4733,1492807090277035051,/temperature,15.6527996063,0.0
1492807090351273017,4734,1492807090352035051,/temperature,15.6527996063,0.0
1492807090425283099,4735,1492807090426035051,/temperature,15.6615304947,0.0
1492807090499852585,4736,1492807090500035051,/temperature,15.6527996063,0.0
1492807090573670918,4737,1492807090574035051,/temperature,15.6615304947,0.0
1492807090648207071,4738,1492807090649035051,/temperature,15.6527996063,0.0
1492807090722249292,4739,1492807090723035051,/temperature,15.6615304947,0.0
1492807090796465394,4740,1492807090797035051,/temperature,15.6703214645,0.0
1492807090870659725,4741,1492807090871035051,/temperature,15.6615304947,0.0
1492807090945084941,4742,1492807090946035051,/temperature,15.6703214645,0.0
1492807091019264989,4743,1492807091020035051,/temperature,15.6615304947,0.0
1492807091093804676,4744,1492807091094147918,/temperature,15.6615304947,0.0
1492807091167692191,4745,1492807091168147918,/temperature,15.6615304947,0.0
1492807091242025706,4746,1492807091243147918,/temperature,15.6703214645,0.0
1492807091316148691,4747,1492807091317147918,/temperature,15.6615304947,0.0
1492807091390676556,4748,1492807091391147918,/temperature,15.6703214645,0.0
1492807091464459190,4749,1492807091465147918,/temperature,15.6615304947,0.0
1492807091539231027,4750,1492807091540147918,/temperature,15.6615304947,0.0
1492807091613152280,4751,1492807091614147918,/temperature,15.6615304947,0.0
1492807091687801384,4752,1492807091688147918,/temperature,15.6615304947,0.0
1492807091761175634,4753,1492807091762147918,/temperature,15.6615304947,0.0
1492807091836619882,4754,1492807091837147918,/temperature,15.6615304947,0.0
1492807091910877407,4755,1492807091911147918,/temperature,15.6615304947,0.0
1492807091984825341,4756,1492807091985147918,/temperature,15.6615304947,0.0
1492807092059293766,4757,1492807092060147918,/temperature,15.6615304947,0.0
1492807092133306080,4758,1492807092134147918,/temperature,15.6703214645,0.0
1492807092207432449,4759,1492807092208147918,/temperature,15.6703214645,0.0
1492807092281614007,4760,1492807092282147918,/temperature,15.6615304947,0.0
1492807092356140405,4761,1492807092357147918,/temperature,15.6703214645,0.0
1492807092429969374,4762,1492807092431147918,/temperature,15.6703214645,0.0
1492807092504858477,4763,1492807092505147918,/temperature,15.6703214645,0.0
1492807092578046720,4764,1492807092579147918,/temperature,15.6703214645,0.0
1492807092653376304,4765,1492807092654147918,/temperature,15.6703214645,0.0
1492807092727451126,4766,1492807092728147918,/temperature,15.6790513992,0.0
1492807092801560345,4767,1492807092802147918,/temperature,15.6703214645,0.0
1492807092874971959,4768,1492807092876147918,/temperature,15.6703214645,0.0
1492807092950172450,4769,1492807092951147918,/temperature,15.6703214645,0.0
1492807093024442691,4770,1492807093025147918,/temperature,15.6703214645,0.0
1492807093097875008,4771,1492807093099147918,/temperature,15.6703214645,0.0
1492807093172768664,4772,1492807093173147918,/temperature,15.6703214645,0.0
1492807093247264647,4773,1492807093248147918,/temperature,15.6790513992,0.0
1492807093321448763,4774,1492807093322147918,/temperature,15.6790513992,0.0
1492807093395134802,4775,1492807093396147918,/temperature,15.6703214645,0.0
1492807093470596294,4776,1492807093470147918,/temperature,15.6703214645,0.0
1492807093544177424,4777,1492807093545147918,/temperature,15.6877813339,0.0
1492807093618245549,4778,1492807093619646070,/temperature,15.6703214645,0.0
1492807093692221695,4779,1492807093693646070,/temperature,15.6703214645,0.0
